#{"t_start": 1756531070.6639757, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
3.216699,1,435.392042,3.216698964440344,"[2574.748030485225, 1755.942910482878, 1946.399745600415]",6081.468163141961,6081.468163141961,[93.15066321 78.04729071 69.18463543],[93.92247868 56.4315052  63.94133759],[92.  62.  64.5],[-1.15066321 13.95270929 22.81536457],[-1.92247868 35.5684948  28.05866241],[ 0.  30.  27.5],92.0,10.0,0.025
13.053303,1,435.398481,13.053302597243993,"[2982.9372786189806, 2389.1931610111765, 2300.776870231148]",6786.982010774406,6786.982010774406,[99.10018619 90.85734644 76.30854157],[99.87200165 69.24156094 71.06524372],[94.   70.25 69.  ],[-5.10018619  3.14265356 17.69145843],[-5.87200165 24.75843906 22.93475628],[ 0.   23.75 25.  ],94.0,10.0,0.075
-2.6879978,1,435.398737,-2.687997809260937,"[2476.0248764077405, 2433.5685391556053, 2149.050744768506]",7253.621343127194,7253.621343127194,[96.02676042 95.66990843 73.63991001],[96.79857588 74.05412292 68.39661217],[96.   74.75 73.5 ],[-0.02676042  0.33009157 22.36008999],[-0.79857588 21.94587708 27.60338783],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-5.748821,1,435.398947,-5.7488206957429435,"[2713.277060372201, 2155.070576756047, 1943.3757837996252]",7227.202323844247,7227.202323844247,[94.59086307 95.61879149 76.3355563 ],[95.36267853 74.00300598 71.09225845],[96.  76.  73.5],[ 1.40913693  0.38120851 19.6644437 ],[ 0.63732147 21.99699402 24.90774155],[ 0.  20.  22.5],96.0,10.0,0.05
-8.602142,1,435.399155,-8.602142597257405,"[2419.579015558594, 1347.0243849709611, 1307.0751232147718]",5551.200726059997,5551.200726059997,[95.05929978 80.4083623  67.93655279],[95.83111525 58.79257679 62.69325495],[90.   61.25 60.  ],[-5.05929978  9.5916377  22.06344721],[-5.83111525 31.20742321 27.30674505],[ 0.   28.75 30.  ],90.0,10.0,0.05
6.2069507,1,435.399359,6.206950864632729,"[2939.247485945619, 2134.063559453301, 2134.9356039757163]",6786.982010774406,6786.982010774406,[99.50720962 88.60448637 77.32934502],[100.27902508  66.98870087  72.08604717],[94.   70.25 69.  ],[-5.50720962  5.39551363 16.67065498],[-6.27902508 27.01129913 21.91395283],[ 0.   23.75 25.  ],94.0,10.0,0.075
4.508501,1,435.399565,4.508501163770042,"[2598.561583344269, 2006.625313641314, 1899.2139340866386]",6223.800703905897,6223.800703905897,[102.71907075  83.40211001  73.95786122],[103.49088621  61.7863245   68.71456337],[92.   65.75 64.5 ],[-10.71907075   8.59788999  18.04213878],[-11.49088621  30.2136755   23.28543663],[ 0.   26.25 27.5 ],92.0,10.0,0.075
-1.6476204,1,435.399765,-1.6476204677458688,"[2533.2063072234923, 1297.2834331715164, 1525.6349154821164]",5445.851621841659,5445.851621841659,[95.59000047 77.47134104 67.91923884],[96.36181593 55.85555553 62.67594099],[90.  57.5 60. ],[-5.59000047 12.52865896 22.08076116],[-6.36181593 34.14444447 27.32405901],[ 0.  32.5 30. ],90.0,10.0,0.025
12.898485,1,435.399961,12.89848563903783,"[3099.012419941452, 2278.0990384966267, 2285.288452320144]",6786.982010774406,6786.982010774406,[99.00089677 90.22154608 79.27529362],[99.77271223 68.60576057 74.03199577],[94.   70.25 69.  ],[-5.00089677  3.77845392 14.72470638],[-5.77271223 25.39423943 19.96800423],[ 0.   23.75 25.  ],94.0,10.0,0.075
-7.0204916,1,435.400162,-7.020491747953837,"[2763.8886133171413, 1787.9157945449242, 1714.9059343980348]",6739.8832926417335,6739.8832926417335,[99.42203696 84.6942977  75.52419213],[100.19385242  63.07851219  70.28089428],[94. 69. 69.],[-5.42203696  9.3057023  18.47580787],[-6.19385242 30.92148781 23.71910572],[ 0. 25. 25.],94.0,10.0,0.05
