number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,params_target_entropy_multiplier,state
0,-0.9527503604457728,2025-11-22 07:14:37.115900,2025-11-22 09:05:52.753137,0 days 01:51:15.637237,0.0011519110690255893,0.024543222080096266,172,1,COMPLETE
1,0.3749324738031528,2025-11-22 07:14:37.116387,2025-11-22 09:07:45.269053,0 days 01:53:08.152666,0.0049754823977489,0.023141935050400107,82,1,COMPLETE
2,0.35049735256777204,2025-11-22 07:14:37.117227,2025-11-22 09:05:44.015862,0 days 01:51:06.898635,0.2503802757790914,0.011423225825179588,182,1,COMPLETE
3,-3.709842217725427,2025-11-22 07:14:37.117810,2025-11-22 09:07:39.995972,0 days 01:53:02.878162,0.00836291758359985,0.0006032373502754492,60,1,COMPLETE
4,-4.4665023345243755,2025-11-22 07:14:37.118362,2025-11-22 09:07:55.010156,0 days 01:53:17.891794,0.2682589798415159,0.00015174924708965718,79,1,COMPLETE
5,0.21385675097189719,2025-11-22 07:14:37.119018,2025-11-22 09:06:46.518301,0 days 01:52:09.399283,0.013126392602995376,0.07496602765860287,132,1,COMPLETE
6,-1.0544538936835441,2025-11-22 07:14:37.120063,2025-11-22 09:07:04.104128,0 days 01:52:26.984065,0.11099952067208288,0.0005875292942593912,129,1,COMPLETE
7,0.5113853730124794,2025-11-22 07:14:37.120535,2025-11-22 09:08:56.064206,0 days 01:54:18.943671,0.028313590487502656,0.022126067727219215,0,1,COMPLETE
8,-0.3356404968273066,2025-11-22 07:14:37.121041,2025-11-22 09:05:29.795517,0 days 01:50:52.674476,0.3039036496561666,0.0052290842294999505,191,1,COMPLETE
9,-0.2605722964098752,2025-11-22 07:14:37.122144,2025-11-22 09:06:35.237437,0 days 01:51:58.115293,0.01989676992932008,0.002881694741611435,147,1,COMPLETE
10,-12.227609525079068,2025-11-22 07:14:37.122770,2025-11-22 09:08:43.197913,0 days 01:54:06.075143,0.014891703304341806,0.009875254642997015,30,1,COMPLETE
11,1.2192443498332783,2025-11-22 07:14:37.124108,2025-11-22 09:08:47.789476,0 days 01:54:10.665368,0.001970224531280655,0.038764136253898934,26,1,COMPLETE
12,-7.639602046056618,2025-11-22 07:14:37.124507,2025-11-22 09:07:49.268528,0 days 01:53:12.144021,0.0027169524662687557,0.0001669459927210186,76,1,COMPLETE
13,-4.277891345676616,2025-11-22 07:14:37.125171,2025-11-22 09:08:34.173245,0 days 01:53:57.048074,0.0493310611797439,0.0007874416299527638,35,1,COMPLETE
14,-1.3736531229334874,2025-11-22 07:14:37.126366,2025-11-22 09:06:50.890599,0 days 01:52:13.764233,0.05622416300280537,0.0004536918038863985,132,1,COMPLETE
15,-8.923780195306128,2025-11-22 07:14:37.127352,2025-11-22 09:09:16.698859,0 days 01:54:39.571507,0.0029687702887880806,0.00010925843815382242,2,1,COMPLETE
16,-1.7476225298284163,2025-11-22 07:14:37.127775,2025-11-22 09:06:29.363376,0 days 01:51:52.235601,0.0049310616444374795,0.004694889292668868,159,1,COMPLETE
17,-0.30832624165330774,2025-11-22 07:14:37.128192,2025-11-22 09:05:58.437755,0 days 01:51:21.309563,0.003898773224718081,0.017407683164471156,174,1,COMPLETE
18,0.5312191093590636,2025-11-22 07:14:37.128574,2025-11-22 09:08:29.664606,0 days 01:53:52.536032,0.5812452003019776,0.002593336309914676,45,1,COMPLETE
19,-6.026799015935391,2025-11-22 07:14:37.128998,2025-11-22 09:08:34.364897,0 days 01:53:57.235899,0.51930965178484,0.00016236763902030554,30,1,COMPLETE
