number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,params_target_entropy_multiplier,state
20,-8.541692808712002,2025-11-22 07:14:37.129863,2025-11-22 08:21:44.968721,0 days 01:07:07.838858,0.10960540572319641,0.012082603628690491,118,1,COMPLETE
21,-9.570127821715305,2025-11-22 07:14:37.130116,2025-11-22 08:20:17.807768,0 days 01:05:40.677652,0.0014443330385255895,0.05327976982252718,182,1,COMPLETE
22,-41.96615991291414,2025-11-22 07:14:37.130383,2025-11-22 08:20:47.104228,0 days 01:06:09.973845,0.019419651451864323,0.09095322620324296,177,1,COMPLETE
23,-33.97618895666728,2025-11-22 07:14:37.130766,2025-11-22 08:22:34.142274,0 days 01:07:57.011508,0.0024144943128586445,0.009417385625415114,55,1,COMPLETE
24,-12.066647762317832,2025-11-22 07:14:37.131078,2025-11-22 08:23:13.924324,0 days 01:08:36.793246,0.0011635667994003161,0.0018424914945216508,18,1,COMPLETE
25,-2.0932082731367516,2025-11-22 08:19:55.173676,2025-11-22 09:13:50.671352,0 days 00:53:55.497676,0.005745674102829402,0.028809241533789717,145,1,COMPLETE
26,-2.178402262569066,2025-11-22 08:20:16.492504,2025-11-22 09:22:14.819000,0 days 01:01:58.326496,0.7463732955753788,0.005415224013346016,148,1,COMPLETE
27,-19.800218969360852,2025-11-22 08:20:17.445233,2025-11-22 09:22:02.689025,0 days 01:01:45.243792,0.8303769557933222,0.028922504355915174,140,1,COMPLETE
28,-0.9361653968850884,2025-11-22 08:20:17.808948,2025-11-22 09:22:15.082748,0 days 01:01:57.273800,0.6287914026817301,0.0059301172543528,149,1,COMPLETE
29,-1.6480920015910465,2025-11-22 08:20:34.003613,2025-11-22 09:24:53.803154,0 days 01:04:19.799541,0.6830973100793202,0.0058962230852739874,150,1,COMPLETE
30,-15.277495034630448,2025-11-22 08:20:40.374189,2025-11-22 09:24:28.480470,0 days 01:03:48.106281,0.831035667730471,0.02934949141669905,152,1,COMPLETE
31,-2.6329485782389193,2025-11-22 08:20:44.026911,2025-11-22 09:25:01.770813,0 days 01:04:17.743902,0.7950656544717972,0.029591039727894012,147,1,COMPLETE
32,-27.36523977723487,2025-11-22 08:20:45.830161,2025-11-22 09:25:03.167835,0 days 01:04:17.337674,0.7947537599076929,0.00010204360016467777,152,1,COMPLETE
33,-1.750211693249215,2025-11-22 08:20:47.105582,2025-11-22 09:24:57.208049,0 days 01:04:10.102467,0.5887753983839079,0.005663045197364649,157,1,COMPLETE
34,-24.432249424351568,2025-11-22 08:20:58.776974,2025-11-22 09:25:28.027293,0 days 01:04:29.250319,0.005365630483948936,0.027080554514160103,146,1,COMPLETE
35,-3.186861744784129,2025-11-22 08:21:20.092845,2025-11-22 09:26:59.785412,0 days 01:05:39.692567,0.795252107689977,0.03308861262936541,151,1,COMPLETE
36,-0.012539197912599314,2025-11-22 08:21:23.178472,2025-11-22 09:27:37.455928,0 days 01:06:14.277456,0.7313124449722382,0.028747422433847467,147,1,COMPLETE
37,-1.652976633719739,2025-11-22 08:21:38.534262,2025-11-22 09:27:24.321140,0 days 01:05:45.786878,0.6599367661928685,0.005383557454385293,151,1,COMPLETE
38,-2.240736138126152,2025-11-22 08:21:44.973017,2025-11-22 09:27:14.674744,0 days 01:05:29.701727,0.8163735925856768,0.00592153711924014,148,1,COMPLETE
39,-12.067326828115643,2025-11-22 08:21:53.085078,2025-11-22 09:27:02.681672,0 days 01:05:09.596594,0.8407051058919122,0.02745256248422882,151,1,COMPLETE
40,-15.176922520252836,2025-11-22 08:21:54.063112,2025-11-22 09:27:30.851352,0 days 01:05:36.788240,0.8604839866305714,0.0297584504172973,149,1,COMPLETE
41,-0.6146210483727178,2025-11-22 08:22:07.671392,2025-11-22 09:26:44.041110,0 days 01:04:36.369718,0.7501694936306175,0.029559106936180527,153,1,COMPLETE
42,-3.45370539791946,2025-11-22 08:22:34.143932,2025-11-22 09:27:43.513738,0 days 01:05:09.369806,0.8561475120843686,0.0055797139003897584,151,1,COMPLETE
43,-21.919652475101962,2025-11-22 08:22:46.655764,2025-11-22 09:27:37.012433,0 days 01:04:50.356669,0.5936219528211031,0.00013427474639397794,151,1,COMPLETE
44,-2.0631244267275477,2025-11-22 08:23:04.549713,2025-11-22 09:27:32.268546,0 days 01:04:27.718833,0.7597968989266658,0.005506846940081979,148,1,COMPLETE
45,-24.789609863365055,2025-11-22 08:23:07.467142,2025-11-22 09:27:40.814616,0 days 01:04:33.347474,0.6577207170879358,0.0001299532342748481,150,1,COMPLETE
46,-6.3006743274382915,2025-11-22 08:23:12.037094,2025-11-22 09:28:13.511626,0 days 01:05:01.474532,0.7043077762214256,0.030012139101998795,150,1,COMPLETE
47,-1.9889736707117707,2025-11-22 08:23:13.926250,2025-11-22 09:28:09.584616,0 days 01:04:55.658366,0.7227182940298691,0.005831926004621758,150,1,COMPLETE
48,-6.582514606720648,2025-11-22 08:23:13.968859,2025-11-22 09:27:53.932285,0 days 01:04:39.963426,0.3449687624653724,0.006095955695657873,150,1,COMPLETE
49,-1.5012240347165104,2025-11-22 08:23:30.196494,2025-11-22 09:28:05.659922,0 days 01:04:35.463428,0.6599430372357112,0.0267885818727453,148,1,COMPLETE
50,-0.9059149670391003,2025-11-22 09:13:50.673654,2025-11-22 09:31:11.778614,0 days 00:17:21.104960,0.2857455910816864,0.005848309783385344,129,1,COMPLETE
51,-8.697639216558096,2025-11-22 09:22:02.693033,2025-11-22 10:05:31.661689,0 days 00:43:28.968656,0.3434148558841748,0.0676073091424134,132,1,COMPLETE
52,-16.86375170735719,2025-11-22 09:22:14.822035,2025-11-22 10:05:35.595066,0 days 00:43:20.773031,0.3941566822995637,0.01570381057433819,132,1,COMPLETE
53,-6.479188440699946,2025-11-22 09:22:15.084816,2025-11-22 10:05:38.515137,0 days 00:43:23.430321,0.3398812863612261,0.01614020273287634,131,1,COMPLETE
54,-0.28281229843907213,2025-11-22 09:24:28.482753,2025-11-22 10:27:05.747169,0 days 01:02:37.264416,0.21946991765094268,0.008977903334321293,111,1,COMPLETE
55,-8.424043998123032,2025-11-22 09:24:53.805726,2025-11-22 10:27:11.296472,0 days 01:02:17.490746,0.18738417532369306,0.0037424398284133355,104,1,COMPLETE
56,-4.9208937385283935,2025-11-22 09:24:57.211190,2025-11-22 10:27:29.973573,0 days 01:02:32.762383,0.1921910428988365,0.046482600569278526,95,1,COMPLETE
57,-29.275671115350452,2025-11-22 09:25:01.772215,2025-11-22 10:27:31.402656,0 days 01:02:29.630441,0.21938358109591158,0.04922082064072078,99,1,COMPLETE
58,-0.808189527975705,2025-11-22 09:25:03.169513,2025-11-22 10:26:57.455190,0 days 01:01:54.285677,0.19282528160466653,0.003974147092170344,116,1,COMPLETE
59,-8.062926679799439,2025-11-22 09:25:28.028966,2025-11-22 10:27:22.436386,0 days 01:01:54.407420,0.18614748235762751,0.009081511567033775,91,1,COMPLETE
60,-26.70137314741404,2025-11-22 09:26:44.045617,2025-11-22 10:32:12.195199,0 days 01:05:28.149582,0.19089323491877178,0.008228860881450854,97,1,COMPLETE
61,0.12738266176110521,2025-11-22 09:26:59.787739,2025-11-22 10:32:35.112464,0 days 01:05:35.324725,0.4407893356967606,0.04447620745507136,93,1,COMPLETE
62,-0.5311792680278825,2025-11-22 09:27:02.684459,2025-11-22 10:32:22.592593,0 days 01:05:19.908134,0.23690637212834428,0.010692620504725428,102,1,COMPLETE
63,-3.286627324984467,2025-11-22 09:27:14.678943,2025-11-22 10:30:07.678424,0 days 01:02:52.999481,0.2323333174706251,0.010287837910892134,200,1,COMPLETE
64,-0.47790541881371845,2025-11-22 09:27:24.323530,2025-11-22 10:32:47.864215,0 days 01:05:23.540685,0.19373592126384095,0.009909238754222704,99,1,COMPLETE
65,-8.615483874913505,2025-11-22 09:27:30.852957,2025-11-22 10:32:17.756344,0 days 01:04:46.903387,0.20736556062188488,0.004100976597970609,101,1,COMPLETE
66,-1.3106281908671886,2025-11-22 09:27:32.269817,2025-11-22 10:32:18.269309,0 days 01:04:45.999492,0.2554788421508655,0.0037719095815282166,91,1,COMPLETE
67,-5.168525319830786,2025-11-22 09:27:37.014089,2025-11-22 10:30:48.092452,0 days 01:03:11.078363,0.199731029188773,0.0037726405886987367,200,1,COMPLETE
68,-0.10734622520055755,2025-11-22 09:27:37.457257,2025-11-22 10:32:20.138004,0 days 01:04:42.680747,0.15881948084388053,0.009437159191713224,90,1,COMPLETE
69,-0.45385072327095405,2025-11-22 09:27:40.816405,2025-11-22 10:32:34.167797,0 days 01:04:53.351392,0.21081529327929446,0.0036467715100288512,100,1,COMPLETE
70,-30.759926180264078,2025-11-22 09:27:43.515408,2025-11-22 10:32:27.572582,0 days 01:04:44.057174,0.2120621926366867,0.04753290950473435,100,1,COMPLETE
71,-16.36147700715833,2025-11-22 09:27:53.934267,2025-11-22 10:33:15.721487,0 days 01:05:21.787220,0.22355794677901678,0.003770737511662409,104,1,COMPLETE
72,-1.3611138380736123,2025-11-22 09:28:05.661745,2025-11-22 10:33:16.896930,0 days 01:05:11.235185,0.2023181561549145,0.01013242739083105,100,1,COMPLETE
73,-1.4197973870466265,2025-11-22 09:28:09.586259,2025-11-22 10:33:36.147291,0 days 01:05:26.561032,0.21907739384065636,0.0037952995204458633,99,1,COMPLETE
74,-1.5108803947431901,2025-11-22 09:28:13.512825,2025-11-22 10:33:21.817451,0 days 01:05:08.304626,0.21968174952950914,0.004042342379107254,100,1,COMPLETE
75,-0.729130710861328,2025-11-22 09:31:11.780189,2025-11-22 10:33:52.556578,0 days 01:02:40.776389,0.1988901061784385,0.009129013346930722,97,1,COMPLETE
76,-0.6012706980565876,2025-11-22 10:05:31.663405,2025-11-22 10:51:51.510332,0 days 00:46:19.846927,0.13463890491982525,0.012629099592372378,80,1,COMPLETE
77,-25.499485101203753,2025-11-22 10:05:35.596160,2025-11-22 10:52:03.340672,0 days 00:46:27.744512,0.129111064505112,0.020912657541035808,79,1,COMPLETE
78,-0.598841450472004,2025-11-22 10:05:38.516071,2025-11-22 10:51:48.802787,0 days 00:46:10.286716,0.1262366231203403,0.0194237469127154,82,1,COMPLETE
79,-12.893312287672059,2025-11-22 10:26:57.458063,2025-11-22 11:15:42.142596,0 days 00:48:44.684533,0.08033376432385841,0.012974643079624499,114,1,COMPLETE
80,-4.083235315985186,2025-11-22 10:27:05.750245,2025-11-22 11:15:37.074729,0 days 00:48:31.324484,0.42631219505402534,0.0013927823813481154,113,1,COMPLETE
81,-0.37679362172611564,2025-11-22 10:27:11.298362,2025-11-22 11:15:37.450052,0 days 00:48:26.151690,0.4388524359629852,0.007937476460361779,111,1,COMPLETE
82,-4.5267474358377875,2025-11-22 10:27:22.438575,2025-11-22 11:15:33.893889,0 days 00:48:11.455314,0.4825089310574102,0.0011521360567745052,112,1,COMPLETE
83,-0.15550165834565832,2025-11-22 10:27:29.976556,2025-11-22 11:16:13.151751,0 days 00:48:43.175195,0.47491910874444115,0.012436455086052711,65,1,COMPLETE
84,-0.22087738235323734,2025-11-22 10:27:31.403881,2025-11-22 11:15:39.594981,0 days 00:48:08.191100,0.4554507679505762,0.013036926974429795,112,1,COMPLETE
85,-0.5728763984667458,2025-11-22 10:30:07.680985,2025-11-22 11:25:42.682033,0 days 00:55:35.001048,0.47840590391972043,0.007133017400356753,66,1,COMPLETE
86,-16.956097323452784,2025-11-22 10:30:48.095120,2025-11-22 11:26:03.312398,0 days 00:55:15.217278,0.5239583983425091,0.022918408322223936,59,1,COMPLETE
87,-1.5978542326433356,2025-11-22 10:32:12.197126,2025-11-22 11:28:31.018030,0 days 00:56:18.820904,0.4789086725469777,0.007521475593285793,53,1,COMPLETE
88,-19.408962883330585,2025-11-22 10:32:17.758560,2025-11-22 11:27:11.089488,0 days 00:54:53.330928,0.5297288624442644,0.022673627212576944,123,1,COMPLETE
89,-2.1818733143035116,2025-11-22 10:32:18.270581,2025-11-22 11:28:38.340409,0 days 00:56:20.069828,0.5147702957573789,0.03930632577834834,59,1,COMPLETE
90,-10.666925666162838,2025-11-22 10:32:20.139376,2025-11-22 11:28:30.210601,0 days 00:56:10.071225,0.4713891937332136,0.00725053384312739,59,1,COMPLETE
91,-0.2839354323528,2025-11-22 10:32:22.594996,2025-11-22 11:28:33.401696,0 days 00:56:10.806700,0.4963991668473632,0.007760577285564373,55,1,COMPLETE
92,-9.944081873833486,2025-11-22 10:32:27.575771,2025-11-22 11:28:19.723066,0 days 00:55:52.147295,0.2852438917486303,0.007878413602054928,59,1,COMPLETE
93,-0.536565130661407,2025-11-22 10:32:34.169698,2025-11-22 11:28:25.817679,0 days 00:55:51.647981,0.5147718728763484,0.007379602485646946,60,1,COMPLETE
94,-0.8940611595765465,2025-11-22 10:32:35.113429,2025-11-22 11:27:00.948754,0 days 00:54:25.835325,0.4682472593299841,0.021596318742712554,122,1,COMPLETE
95,-0.6291935855395213,2025-11-22 10:32:47.865824,2025-11-22 11:28:44.037901,0 days 00:55:56.172077,0.5279257176034619,0.007447704897224395,41,1,COMPLETE
96,-1.8190497832438028,2025-11-22 10:33:15.723576,2025-11-22 11:28:48.049541,0 days 00:55:32.325965,0.4934869179457467,0.002281900173947491,46,1,COMPLETE
97,-19.936927038544376,2025-11-22 10:33:16.897982,2025-11-22 11:28:37.939716,0 days 00:55:21.041734,0.49253659805362643,0.007750316562768546,61,1,COMPLETE
98,-0.1879216673917449,2025-11-22 10:33:21.819979,2025-11-22 11:28:39.973948,0 days 00:55:18.153969,0.49209366435053875,0.01424321303275677,50,1,COMPLETE
99,-6.228973209613754,2025-11-22 10:33:36.149306,2025-11-22 11:28:42.264624,0 days 00:55:06.115318,0.5163703708456256,0.007443733563770052,62,1,COMPLETE
