#{"t_start": 1755769704.9728475, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
12.91082,1,2259.472386,-0.5832019143727933,"[2765.0874685085737, 1935.0443094245413, 1755.1147986840663]",5717.119551570781,5717.119551570781,[91.05414899 82.96966448 65.12458924],[91.82596445 61.35387897 59.88129139],[90.   62.5  61.25],[-1.05414899  7.03033552 24.87541076],[-1.82596445 28.64612103 30.11870861],[ 0.   27.5  28.75],90.0,10.0,0.075
-2.7706666,1,2828.888794,-3.6547159439892702,"[2423.096964778308, 1481.7240938694229, 1390.1441715608075]",5445.851621841659,5445.851621841659,[87.39989074 79.24891844 63.73291615],[88.1717062  57.63313293 58.4896183 ],[90.  57.5 60. ],[ 2.60010926 10.75108156 26.26708385],[ 1.8282938  32.36686707 31.5103817 ],[ 0.  32.5 30. ],90.0,10.0,0.025
2.8217373,1,2828.889695,13.193313098947176,"[2423.2260289226174, 1565.1612277693534, 1611.1319973865272]",5445.851621841659,5445.851621841659,[90.04175695 76.72480479 64.41599015],[90.81357241 55.10901928 59.1726923 ],[90.  57.5 60. ],[-0.04175695 13.27519521 25.58400985],[-0.81357241 34.89098072 30.8273077 ],[ 0.  32.5 30. ],90.0,10.0,0.025
-3.1615167,1,2828.889983,-11.41623023253642,"[2591.2344921896774, 1984.9980225264371, 1917.0469652098825]",6705.267629373868,6705.267629373868,[89.20088466 88.0051879  73.01514176],[89.97270012 66.38940239 67.77184391],[94. 69. 69.],[ 4.79911534  5.9948121  20.98485824],[ 4.02729988 27.61059761 26.22815609],[ 0. 25. 25.],94.0,10.0,0.025
1.4198328,1,2828.890234,-16.90731119933852,"[2653.5486510244004, 2109.075176304103, 2037.8473899705566]",6705.267629373868,6705.267629373868,[93.73605426 87.84444609 73.11517742],[94.50786972 66.22866058 67.87187958],[94. 69. 69.],[ 0.26394574  6.15555391 20.88482258],[-0.50786972 27.77133942 26.12812042],[ 0. 25. 25.],94.0,10.0,0.025
-6.025954,1,2828.890479,-15.231825629954894,"[2542.653148061946, 1964.0655888201725, 1827.0223076069176]",6739.8832926417335,6739.8832926417335,[95.63968833 90.89420834 72.4781802 ],[96.41150379 69.27842283 67.23488235],[94. 69. 69.],[-1.63968833  3.10579166 21.5218198 ],[-2.41150379 24.72157717 26.76511765],[ 0. 25. 25.],94.0,10.0,0.05
-1.7853098,1,2828.890728,5.1712547024086035,"[2638.038103753677, 2091.7715571172275, 1855.7481679345265]",6705.267629373868,6705.267629373868,[95.05985196 90.9747366  71.84629944],[95.83166742 69.35895109 66.60300159],[94. 69. 69.],[-1.05985196  3.0252634  22.15370056],[-1.83166742 24.64104891 27.39699841],[ 0. 25. 25.],94.0,10.0,0.025
0.9444322,1,2828.890975,36.517620973901906,"[2959.759648040413, 2194.3760180626323, 2141.3226826635537]",7227.202323844247,7227.202323844247,[98.01450618 95.12101641 81.03111246],[98.78632164 73.5052309  75.78781462],[96.  76.  73.5],[-2.01450618  0.87898359 14.96888754],[-2.78632164 22.4947691  20.21218538],[ 0.  20.  22.5],96.0,10.0,0.05
3.6300857,1,2828.891237,1.7079919817301046,"[2545.796978836577, 2006.479665901076, 1897.4533642591864]",6223.800703905897,6223.800703905897,[91.59075721 88.69819489 70.07114724],[92.36257267 67.08240938 64.82784939],[92.   65.75 64.5 ],[ 0.40924279  3.30180511 21.92885276],[-0.36257267 24.91759062 27.17215061],[ 0.   26.25 27.5 ],92.0,10.0,0.075
4.614578,1,2828.891484,14.92670576102416,"[2785.0778230399465, 2542.9139229714933, 2260.3535903378233]",7253.621343127194,7253.621343127194,[94.78336223 96.41282549 76.13496044],[95.55517769 74.79703999 70.8916626 ],[96.   74.75 73.5 ],[ 1.21663777 -0.41282549 19.86503956],[ 0.44482231 21.20296001 25.1083374 ],[ 0.   21.25 22.5 ],96.0,10.0,0.025
1.2531291,1,2828.891723,0.6699271689524764,"[2763.678874373058, 2414.530363323329, 2166.3093440758234]",7253.621343127194,7253.621343127194,[99.73474153 97.14300146 77.57269123],[100.50655699  75.52721596  72.32939339],[96.   74.75 73.5 ],[-3.73474153 -1.14300146 18.42730877],[-4.50655699 20.47278404 23.67060661],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-7.5684085,1,3395.584698,-11.22312430372761,"[2675.7386701041983, 2078.5506187275637, 1943.6740963891612]",7246.400571883479,7246.400571883479,[95.36214479 98.72968664 77.87240246],[96.13396025 77.11390114 72.62910461],[96.   76.   74.75],[ 0.63785521 -2.72968664 18.12759754],[-0.13396025 18.88609886 23.37089539],[ 0.   20.   21.25],96.0,10.0,0.075
-1.4257478,1,3395.585258,11.76756540504309,"[2827.699410202158, 2222.9456825058523, 2099.5579113950134]",7253.621343127194,7253.621343127194,[93.61760505 96.28339758 78.03439358],[94.38942051 74.66761208 72.79109573],[96.   74.75 73.5 ],[ 2.38239495 -0.28339758 17.96560642],[ 1.61057949 21.33238792 23.20890427],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-3.3232477,1,3395.585528,-14.739477845849288,"[2361.1235669839384, 1387.7360731834906, 1516.0128476268171]",5445.851621841659,5445.851621841659,[87.36780437 77.22470179 64.50650338],[88.13961983 55.60891628 59.26320553],[90.  57.5 60. ],[ 2.63219563 12.77529821 25.49349662],[ 1.86038017 34.39108372 30.73679447],[ 0.  32.5 30. ],90.0,10.0,0.025
-6.320291,1,3395.585773,-23.227602175820937,"[2289.388268606521, 1461.2354077919417, 1449.7250110859375]",5551.200726059997,5551.200726059997,[87.86195548 79.06697645 63.52951172],[88.63377094 57.45119095 58.28621387],[90.   61.25 60.  ],[ 2.13804452 10.93302355 26.47048828],[ 1.36622906 32.54880905 31.71378613],[ 0.   28.75 30.  ],90.0,10.0,0.05
-6.009559,1,3395.586022,-21.241384604979352,"[2766.7826094955076, 1672.3740186831205, 1410.6211019380564]",6223.800703905897,6223.800703905897,[93.24732526 88.50880232 69.0163739 ],[94.01914072 66.89301682 63.77307606],[92.   65.75 64.5 ],[-1.24732526  3.49119768 22.9836261 ],[-2.01914072 25.10698318 28.22692394],[ 0.   26.25 27.5 ],92.0,10.0,0.075
-0.035786558,1,3395.58626,5.1354681451913144,"[2525.480929937239, 2183.2981287824064, 1994.0889862174647]",6705.267629373868,6705.267629373868,[88.8201588  89.6380786  70.40184048],[89.59197426 68.02229309 65.15854263],[94. 69. 69.],[ 5.1798412   4.3619214  23.59815952],[ 4.40802574 25.97770691 28.84145737],[ 0. 25. 25.],94.0,10.0,0.025
0.88201976,1,3395.586505,37.399640733061645,"[3051.528047813495, 2167.616522083853, 2091.170686858008]",7246.400571883479,7246.400571883479,[92.11557277 97.95856228 82.18933323],[92.88738823 76.34277678 76.94603539],[96.   76.   74.75],[ 3.88442723 -1.95856228 13.81066677],[ 3.11261177 19.65722322 19.05396461],[ 0.   20.   21.25],96.0,10.0,0.075
6.52924,1,3395.586747,8.237232080744018,"[2801.7398561311356, 2187.2748818976143, 2190.931717182887]",6739.8832926417335,6739.8832926417335,[94.07598432 89.56542292 75.43545035],[94.84779978 67.94963741 70.1921525 ],[94. 69. 69.],[-0.07598432  4.43457708 18.56454965],[-0.84779978 26.05036259 23.8078475 ],[ 0. 25. 25.],94.0,10.0,0.05
-7.010935,1,3395.586992,7.9157709079655,"[2417.6829316531207, 1666.683314933293, 1570.7341455281617]",6081.468163141961,6081.468163141961,[92.20722421 84.79251709 69.40044239],[92.97903967 63.17673159 64.15714455],[92.  62.  64.5],[-0.20722421  7.20748291 22.59955761],[-0.97903967 28.82326841 27.84285545],[ 0.  30.  27.5],92.0,10.0,0.025
-9.6747,1,3395.587254,-9.004772668726217,"[2368.673458664081, 1490.3307704349697, 1305.0011664960157]",5717.119551570781,5717.119551570781,[86.2153128  86.11978188 65.37043694],[86.98712826 64.50399637 60.12713909],[90.   62.5  61.25],[ 3.7846872   3.88021812 24.62956306],[ 3.01287174 25.49600363 29.87286091],[ 0.   27.5  28.75],90.0,10.0,0.075
-6.4209375,1,3965.713149,-17.644061842462307,"[2739.6415517588957, 2083.817328870522, 1939.689296202808]",7227.202323844247,7227.202323844247,[92.0659817  97.09595671 79.1514943 ],[92.83779716 75.4801712  73.90819645],[96.  76.  73.5],[ 3.9340183  -1.09595671 16.8485057 ],[ 3.16220284 20.5198288  22.09180355],[ 0.  20.  22.5],96.0,10.0,0.05
2.2478697,1,3965.735054,14.015435147767684,"[2777.945931838405, 2452.231535647595, 2186.495835065163]",7253.621343127194,7253.621343127194,[94.9804581  95.79485884 77.72188881],[95.75227356 74.17907333 72.47859097],[96.   74.75 73.5 ],[ 1.0195419   0.20514116 18.27811119],[ 0.24772644 21.82092667 23.52140903],[ 0.   21.25 22.5 ],96.0,10.0,0.025
2.314424,1,3965.73529,-12.425053715884648,"[2507.767389721273, 1356.0638877551582, 1708.0604483832014]",5445.851621841659,5445.851621841659,[89.95031388 74.29354086 67.04860333],[90.72212934 52.67775536 61.80530548],[90.  57.5 60. ],[ 0.04968612 15.70645914 22.95139667],[-0.72212934 37.32224464 28.19469452],[ 0.  32.5 30. ],90.0,10.0,0.025
2.7196715,1,3965.735493,-20.507930692941972,"[2602.7982236016587, 2222.2552861112226, 2098.1324668181537]",6739.8832926417335,6739.8832926417335,[94.79376014 88.42451372 71.33382824],[95.5655756  66.80872822 66.0905304 ],[94. 69. 69.],[-0.79376014  5.57548628 22.66617176],[-1.5655756  27.19127178 27.9094696 ],[ 0. 25. 25.],94.0,10.0,0.05
4.5526934,1,3965.735692,-16.688691006012924,"[3064.600635932396, 2325.4412639387547, 2186.2650870039347]",7246.400571883479,7246.400571883479,[95.37805923 97.11688986 83.87505034],[96.14987469 75.50110435 78.63175249],[96.   76.   74.75],[ 0.62194077 -1.11688986 12.12494966],[-0.14987469 20.49889565 17.36824751],[ 0.   20.   21.25],96.0,10.0,0.075
-2.937914,1,3965.735889,2.197554341953815,"[2783.8583851932244, 2184.1447806355363, 2072.5130346241185]",7253.621343127194,7253.621343127194,[92.41401561 96.44796124 79.51368073],[93.18583107 74.83217573 74.27038288],[96.   74.75 73.5 ],[ 3.58598439 -0.44796124 16.48631927],[ 2.81416893 21.16782427 21.72961712],[ 0.   21.25 22.5 ],96.0,10.0,0.025
1.7619102,1,3965.736092,39.161550876466926,"[2405.4662937980793, 1519.3661522914886, 1616.9701878721203]",5445.851621841659,5445.851621841659,[87.30292113 75.92179194 64.25511959],[88.0747366  54.30600643 59.01182175],[90.  57.5 60. ],[ 2.69707887 14.07820806 25.74488041],[ 1.9252634  35.69399357 30.98817825],[ 0.  32.5 30. ],90.0,10.0,0.025
-3.4346614,1,3965.736288,4.802570667727295,"[2369.95399165314, 1366.6832235399334, 1522.1678423830451]",5445.851621841659,5445.851621841659,[88.87733729 76.65607825 64.67555168],[89.64915276 55.04029274 59.43225384],[90.  57.5 60. ],[ 1.12266271 13.34392175 25.32444832],[ 0.35084724 34.95970726 30.56774616],[ 0.  32.5 30. ],90.0,10.0,0.025
-4.105179,1,3965.736487,3.810592086444238,"[2696.6633079981384, 1643.344268262343, 1542.802453596878]",6134.648313185043,6134.648313185043,[95.03034814 84.12462797 69.28406075],[95.8021636  62.50884247 64.0407629 ],[92.  64.5 64.5],[-3.03034814  7.87537203 22.71593925],[-3.8021636  29.49115753 27.9592371 ],[ 0.  27.5 27.5],92.0,10.0,0.05
-5.1129894,1,3965.736686,-14.117761970897433,"[2698.752709711149, 2151.69723943111, 2007.2262930375623]",7227.202323844247,7227.202323844247,[94.136566   98.09246531 77.97250489],[94.90838146 76.4766798  72.72920704],[96.  76.  73.5],[ 1.863434   -2.09246531 18.02749511],[ 1.09161854 19.5233202  23.27079296],[ 0.  20.  22.5],96.0,10.0,0.05
4.118703,1,4537.623856,-13.525359101831288,"[2536.3334934074683, 1667.1520312823898, 1576.3526578123015]",5551.200726059997,5551.200726059997,[93.04827006 85.24159088 65.80721739],[93.82008553 63.62580538 60.56391954],[90.   61.25 60.  ],[-3.04827006  4.75840912 24.19278261],[-3.82008553 26.37419462 29.43608046],[ 0.   28.75 30.  ],90.0,10.0,0.05
