#{"t_start": 1757006787.4103973, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
2.087965,1,448.996768,2.0879650382910775,"[2915.4299552789025, 1451.022939536039, 2776.540147466224]",6996.900212088641,6996.900212088641,[104.39293154  62.89591528  78.84902084],[96.40119886 78.15847969 75.26059246],[96.  76.  73.5],[-8.39293154 33.10408472 17.15097916],[-0.40119886 17.84152031 20.73940754],[ 0.  20.  22.5],96.0,10.0,0.05
-4.911162,1,449.028904,-4.911162111307881,"[2359.721763788577, 585.1841325462489, 2196.3310968320693]",5406.772348175144,5406.772348175144,[101.0928932   50.          63.21214664],[93.10116053 64.6788168  59.62371826],[90.   62.5  61.25],[-11.0928932   40.          26.78785336],[-3.10116053 25.3211832  30.37628174],[ 0.   27.5  28.75],90.0,10.0,0.075
8.580467,1,449.029174,8.580467192037796,"[2540.2912200260557, 860.0846603542586, 3014.2975272156223]",5907.7599990897115,5907.7599990897115,[99.14151771 52.         66.41858757],[91.14978504 63.35090351 62.83015919],[92.  64.5 64.5],[-7.14151771 40.         25.58141243],[ 0.85021496 28.64909649 29.16984081],[ 0.  27.5 27.5],92.0,10.0,0.05
-3.481751,1,449.029391,-3.4817508838942732,"[2480.1051134233085, 555.8130168070694, 2182.603873922027]",5406.772348175144,5406.772348175144,[95.98833473 50.         65.40592659],[87.99660206 64.36591625 61.81749821],[90.   62.5  61.25],[-5.98833473 40.         24.59407341],[ 2.00339794 25.63408375 28.18250179],[ 0.   27.5  28.75],90.0,10.0,0.075
-0.86864614,1,449.029594,-0.8686461243499317,"[2729.6515144492464, 1308.5384734325837, 2897.9319216898703]",6996.900212088641,6996.900212088641,[103.07588108  60.53808905  79.78242004],[95.08414841 75.80065346 76.19399166],[96.  76.  73.5],[-7.07588108 35.46191095 16.21757996],[ 0.91585159 20.19934654 19.80600834],[ 0.  20.  22.5],96.0,10.0,0.05
-7.8510823,1,449.029796,-7.8510825002267675,"[2669.1069488384787, 954.6206375612055, 2864.078539143721]",7040.566836348752,7040.566836348752,[103.06326874  57.96428896  81.60614336],[95.07153606 73.22685337 78.01771498],[96.   76.   74.75],[-7.06326874 38.03571104 14.39385664],[ 0.92846394 22.77314663 17.98228502],[ 0.   20.   21.25],96.0,10.0,0.075
0.010836596,1,449.029999,0.010836595792459809,"[2750.984583866203, 999.6490927408084, 2707.1167129440946]",6457.050665070418,6457.050665070418,[101.04751881  54.          71.75704372],[93.05578613 68.72632408 68.16861534],[94.   70.25 69.  ],[-7.04751881 40.         22.24295628],[ 0.94421387 25.27367592 25.83138466],[ 0.   23.75 25.  ],94.0,10.0,0.075
3.8269691,1,449.0302,3.8269691279550924,"[2843.7357218364386, 1086.2730930374607, 2774.151185725182]",6457.050665070418,6457.050665070418,[101.33225258  56.62516858  73.87636793],[93.34051991 71.88773298 70.28793955],[94.   70.25 69.  ],[-7.33225258 37.37483142 20.12363207],[ 0.65948009 22.11226702 23.71206045],[ 0.   23.75 25.  ],94.0,10.0,0.075
-2.5373304,1,449.0304,-2.5373303354826566,"[2556.458361293942, 894.0811655107412, 2792.4638377685696]",6405.5328938379225,6405.5328938379225,[100.67165668  54.          72.04791439],[92.67992401 63.63133335 68.45948601],[94. 69. 69.],[-6.67165668 40.         21.95208561],[ 1.32007599 30.36866665 25.54051399],[ 0. 25. 25.],94.0,10.0,0.025
-4.1935325,1,449.030596,-4.1935323878920325,"[2234.9015935764264, 694.1870130531403, 2730.927563499388]",5907.7599990897115,5907.7599990897115,[98.634492   52.         66.03198707],[90.64275932 62.86069107 62.44355869],[92.  64.5 64.5],[-6.634492   40.         25.96801293],[ 1.35724068 29.13930893 29.55644131],[ 0.  27.5 27.5],92.0,10.0,0.05
-2.318025,1,905.191509,-0.23006015452204975,"[2197.497633049438, 529.1629579174077, 2540.597074872269]",5392.2514120297865,5392.2514120297865,[96.71136768 50.         62.23219383],[88.71963501 57.1389389  58.64376545],[90.  57.5 60. ],[-6.71136768 40.         27.76780617],[ 1.28036499 32.8610611  31.35623455],[ 0.  32.5 30. ],90.0,10.0,0.025
0.8232019,1,905.192,-4.087960189254689,"[2659.5418745385946, 938.8014865712908, 2859.92000262786]",6405.5328938379225,6405.5328938379225,[100.63078697  54.          72.72234333],[92.6390543  67.29134941 69.13391495],[94. 69. 69.],[-6.63078697 40.         21.27765667],[ 1.3609457  26.70865059 24.86608505],[ 0. 25. 25.],94.0,10.0,0.025
0.7715579,1,905.192288,9.35202514572049,"[2452.2852778717624, 737.9452999223064, 2782.7122516878167]",5927.210961873994,5927.210961873994,[97.89995773 52.         68.19671571],[89.90822506 59.39624977 64.60828733],[92.  62.  64.5],[-5.89995773 40.         23.80328429],[ 2.09177494 32.60375023 27.39171267],[ 0.  30.  27.5],92.0,10.0,0.025
