#{"t_start": 1762853295.4692905, "env_id": "None"}
,r,l,t,r.1,r_stochastic,r_stochastic_1seed,power,power_floris_opt,power_floris_opt_stochastic,power_floris_opt_stochastic_1seed,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int,simseed,DEL,RotTorq_[kN-m],RootMxc1_[kN-m],RootMyc1_[kN-m],RootMzc1_[kN-m],TwrBsMxt_[kN-m],TwrBsMyt_[kN-m],TwrBsMzt_[kN-m],YawBrMxn_[kN-m],YawBrMyn_[kN-m],YawBrMzn_[kN-m]
0,-18.38134609914692,1,463.275296,-18.38134609914692,-18.38134609914692,-12.26521853512286,"[2966.28416584656, 1255.357918704501, 1237.1096096338554]",[2551.48651457 1737.14626421 2399.48499   ],[2551.48651457 1737.14626421 2399.48499   ],[2204.93109944 1563.82201571 2453.12560049],[ 83.04306501  87.4170629  105.72211809],[ 83.04306501  87.4170629  105.72211809],[94. 69. 69.],[ 10.95693499   6.5829371  -11.72211809],[ 10.95693499   6.5829371  -11.72211809],[ 0. 25. 25.],94.0,10.0,0.05,4548846493211,"{'RotTorq_[kN-m]': 175.81903012497705, 'RootMxc1_[kN-m]': 5951.170412896936, 'RootMyc1_[kN-m]': 2054.0559851396406, 'RootMzc1_[kN-m]': 74.12922305267247, 'TwrBsMxt_[kN-m]': 1354.8990405302811, 'TwrBsMyt_[kN-m]': 4441.616574210282, 'TwrBsMzt_[kN-m]': 766.9788803714405, 'YawBrMxn_[kN-m]': 177.045977833155, 'YawBrMyn_[kN-m]': 740.1994573844055, 'YawBrMzn_[kN-m]': 766.8788845496547}",16.422958203400146,6.1854429754421485,-20.3624795331378,-8.833223101733706,-11.086471485216315,-1.1186944604416562,-18.365336657282157,-6.599646721301005,-21.892316655106374,-18.362908866486237
1,-34.59124024835653,1,463.275913,-34.59124024835653,-34.59124024835653,-29.47774943721397,"[1480.386582159709, 1014.5646590548981, 1549.8192954420595]",[2410.02077403 1509.03068251 2264.78470244],[2410.02077403 1509.03068251 2264.78470244],[2222.93141451 1297.88012559 2214.64146143],[130.67778916  52.          52.        ],[130.67778916  52.          52.        ],[92.   65.75 64.5 ],[-38.67778916  40.          40.        ],[-38.67778916  40.          40.        ],[ 0.   26.25 27.5 ],92.0,10.0,0.075,1360589507361,"{'RotTorq_[kN-m]': 199.50828799498072, 'RootMxc1_[kN-m]': 5852.587294655015, 'RootMyc1_[kN-m]': 2666.1324793050903, 'RootMzc1_[kN-m]': 64.917307844459, 'TwrBsMxt_[kN-m]': 5286.438007877566, 'TwrBsMyt_[kN-m]': 6630.633902876161, 'TwrBsMzt_[kN-m]': 1048.027389038688, 'YawBrMxn_[kN-m]': 219.87548771303398, 'YawBrMyn_[kN-m]': 940.6529223048943, 'YawBrMzn_[kN-m]': 1048.138057868807}",-14.291169326548395,2.7515464079169716,-1.5988881876299752,-18.766057535667418,104.40446753867066,-5.271682119303807,-5.309276688431819,-12.935285282779411,-12.72391747318723,-5.293381430259
2,-16.198397853879236,1,463.276241,-16.198397853879236,-16.198397853879236,-6.773209619191022,"[2288.33412581572, 984.1391211877814, 2380.142300514487]",[2538.5592994  1807.49532931 2399.1810264 ],[2538.5592994  1807.49532931 2399.1810264 ],[2014.20040455 1567.73981673 2481.35502297],[85.46913794 54.         65.51000068],[85.46913794 54.         65.51000068],[94.   70.25 69.  ],[ 8.53086206 40.         28.48999932],[ 8.53086206 40.         28.48999932],[ 0.   23.75 25.  ],94.0,10.0,0.075,4545982362851,"{'RotTorq_[kN-m]': 209.30703676278594, 'RootMxc1_[kN-m]': 5700.484382443038, 'RootMyc1_[kN-m]': 3013.88418303861, 'RootMzc1_[kN-m]': 76.98341810944333, 'TwrBsMxt_[kN-m]': 3409.60130234328, 'TwrBsMyt_[kN-m]': 7024.900984581846, 'TwrBsMzt_[kN-m]': 1212.7097011353655, 'YawBrMxn_[kN-m]': 245.24372412712077, 'YawBrMyn_[kN-m]': 1067.1427701491687, 'YawBrMzn_[kN-m]': 1212.6138182400155}",-15.675747585358902,0.7334096914157466,-5.4603909180493595,-7.621920224422264,52.86065445730267,4.681813094709717,0.25786345189096493,-11.026038290610744,-6.356788641492297,0.23899873916770997
3,-18.929948084228755,1,463.276541,-18.929948084228755,-18.929948084228755,-14.865050244521225,"[3018.447112750939, 686.3778032283489, 739.9975541190292]",[2206.9419018  1156.63640337 2119.11519885],[2206.9419018  1156.63640337 2119.11519885],[2016.6852652  1031.66231589 2172.56637124],[55.1942061  50.         99.78091999],[55.1942061  50.         99.78091999],[90.   61.25 60.  ],[34.8057939  40.         -9.78091999],[34.8057939  40.         -9.78091999],[ 0.   28.75 30.  ],90.0,10.0,0.05,8044748834368,"{'RotTorq_[kN-m]': 135.09530954432213, 'RootMxc1_[kN-m]': 5883.022653859759, 'RootMyc1_[kN-m]': 1978.2951707693762, 'RootMzc1_[kN-m]': 59.23853472566236, 'TwrBsMxt_[kN-m]': 4195.436523035886, 'TwrBsMyt_[kN-m]': 6638.265437997339, 'TwrBsMzt_[kN-m]': 664.929916974666, 'YawBrMxn_[kN-m]': 172.39292084258452, 'YawBrMyn_[kN-m]': 681.920977681954, 'YawBrMzn_[kN-m]': 665.036367090221}",-2.7297280153434342,4.710536713027467,-18.3606741939301,-20.131501685557556,128.60860619115414,36.98442278948312,-26.09950992506042,11.813455501061124,-14.756989722968559,-26.078292581397182
4,-15.465925234876318,1,463.276847,-15.465925234876318,-15.465925234876318,-13.194740172036369,"[1498.7146948282154, 2270.0378015392384, 851.8046095495387]",[2388.14876323  954.80179907 2122.96021836],[2388.14876323  954.80179907 2122.96021836],[2333.98570817  882.26941943 2106.64479238],[61.40765787 94.81315398 50.        ],[61.40765787 94.81315398 50.        ],[90.  57.5 60. ],[28.59234213 -4.81315398 40.        ],[28.59234213 -4.81315398 40.        ],[ 0.  32.5 30. ],90.0,10.0,0.025,958141081172,"{'RotTorq_[kN-m]': 76.73849593359562, 'RootMxc1_[kN-m]': 5575.649002976449, 'RootMyc1_[kN-m]': 1669.3535347173129, 'RootMzc1_[kN-m]': 64.95465285033659, 'TwrBsMxt_[kN-m]': 1500.479755215868, 'TwrBsMyt_[kN-m]': 3675.981750866283, 'TwrBsMzt_[kN-m]': 564.5618976095749, 'YawBrMxn_[kN-m]': 90.84291313496834, 'YawBrMyn_[kN-m]': 573.6278471729032, 'YawBrMzn_[kN-m]': 564.5507098306031}",-18.73637318449641,0.39103155483251745,-12.157863182616675,-8.75209465079825,-12.115513292106556,-3.9796566308294756,-10.626360253377017,-13.227514995477744,-13.346561953929791,-10.622567701213924
5,-18.843520940885995,1,463.277159,-18.843520940885995,-18.843520940885995,-19.459575727647497,"[2314.521951983408, 1318.4981393166124, 2276.093715435083]",[2680.95441694 2066.67005653 2533.51176512],[2680.95441694 2066.67005653 2533.51176512],[2696.32087769 2155.43449161 2485.07437815],[121.94755035  56.          70.18310238],[121.94755035  56.          70.18310238],[96.   74.75 73.5 ],[-25.94755035  40.          25.81689762],[-25.94755035  40.          25.81689762],[ 0.   21.25 22.5 ],96.0,10.0,0.025,1565793926692,"{'RotTorq_[kN-m]': 101.00086210970927, 'RootMxc1_[kN-m]': 5886.83148120739, 'RootMyc1_[kN-m]': 2086.905431961013, 'RootMzc1_[kN-m]': 72.69205532117087, 'TwrBsMxt_[kN-m]': 1662.8177445565545, 'TwrBsMyt_[kN-m]': 2774.5623085116845, 'TwrBsMzt_[kN-m]': 608.6794211393791, 'YawBrMxn_[kN-m]': 116.43643729027042, 'YawBrMyn_[kN-m]': 550.654022730272, 'YawBrMzn_[kN-m]': 608.739604519206}",-17.99786973701341,2.822925916750988,-1.205263458361181,-11.801918431173988,84.48861825931847,-11.377428741128513,-25.602709471156242,-24.774093269684993,-32.269372749563935,-25.596809929332665
6,-11.715443750000915,1,463.277558,-11.715443750000915,-11.715443750000915,-8.623300015825635,"[3000.044028663607, 941.9173813896181, 1412.7299006639148]",[2520.61016356 1277.54782068 2267.10590581],[2520.61016356 1277.54782068 2267.10590581],[2379.66181303 1185.90581646 2294.45063736],[108.02304876  68.1850223  102.23442631],[108.02304876  68.1850223  102.23442631],[92.  62.  64.5],[-16.02304876  23.8149777  -10.23442631],[-16.02304876  23.8149777  -10.23442631],[ 0.  30.  27.5],92.0,10.0,0.025,634885312564,"{'RotTorq_[kN-m]': 92.18503239448292, 'RootMxc1_[kN-m]': 5944.4065805417, 'RootMyc1_[kN-m]': 1256.236124793343, 'RootMzc1_[kN-m]': 67.24699443892436, 'TwrBsMxt_[kN-m]': 1056.5651145037511, 'TwrBsMyt_[kN-m]': 2473.335038285294, 'TwrBsMzt_[kN-m]': 394.6484375465543, 'YawBrMxn_[kN-m]': 103.88614141907216, 'YawBrMyn_[kN-m]': 485.73940832687884, 'YawBrMzn_[kN-m]': 394.64959114749826}",10.042055695968056,6.892003849383058,-40.03947334561387,-11.826029837180284,-16.729774400939693,-23.19280653766845,-41.20905113268743,1.1629498537978913,-33.93697783662653,-41.21385902109846
7,-16.889475048240534,1,463.277865,-16.889475048240534,-16.889475048240534,-23.20087206251892,"[1690.0829323447656, 1368.3672447575325, 2080.9685167753046]",[2410.02077403 1509.03068251 2264.78470244],[2410.02077403 1509.03068251 2264.78470244],[2501.60967344 1763.38580935 2427.03192937],[122.05733788  52.10004682  52.72483907],[122.05733788  52.10004682  52.72483907],[92.   65.75 64.5 ],[-30.05733788  39.89995318  39.27516093],[-30.05733788  39.89995318  39.27516093],[ 0.   26.25 27.5 ],92.0,10.0,0.075,955872879251,"{'RotTorq_[kN-m]': 185.76639845645596, 'RootMxc1_[kN-m]': 5905.852043332365, 'RootMyc1_[kN-m]': 3009.0255673581255, 'RootMzc1_[kN-m]': 72.91933847825244, 'TwrBsMxt_[kN-m]': 4071.6654284752944, 'TwrBsMyt_[kN-m]': 5602.288833431264, 'TwrBsMzt_[kN-m]': 1076.5030693745932, 'YawBrMxn_[kN-m]': 218.13416202394004, 'YawBrMyn_[kN-m]': 923.2098472017983, 'YawBrMzn_[kN-m]': 1076.9631475766876}",-37.40951300365817,3.553905132783497,-2.2177670814536143,-14.198621550526939,55.07737870902692,-21.474321221241702,-10.399598993995353,-32.04315837122064,-18.788501562229985,-10.346652149153135
8,6.263609176359099,1,463.278155,6.263609176359099,6.263609176359099,-5.051608406417673,"[1659.115131170519, 2597.0423029181925, 2315.010053986717]",[2410.02077403 1509.03068251 2264.78470244],[2410.02077403 1509.03068251 2264.78470244],[2666.79092227 1781.93870859 2472.04846531],[82.76919108 75.05579566 52.        ],[82.76919108 75.05579566 52.        ],[92.   65.75 64.5 ],[ 9.23080892 16.94420434 40.        ],[ 9.23080892 16.94420434 40.        ],[ 0.   26.25 27.5 ],92.0,10.0,0.075,5110742783350,"{'RotTorq_[kN-m]': 267.8624033294811, 'RootMxc1_[kN-m]': 5640.080770433374, 'RootMyc1_[kN-m]': 3001.713350096425, 'RootMzc1_[kN-m]': 83.65076135911859, 'TwrBsMxt_[kN-m]': 2570.1656062526085, 'TwrBsMyt_[kN-m]': 7276.075104388164, 'TwrBsMzt_[kN-m]': 1202.0913515208942, 'YawBrMxn_[kN-m]': 297.75128067279, 'YawBrMyn_[kN-m]': 1169.259858742956, 'YawBrMzn_[kN-m]': 1202.1616373367463}",-10.488989987452928,-0.7655251862766176,-4.4824791249027625,-2.2317210194025945,4.294316238824745,-0.6562732220071726,5.390485414062616,15.303859079706244,1.7091429285784165,5.369364270348694
9,-29.05698293023796,1,463.278465,-29.05698293023796,-29.05698293023796,-31.33097365675792,"[1739.9727104571236, 1395.5820625351892, 1593.5082632140457]",[2548.34101017 1712.77370078 2404.88742926],[2548.34101017 1712.77370078 2404.88742926],[2616.81634215 1809.00193313 2460.93007115],[55.5331729  54.15664124 56.9632579 ],[55.5331729  54.15664124 56.9632579 ],[94. 69. 69.],[38.4668271  39.84335876 37.0367421 ],[38.4668271  39.84335876 37.0367421 ],[ 0. 25. 25.],94.0,10.0,0.025,8735282790408,"{'RotTorq_[kN-m]': 66.07508143975052, 'RootMxc1_[kN-m]': 5564.53429040068, 'RootMyc1_[kN-m]': 2131.0850563839117, 'RootMzc1_[kN-m]': 65.40017844771342, 'TwrBsMxt_[kN-m]': 2054.820272014053, 'TwrBsMyt_[kN-m]': 3080.1905306202825, 'TwrBsMzt_[kN-m]': 692.3910006037862, 'YawBrMxn_[kN-m]': 102.41751842291747, 'YawBrMyn_[kN-m]': 563.7013695929294, 'YawBrMzn_[kN-m]': 692.6173463377272}",-23.292199249667565,-0.895658823888102,0.5104884557819153,-20.197282802887898,93.21671830867719,-0.10672193752471178,-16.27366123538171,-24.209574718003942,-35.020832920151406,-16.204441914056908
