#{"t_start": 1757885500.7158852, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
5.8094153,1,463.036165,5.80941519729776,"[3069.7483057943377, 935.2325645844493, 2354.6113411698007]",6010.421851108581,6010.421851108581,[102.10955007  60.64530207  72.71970689],[94.1178174  75.90786648 69.13127851],[92.   65.75 64.5 ],[-10.10955007  31.35469793  19.28029311],[-2.1178174  16.09213352 22.86872149],[ 0.   26.25 27.5 ],92.0,10.0,0.075
6.4498653,1,463.100403,6.4498654288821085,"[2697.446787606423, 847.7545223786041, 2826.039594605472]",5985.203343302533,5985.203343302533,[97.6020108  55.52936865 70.03917635],[89.61027813 70.79193306 66.45074797],[92.  64.5 64.5],[-5.6020108  36.47063135 21.96082365],[ 2.38972187 21.20806694 25.54925203],[ 0.  27.5 27.5],92.0,10.0,0.05
2.788868,1,463.1008,2.7888679279421345,"[2667.9857633850224, 669.0689897958578, 2795.5606081026053]",5966.225219624581,5966.225219624581,[95.49968822 52.         70.77862442],[87.50795555 64.1850729  67.19019604],[92.  62.  64.5],[-3.49968822 40.         21.22137558],[ 4.49204445 27.8149271  24.80980396],[ 0.  30.  27.5],92.0,10.0,0.025
0.81952345,1,463.101024,0.8195234640038301,"[2571.8201728332942, 1295.725903372537, 2655.484038212315]",6470.006889833298,6470.006889833298,[93.44797428 63.58680989 72.98150194],[85.45624161 78.84937429 69.39307356],[94. 69. 69.],[ 0.55202572 30.41319011 21.01849806],[ 8.54375839 15.15062571 24.60692644],[ 0. 25. 25.],94.0,10.0,0.05
-3.7390416,1,463.10125,-3.73904168588471,"[2502.774909237845, 672.7021456870694, 2229.1493823711357]",5614.557066489893,5614.557066489893,[104.7263232   52.83834101  68.71920097],[96.73459053 68.10090542 65.13077259],[90.   62.5  61.25],[-14.7263232   37.16165899  21.28079903],[-6.73459053 21.89909458 24.86922741],[ 0.   27.5  28.75],90.0,10.0,0.075
-5.247945,1,463.101466,-5.247944773627956,"[2483.3759255482546, 1190.4631354310316, 2538.3871474890207]",6556.29705722655,6556.29705722655,[106.00133951  62.93917443  72.75402677],[98.00960684 78.20173883 69.16559839],[94.   70.25 69.  ],[-12.00133951  31.06082557  21.24597323],[-4.00960684 15.79826117 24.83440161],[ 0.   23.75 25.  ],94.0,10.0,0.075
1.7231815,1,463.10168,1.7231815086152902,"[2667.121944529699, 1314.0471108070549, 2565.4206162577184]",6435.691033749292,6435.691033749292,[95.48365887 65.92793013 75.04621637],[87.49192619 81.19049454 71.45778799],[94. 69. 69.],[-1.48365887 28.07206987 18.95378363],[ 6.50807381 12.80950546 22.54221201],[ 0. 25. 25.],94.0,10.0,0.025
6.4242554,1,463.101887,6.4242553939333105,"[2750.42808064572, 1380.7121657502812, 2717.996015725812]",6435.691033749292,6435.691033749292,[97.02095325 63.78928448 74.64835537],[89.02922058 79.05184889 71.05992699],[94. 69. 69.],[-3.02095325 30.21071552 19.35164463],[ 4.97077942 14.94815111 22.94007301],[ 0. 25. 25.],94.0,10.0,0.025
4.1891384,1,463.102094,4.189138189283691,"[2632.8953220482163, 526.1857090799854, 2612.6056476637063]",5539.624167258494,5539.624167258494,[96.09727772 50.         66.77620399],[88.10554504 65.07351637 63.18777561],[90.   61.25 60.  ],[-6.09727772 40.         23.22379601],[ 1.89445496 24.92648363 26.81222439],[ 0.   28.75 30.  ],90.0,10.0,0.05
6.4809766,1,463.1023,6.480976603649902,"[2877.992237551485, 1855.0236022077477, 2783.561813375094]",7059.080309821911,7059.080309821911,[99.92044933 72.51342751 76.99333751],[91.92871666 87.77599192 73.40490913],[96.  76.  73.5],[-3.92044933 23.48657249 19.00666249],[ 4.07128334  8.22400808 22.59509087],[ 0.  20.  22.5],96.0,10.0,0.05
