--------------TurbSim v2.00.* User Time Series Input File-----------------------
     Time series input from low-res turbsim run
--------------------------------------------------------------------------------
          3 nComp - Number of velocity components in the file
          1 nPoints - Number of time series points contained in this file (-)
          1 RefPtID - Index of the reference point (1-nPoints)
     Pointyi Pointzi ! nPoints listed in order of increasing height
       (m)     (m)
       -2.95118   94.00000
--------Time Series-------------------------------------------------------------
Elapsed Time         Point01u             Point01v           Point01w
         (s)            (m/s)                (m/s)              (m/s)
	0.00			  10.48691			  -0.07796			 0.14212
	0.25			  10.42184			  -0.12528			 0.25852
	0.50			  10.31501			  -0.05457			 0.01468
	0.75			  10.31466			  -0.11597			 0.07453
	1.00			  10.33448			  -0.24040			 0.07456
	1.25			  10.42508			  -0.35369			 0.04816
	1.50			  10.43017			  -0.55303			 -0.07609
	1.75			  10.63057			  -0.54737			 -0.02272
	2.00			  10.54050			  -0.47629			 0.05371
	2.25			  10.56778			  -0.50004			 0.14538
	2.50			  10.49033			  -0.38219			 0.14332
	2.75			  10.48656			  -0.38493			 0.07961
	3.00			  10.41605			  -0.35825			 0.00494
	3.25			  10.45280			  -0.44596			 -0.02284
	3.50			  10.37000			  -0.41672			 -0.00301
	3.75			  10.20837			  -0.30764			 0.01169
	4.00			  10.18793			  -0.36812			 0.08729
	4.25			  10.21547			  -0.61388			 -0.17899
	4.50			  9.95324			  -0.61826			 0.03134
	4.75			  10.04357			  -0.60255			 0.03567
	5.00			  10.06278			  -0.61461			 0.04431
	5.25			  10.09435			  -0.79788			 0.00990
	5.50			  10.35229			  -0.72205			 -0.12705
	5.75			  10.42982			  -0.43993			 -0.02203
	6.00			  10.25467			  -0.34418			 0.15771
	6.25			  10.31124			  -0.40046			 0.29155
	6.50			  10.51445			  -0.37470			 0.16139
	6.75			  10.51664			  -0.30801			 0.08263
	7.00			  10.48095			  -0.48049			 0.28155
	7.25			  10.38623			  -0.53348			 0.08845
	7.50			  10.41903			  -0.30033			 0.02919
	7.75			  10.50235			  -0.28188			 0.19568
	8.00			  10.39193			  -0.20861			 0.10422
	8.25			  10.17925			  -0.25739			 -0.04679
	8.50			  10.14101			  -0.47428			 0.03994
	8.75			  10.12198			  -0.72936			 0.11402
	9.00			  10.24950			  -0.56765			 0.07146
	9.25			  10.31694			  -0.47629			 0.03164
	9.50			  10.33519			  -0.59195			 -0.14324
	9.75			  10.57751			  -0.54646			 -0.18117
	10.00			  10.48112			  -0.69026			 -0.32367
	10.25			  10.45964			  -0.66193			 -0.25912
	10.50			  10.53340			  -0.68185			 -0.25877
	10.75			  10.71696			  -0.55267			 -0.15070
	11.00			  10.82615			  -0.44925			 0.08203
	11.25			  10.80072			  -0.65755			 0.14774
	11.50			  10.73906			  -0.47940			 0.19633
	11.75			  10.84685			  -0.41672			 0.21037
	12.00			  10.85369			  -0.44066			 0.17271
	12.25			  10.80308			  -0.54043			 -0.10978
	12.50			  10.76204			  -0.47191			 -0.01898
	12.75			  10.72091			  -0.40138			 0.21172
	13.00			  10.69600			  -0.33286			 0.09018
	13.25			  10.52419			  -0.51631			 0.24278
	13.50			  10.42631			  -0.34327			 0.24347
	13.75			  10.47498			  -0.21354			 0.38546
	14.00			  10.42920			  -0.35332			 0.35389
	14.25			  10.28134			  -0.20787			 0.12934
	14.50			  10.13461			  0.06803			 0.18982
	14.75			  10.22854			  0.10933			 0.13516
	15.00			  10.28362			  -0.07759			 0.06017
	15.25			  10.44087			  -0.16859			 0.06300
	15.50			  10.42920			  -0.36556			 0.05894
	15.75			  10.32834			  -0.40265			 0.15058
	16.00			  10.32536			  -0.25575			 0.13221
	16.25			  10.57234			  -0.38694			 -0.09712
	16.50			  10.46595			  -0.41618			 0.12498
	16.75			  10.39903			  -0.39900			 0.09583
	17.00			  10.31089			  -0.71163			 0.15285
	17.25			  10.25555			  -0.65865			 0.49071
	17.50			  10.28002			  -0.49237			 0.34463
	17.75			  10.34913			  -0.40010			 0.36784
	18.00			  10.45034			  -0.36684			 0.18080
	18.25			  10.49209			  -0.38420			 0.07656
	18.50			  10.48770			  -0.48616			 0.11960
	18.75			  10.39070			  -0.51357			 0.20753
	19.00			  10.29177			  -0.37543			 0.13911
	19.25			  10.26458			  -0.19344			 0.14451
	19.50			  10.12838			  -0.30216			 0.27271
	19.75			  10.06594			  -0.41672			 0.21930
	20.00			  10.00770			  -0.48616			 0.27372
	20.25			  9.81554			  -0.74398			 0.33008
	20.50			  9.87167			  -0.77833			 0.17029
	20.75			  9.86317			  -0.83972			 0.02782
	21.00			  9.83466			  -0.70579			 0.18848
	21.25			  9.97236			  -0.78710			 0.18489
	21.50			  10.03901			  -0.72095			 0.03779
	21.75			  9.93666			  -0.53586			 -0.00919
	22.00			  9.98876			  -0.50808			 0.02005
	22.25			  10.09970			  -0.58665			 0.02361
	22.50			  9.90965			  -0.51028			 -0.08449
	22.75			  9.85273			  -0.39918			 -0.15617
	23.00			  10.04033			  -0.38256			 -0.04969
	23.25			  10.00788			  -0.31075			 0.03693
	23.50			  10.02875			  -0.20294			 0.13191
	23.75			  9.97288			  -0.12382			 -0.09103
	24.00			  9.96315			  -0.17864			 0.03104
	24.25			  9.99928			  -0.07029			 0.01026
	24.50			  10.18688			  -0.05037			 -0.02753
	24.75			  10.21433			  -0.13680			 -0.04775
	25.00			  10.38860			  -0.33706			 0.11016
	25.25			  10.45455			  -0.34546			 0.13478
	25.50			  10.51550			  -0.30965			 0.07949
	25.75			  10.46911			  -0.11450			 0.01563
	26.00			  10.31063			  -0.15105			 -0.04031
