#{"t_start": 1765983727.382072, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-0.06733552381452364,1,251.335138,-0.06733552381452364,nan,nan,[2203.23967294 1674.92417458 2258.3603911 ],nan,[6140.65908359],[94.15975097 70.18213276 68.93072132],[94.15975097 70.18213276 68.93072132],[94.77569107 71.02569107 69.77569107],[ 0.61594009 24.59355831 25.84496975],[ 0.61594009 24.59355831 25.84496975],[ 0.   23.75 25.  ],94.77569106745385,10.0,0.03300907799171491
-0.012291349338933373,1,251.335425,-0.012291349338933373,nan,nan,[1764.3343501  1019.11918639 2142.66777568],nan,[4926.72687338],[90.38655967 59.53428001 61.92583294],[90.38655967 59.53428001 61.92583294],[90.83328933 60.83328933 62.08328933],[ 0.44672966 31.29900932 28.9074564 ],[ 0.44672966 31.29900932 28.9074564 ],[ 0.   30.   28.75],90.83328933472005,10.0,0.04917571592928732
-0.10528390954780126,1,251.335707,-0.10528390954780126,nan,nan,[2221.97141842 1857.41758128 2240.9463247 ],nan,[6326.99663381],[94.80000018 73.6027193  69.10197734],[94.80000018 73.6027193  69.10197734],[95.43103694 74.18103694 70.43103694],[ 0.63103676 21.82831764 26.3290596 ],[ 0.63103676 21.82831764 26.3290596 ],[ 0.   21.25 25.  ],95.4310369403615,10.0,0.027003214041325847
-0.004627139278409645,1,251.335992,-0.004627139278409645,nan,nan,[2072.22738085 1507.41908349 2232.58078631],nan,[5812.49620294],[93.15390715 68.13190112 67.09778914],[93.15390715 68.13190112 67.09778914],[93.65622172 68.65622172 67.40622172],[ 0.50231457 25.5243206  26.55843258],[ 0.50231457 25.5243206  26.55843258],[ 0.   25.   26.25],93.6562217208911,10.0,0.04834303099245037
-0.0016228519212009098,1,251.336272,-0.0016228519212009098,nan,nan,[1982.81812652 1517.23754932 2251.10003021],nan,[5751.2490403],[93.13330238 69.76528233 67.39202087],[93.13330238 69.76528233 67.39202087],[93.43992775 69.68992775 67.18992775],[ 0.30662537 23.67464542 26.04790688],[ 0.30662537 23.67464542 26.04790688],[ 0.   23.75 26.25],93.43992774907716,10.0,0.06728986636606439
-0.02158295196959834,1,251.594527,-0.02158295196959834,nan,nan,[1777.50911838 1033.90016436 2146.6267442 ],nan,[4959.10634849],[90.50846684 59.71222985 62.12330449],[90.50846684 59.71222985 62.12330449],[90.93142617 60.93142617 62.18142617],[ 0.42295933 31.21919632 28.80812168],[ 0.42295933 31.21919632 28.80812168],[ 0.   30.   28.75],90.93142616630938,10.0,0.05183265138361473
0.0010099871233319449,1,251.594968,0.0010099871233319449,nan,nan,[2010.74927743 1545.33820935 2249.15114034],nan,[5805.17999555],[93.30346818 69.91236444 67.52499337],[93.30346818 69.91236444 67.52499337],[93.62710233 69.87710233 67.37710233],[ 0.32363415 23.71473789 26.10210896],[ 0.32363415 23.71473789 26.10210896],[ 0.   23.75 26.25],93.62710232882732,10.0,0.06549046426548669
-0.02797112185561644,1,251.59526,-0.02797112185561644,nan,nan,[1914.1083695  1081.9640701  2180.40956641],nan,[5177.93033121],[91.0290315  59.88048814 63.65826867],[91.0290315  59.88048814 63.65826867],[91.60413526 61.60413526 64.10413526],[ 0.57510376 31.72364712 27.94586658],[ 0.57510376 31.72364712 27.94586658],[ 0.  30.  27.5],91.6041352565482,10.0,0.037237719301433506
-0.0042598455944285315,1,251.595544,-0.0042598455944285315,nan,nan,[1965.07324346 1500.67548412 2252.67266964],nan,[5718.66500353],[93.03370055 69.68365725 67.32288416],[93.03370055 69.68365725 67.32288416],[93.3269697 69.5769697 67.0769697],[ 0.29326916 23.64331245 26.00408554],[ 0.29326916 23.64331245 26.00408554],[ 0.   23.75 26.25],93.326969703533,10.0,0.06870620195432457
-0.022185701215980704,1,251.595828,-0.022185701215980704,nan,nan,[1955.09805579 1252.44753127 2177.32542278],nan,[5386.06594634],[91.6911862  63.59976508 64.22663428],[91.6911862  63.59976508 64.22663428],[92.25233771 64.75233771 64.75233771],[ 0.5611515  28.65257263 28.02570343],[ 0.5611515  28.65257263 28.02570343],[ 0.  27.5 27.5],92.25233770763613,10.0,0.04061416764116782
-0.07905363851199405,1,251.596159,-0.07905363851199405,nan,nan,[1984.41853638 1196.2587322  2168.47736014],nan,[5353.38667566],[91.5116465  61.72586559 63.89630913],[91.5116465  61.72586559 63.89630913],[92.14978336 63.39978336 64.64978336],[ 0.63813686 30.42391777 28.25347424],[ 0.63813686 30.42391777 28.25347424],[ 0.   28.75 27.5 ],92.14978336403806,10.0,0.03132517001285365
0.006034090515341793,1,251.596444,0.006034090515341793,nan,nan,[1896.79460682 1386.5494332  2204.4669694 ],nan,[5487.47988991],[92.23398431 67.52639993 65.25845035],[92.23398431 67.52639993 65.25845035],[92.57342561 67.57342561 65.07342561],[ 0.3394413  25.04702568 27.31497526],[ 0.3394413  25.04702568 27.31497526],[ 0.  25.  27.5],92.57342560915497,10.0,0.06734696723761091
-0.05399756234586516,1,251.596736,-0.05399756234586516,nan,nan,[1815.6097791   974.11361507 2125.64662544],nan,[4918.02563357],[90.23018254 57.56778134 61.47618665],[90.23018254 57.56778134 61.47618665],[90.80682172 59.55682172 62.05682172],[ 0.57663918 33.23904037 29.33063507],[ 0.57663918 33.23904037 29.33063507],[ 0.   31.25 28.75],90.80682171755014,10.0,0.034322203563532105
-0.03356911052663457,1,251.597018,-0.03356911052663457,nan,nan,[2191.28280275 1753.94958931 2263.76145855],nan,[6211.07885454],[94.50145929 72.12377279 69.32799071],[94.50145929 72.12377279 69.32799071],[95.02094 72.52094 70.02094],[ 0.51948071 22.89716721 25.6929493 ],[ 0.51948071 22.89716721 25.6929493 ],[ 0.  22.5 25. ],95.02094000020215,10.0,0.04077862702540743
0.00038801091319539945,1,251.597303,0.00038801091319539945,nan,nan,[2024.6332256  1557.47350473 2247.16529462],nan,[5829.24940683],[93.37291734 69.96022718 67.55554693],[93.37291734 69.96022718 67.55554693],[93.71276872 69.96276872 67.46276872],[ 0.33985138 23.75254154 26.15722179],[ 0.33985138 23.75254154 26.15722179],[ 0.   23.75 26.25],93.71276872307332,10.0,0.06376616527006856
-0.03490038354520377,1,251.860631,-0.03490038354520377,nan,nan,[2019.76241893 1288.55390613 2229.88634366],nan,[5540.1361975],[92.17610373 64.05303492 66.11872687],[92.17610373 64.05303492 66.11872687],[92.75061144 65.25061144 66.50061144],[ 0.57450771 28.69757652 26.63188457],[ 0.57450771 28.69757652 26.63188457],[ 0.   27.5  26.25],92.75061144339834,10.0,0.040769796594674806
-0.04929890931947038,1,251.86107,-0.04929890931947038,nan,nan,[2211.54594572 1944.49901597 2269.6489084 ],nan,[6428.86322954],[95.43236167 75.95128448 70.2625695 ],[95.43236167 75.95128448 70.2625695 ],[95.78876407 75.78876407 70.78876407],[ 0.3564024  19.83747959 25.52619457],[ 0.3564024  19.83747959 25.52619457],[ 0. 20. 25.],95.78876407198402,10.0,0.05261653392586246
-0.016611472226413623,1,251.861366,-0.016611472226413623,nan,nan,[1637.13978068  989.26786542 2148.90531626],nan,[4776.10634394],[89.95806409 60.75944138 61.58676816],[89.95806409 60.75944138 61.58676816],[90.33755971 61.58755971 61.58755971],[ 0.37949562 29.57811832 28.75079155],[ 0.37949562 29.57811832 28.75079155],[ 0.   28.75 28.75],90.33755970892892,10.0,0.057133837813771425
0.018898978918416836,1,251.861659,0.018898978918416836,nan,nan,[1850.36307356 1388.98781098 2158.73437469],nan,[5397.06526901],[91.97881883 67.34149164 63.75504917],[91.97881883 67.34149164 63.75504917],[92.2571916 67.2571916 63.5071916],[ 0.27837276 24.91569996 28.50214243],[ 0.27837276 24.91569996 28.50214243],[ 0.   25.   28.75],92.25719159797757,10.0,0.07346622487939375
-0.05857983744867164,1,251.861937,-0.05857983744867164,nan,nan,[1653.08177117  951.66077213 2074.18142631],nan,[4681.66648222],[89.57632084 58.59981556 59.4973566 ],[89.57632084 58.59981556 59.4973566 ],[90.07125397 60.07125397 60.07125397],[ 0.49493313 31.47143841 30.57389736],[ 0.49493313 31.47143841 30.57389736],[ 0. 30. 30.],90.07125396623807,10.0,0.041657064689074236
-0.02547645739159625,1,251.862218,-0.02547645739159625,nan,nan,[1779.07198102 1241.81838592 2216.90622401],nan,[5239.13133601],[91.44809205 65.40953596 64.73420579],[91.44809205 65.40953596 64.73420579],[91.71709497 65.46709497 64.21709497],[ 0.26900291 26.30755901 26.98288918],[ 0.26900291 26.30755901 26.98288918],[ 0.   26.25 27.5 ],91.71709496936577,10.0,0.07417209211804388
-0.008004176821429234,1,251.862537,-0.008004176821429234,nan,nan,[2063.60735113 1737.70226554 2299.84452443],nan,[6101.64252736],[94.46914729 73.92955121 70.00576075],[94.46914729 73.92955121 70.00576075],[94.65876158 73.40876158 69.65876158],[ 0.1896143  20.72921038 24.65300083],[ 0.1896143  20.72921038 24.65300083],[ 0.   21.25 25.  ],94.65876158412016,10.0,0.07499420673671958
-0.01011825683949663,1,251.862829,-0.01011825683949663,nan,nan,[2167.67145097 1667.18000397 2283.60719491],nan,[6119.07779385],[94.27563563 70.66959754 69.57522765],[94.27563563 70.66959754 69.57522765],[94.70159427 70.95159427 69.70159427],[ 0.42595863 24.03199673 25.12636662],[ 0.42595863 24.03199673 25.12636662],[ 0.   23.75 25.  ],94.70159426590382,10.0,0.05270499051699966
-0.017150305433283212,1,251.863108,-0.017150305433283212,nan,nan,[2094.75113814 1513.37569302 2219.6585072 ],nan,[5828.78499278],[93.11113281 67.89425773 66.80099887],[93.11113281 67.89425773 66.80099887],[93.70984954 68.70984954 67.45984954],[ 0.59871674 25.81559181 26.90885067],[ 0.59871674 25.81559181 26.90885067],[ 0.   25.   26.25],93.70984954394959,10.0,0.03852614291790069
-0.009500279324269233,1,251.863381,-0.009500279324269233,nan,nan,[2045.55207275 1367.29014977 2282.94953094],nan,[5696.332921],[92.76166846 66.18239333 68.134331  ],[92.76166846 66.18239333 68.134331  ],[93.27968051 67.02968051 68.27968051],[ 0.51801205 27.09728718 25.1453495 ],[ 0.51801205 27.09728718 25.1453495 ],[ 0.   26.25 25.  ],93.27968050742257,10.0,0.046707815506466285
-0.023440505246050916,1,252.126226,-0.023440505246050916,nan,nan,[2271.18934113 1855.38274496 2341.46835153],nan,[6469.55693445],[95.33475904 74.09500627 72.5379136 ],[95.33475904 74.09500627 72.5379136 ],[95.93325643 74.68325643 73.43325643],[ 0.59849739 21.83825016 23.39534283],[ 0.59849739 21.83825016 23.39534283],[ 0.   21.25 22.5 ],95.93325643067105,10.0,0.032544328184903784
-0.008824232388312526,1,252.12667,-0.008824232388312526,nan,nan,[2005.17248342 1590.25324659 2299.11021826],nan,[5895.05614172],[93.68299648 71.70997545 69.253041  ],[93.68299648 71.70997545 69.253041  ],[93.92764732 71.42764732 68.92764732],[ 0.24465084 22.21767187 24.67460632],[ 0.24465084 22.21767187 24.67460632],[ 0.  22.5 25. ],93.92764732160896,10.0,0.07071670793446842
-0.020585562797439564,1,252.126972,-0.020585562797439564,nan,nan,[1937.65984371 1260.18015566 2192.79256448],nan,[5391.74248439],[91.81340414 63.96083552 64.6511479 ],[91.81340414 63.96083552 64.6511479 ],[92.27410513 64.77410513 64.77410513],[ 0.46070099 28.31326962 27.62295723],[ 0.46070099 28.31326962 27.62295723],[ 0.  27.5 27.5],92.27410513345761,10.0,0.05174407070528089
-0.0010666291004807042,1,252.127264,-0.0010666291004807042,nan,nan,[1907.19297083 1319.69045018 2202.7819372 ],nan,[5429.72327322],[92.02217081 65.81532457 65.036361  ],[92.02217081 65.81532457 65.036361  ],[92.39600637 66.14600637 64.89600637],[ 0.37383556 26.5806818  27.35964537],[ 0.37383556 26.5806818  27.35964537],[ 0.   26.25 27.5 ],92.39600637073916,10.0,0.062460961152539
-0.08776475468892284,1,252.12755,-0.08776475468892284,nan,nan,[1932.36836157 1023.57812689 2169.73712078],nan,[5130.18610449],[90.78591484 57.92682308 63.23394912],[90.78591484 57.92682308 63.23394912],[91.4551081 60.2051081 63.9551081],[ 0.66919327 33.52828503 28.22115898],[ 0.66919327 33.52828503 28.22115898],[ 0.   31.25 27.5 ],91.45510810491307,10.0,0.02647685588130802
-0.06972089774449322,1,252.127832,-0.06972089774449322,nan,nan,[2208.34189669 1759.47883328 2248.6888199 ],nan,[6220.8467801],[94.4301581  71.82917353 68.94563433],[94.4301581  71.82917353 68.94563433],[95.06058451 72.56058451 70.06058451],[ 0.63042641 23.23141098 26.11495018],[ 0.63042641 23.23141098 26.11495018],[ 0.  22.5 25. ],95.06058450828817,10.0,0.029281909242604515
-0.024149541412741258,1,252.128117,-0.024149541412741258,nan,nan,[2167.49701048 1814.22114438 2266.20508812],nan,[6249.43245226],[94.70477623 73.82448238 69.52775044],[94.70477623 73.82448238 69.52775044],[95.15162033 73.90162033 70.15162033],[ 0.4468441  21.32713795 25.6238699 ],[ 0.4468441  21.32713795 25.6238699 ],[ 0.   21.25 25.  ],95.15162033207517,10.0,0.04681286964717115
-0.0020849392735163355,1,252.12844,-0.0020849392735163355,nan,nan,[2130.57844897 1795.75763786 2286.08777174],nan,[6212.55338654],[94.73007919 74.05560972 69.97570755],[94.73007919 74.05560972 69.97570755],[95.03034355 73.78034355 70.03034355],[ 0.30026436 20.97473383 25.054636  ],[ 0.30026436 20.97473383 25.054636  ],[ 0.   21.25 25.  ],95.03034355031522,10.0,0.06308966650783626
-0.026231174302760948,1,252.128737,-0.026231174302760948,nan,nan,[2186.68423419 1678.55191533 2276.58517871],nan,[6143.43282279],[94.30541948 70.60488657 69.4578834 ],[94.30541948 70.60488657 69.4578834 ],[94.78619055 71.03619055 69.78619055],[ 0.48077106 24.18130398 25.32830715],[ 0.48077106 24.18130398 25.32830715],[ 0.   23.75 25.  ],94.78619054895529,10.0,0.046999668435416045
-0.022955655405604004,1,252.129025,-0.022955655405604004,nan,nan,[1887.94227919 1068.24279436 2185.16817641],nan,[5142.53375228],[90.95345665 59.8815601  63.67361237],[90.95345665 59.8815601  63.67361237],[91.49583984 61.49583984 63.99583984],[ 0.54238319 31.61427975 27.82222748],[ 0.54238319 31.61427975 27.82222748],[ 0.  30.  27.5],91.49583984401366,10.0,0.04074262045921249
-0.004055389898331532,1,252.400637,-0.004055389898331532,nan,nan,[2192.64530266 1882.7492318  2378.01952736],nan,[6453.67578354],[95.68972594 76.19368559 73.66905695],[95.68972594 76.19368559 73.66905695],[95.90081698 75.90081698 73.40081698],[ 0.21109104 19.70713139 22.23176003],[ 0.21109104 19.70713139 22.23176003],[ 0.  20.  22.5],95.90081697913631,10.0,0.06799198829545153
-0.03811636177459484,1,252.401077,-0.03811636177459484,nan,nan,[1931.16456081 1095.15112778 2180.25523121],nan,[5208.55623194],[91.12330726 59.96946147 63.75086596],[91.12330726 59.96946147 63.75086596],[91.70073321 61.70073321 64.20073321],[ 0.57742596 31.73127174 27.94986725],[ 0.57742596 31.73127174 27.94986725],[ 0.  30.  27.5],91.7007332129317,10.0,0.03704431864003819
8.499245113090428e-05,1,252.401375,8.499245113090428e-05,nan,nan,[2114.20449115 1610.89748694 2286.29620663],nan,[6011.3930755],[93.92353976 70.36011184 69.27556003],[93.92353976 70.36011184 69.27556003],[94.32415927 70.57415927 69.32415927],[ 0.40061951 23.96404743 25.04859924],[ 0.40061951 23.96404743 25.04859924],[ 0.   23.75 25.  ],94.32415926998969,10.0,0.055278808215624614
-0.03742578959253105,1,252.401672,-0.03742578959253105,nan,nan,[2187.04297331 1739.99618517 2256.56376051],nan,[6185.91804766],[94.36529015 71.88648556 69.04180382],[94.36529015 71.88648556 69.04180382],[94.93714188 72.43714188 69.93714188],[ 0.57185173 23.05065632 25.89533806],[ 0.57185173 23.05065632 25.89533806],[ 0.  22.5 25. ],94.93714187695319,10.0,0.03532642779326693
-0.02931283955583747,1,252.401958,-0.02931283955583747,nan,nan,[1818.75887008 1080.80559789 2158.07699244],nan,[5059.12443345],[90.88978626 60.26106693 62.725688  ],[90.88978626 60.26106693 62.725688  ],[91.24452927 61.24452927 62.49452927],[ 0.354743   30.98346233 28.51884127],[ 0.354743   30.98346233 28.51884127],[ 0.   30.   28.75],91.24452926708388,10.0,0.05955633913014549
-0.002082832144018005,1,252.402237,-0.002082832144018005,nan,nan,[2073.22326533 1576.73173306 2292.96183511],nan,[5943.04061706],[93.75304262 70.26961366 69.24277822],[93.75304262 70.26961366 69.24277822],[94.09754316 70.34754316 69.09754316],[ 0.34450054 23.8279295  24.85476494],[ 0.34450054 23.8279295  24.85476494],[ 0.   23.75 25.  ],94.09754315715384,10.0,0.061183788801575316
-0.014016057187511158,1,252.402516,-0.014016057187511158,nan,nan,[1751.2481189  1012.93008507 2144.88766172],nan,[4909.75401962],[90.34944492 59.53178841 61.92955452],[90.34944492 59.53178841 61.92955452],[90.78135448 60.78135448 62.03135448],[ 0.43190956 31.24956608 28.85179996],[ 0.43190956 31.24956608 28.85179996],[ 0.   30.   28.75],90.78135448371546,10.0,0.05075453266692004
-0.13396714059575188,1,252.402802,-0.13396714059575188,nan,nan,[1984.28554441 1067.19101861 2173.55555837],nan,[5232.04133756],[91.12552696 58.31483894 63.65103775],[91.12552696 58.31483894 63.65103775],[91.77401596 60.52401596 64.27401596],[ 0.648489   33.45917702 28.12297821],[ 0.648489   33.45917702 28.12297821],[ 0.   31.25 27.5 ],91.77401595783242,10.0,0.0289272598366016
0.000572670453817966,1,252.403123,0.000572670453817966,nan,nan,[2102.15059232 1774.97644553 2295.07579092],nan,[6172.1674826],[94.66859188 74.08162203 70.10506954],[94.66859188 74.08162203 70.10506954],[94.89804115 73.64804115 69.89804115],[ 0.22944927 20.81641912 24.79297161],[ 0.22944927 20.81641912 24.79297161],[ 0.   21.25 25.  ],94.89804115317237,10.0,0.07057544490503131
-0.0165609768263929,1,252.403409,-0.0165609768263929,nan,nan,[2143.79123901 1675.62947255 2238.00314084],nan,[6058.42718712],[94.08477353 70.56484746 68.09308098],[94.08477353 70.56484746 68.09308098],[94.50306939 70.75306939 68.25306939],[ 0.41829586 23.93822193 26.4099884 ],[ 0.41829586 23.93822193 26.4099884 ],[ 0.   23.75 26.25],94.50306938773484,10.0,0.05547482285478386
-0.02149251943348511,1,252.668741,-0.02149251943348511,nan,nan,[2001.44161245 1267.05535844 2228.18067504],nan,[5497.8592744],[92.02801724 63.8815691  65.93396206],[92.02801724 63.8815691  65.93396206],[92.61223812 65.11223812 66.36223812],[ 0.58422089 28.73066902 26.67827606],[ 0.58422089 28.73066902 26.67827606],[ 0.   27.5  26.25],92.61223812451647,10.0,0.039603964130104204
-0.01897440576904888,1,252.669168,-0.01897440576904888,nan,nan,[2125.8969356  1364.95371612 2279.32995051],nan,[5771.2756675],[92.92977075 64.75989561 68.27472906],[92.92977075 64.75989561 68.27472906],[93.52429609 66.02429609 68.52429609],[ 0.59452534 28.76440048 25.24956703],[ 0.59452534 28.76440048 25.24956703],[ 0.  27.5 25. ],93.52429608820489,10.0,0.04037135555228498
-0.014729433920313619,1,252.669461,-0.014729433920313619,nan,nan,[2085.84375755 1524.05612406 2299.76384902],nan,[5910.53431887],[93.65132055 68.80701265 69.33610639],[93.65132055 68.80701265 69.33610639],[93.99148187 68.99148187 68.99148187],[ 0.34016132 25.18446922 24.65537548],[ 0.34016132 25.18446922 24.65537548],[ 0. 25. 25.],93.99148187498093,10.0,0.06321008252786593
-0.03093280970561045,1,252.66975,-0.03093280970561045,nan,nan,[1829.4760122  1083.590814   2154.56977133],nan,[5069.20464496],[90.89805147 60.21425268 62.6686146 ],[90.89805147 60.21425268 62.6686146 ],[91.27637884 61.27637884 62.52637884],[ 0.37832737 31.06212616 28.60776424],[ 0.37832737 31.06212616 28.60776424],[ 0.   30.   28.75],91.27637884409422,10.0,0.057075205127336846
-0.016276645996799365,1,252.670035,-0.016276645996799365,nan,nan,[1902.4622589  1235.18301869 2197.64656689],nan,[5336.16039242],[91.67335471 63.90199622 64.60441312],[91.67335471 63.90199622 64.60441312],[92.0997425 64.5997425 64.5997425],[ 0.42638779 28.19774628 27.49532938],[ 0.42638779 28.19774628 27.49532938],[ 0.  27.5 27.5],92.09974249955192,10.0,0.05542591269581568
-0.0052082680592195705,1,252.670316,-0.0052082680592195705,nan,nan,[2199.53290685 1813.51196644 2307.36388009],nan,[6320.73795435],[94.90234699 73.92390575 70.96775855],[94.90234699 73.92390575 70.96775855],[95.39840545 74.14840545 71.64840545],[ 0.49605846 21.4744997  24.4306469 ],[ 0.49605846 21.4744997  24.4306469 ],[ 0.   21.25 23.75],95.39840544972238,10.0,0.04152853499259031
-0.003242336171065931,1,252.670602,-0.003242336171065931,nan,nan,[2011.6847979  1513.52649007 2229.71729628],nan,[5755.11518443],[92.99485166 69.40219838 66.8286844 ],[92.99485166 69.40219838 66.8286844 ],[93.46517045 69.71517045 67.21517045],[ 0.47031879 24.06297207 26.63648605],[ 0.47031879 24.06297207 26.63648605],[ 0.   23.75 26.25],93.46517045171184,10.0,0.04992604179284793
-0.011139038934555884,1,252.670884,-0.011139038934555884,nan,nan,[1929.14342416 1474.65335486 2258.32793591],nan,[5662.75549147],[92.87845229 69.58957051 67.27974986],[92.87845229 69.58957051 67.27974986],[93.12563036 69.37563036 66.87563036],[ 0.24717808 23.53605986 25.84588051],[ 0.24717808 23.53605986 25.84588051],[ 0.   23.75 26.25],93.12563036472953,10.0,0.07361132768558798
-0.004458086098947151,1,252.671211,-0.004458086098947151,nan,nan,[1937.04731189 1476.6700482  2190.14539517],nan,[5604.11259142],[92.57646423 69.15626389 65.28036934],[92.57646423 69.15626389 65.28036934],[92.97267777 69.22267777 65.47267777],[ 0.39621353 23.81641388 27.69230843],[ 0.39621353 23.81641388 27.69230843],[ 0.   23.75 27.5 ],92.97267776615502,10.0,0.059791410962255355
-0.045683220142351044,1,252.671512,-0.045683220142351044,nan,nan,[1985.72645876 1275.06098994 2171.40691693],nan,[5434.67710113],[91.80699004 63.62013949 64.23018111],[91.80699004 63.62013949 64.23018111],[92.40844859 64.90844859 64.90844859],[ 0.60145855 28.7883091  28.17826748],[ 0.60145855 28.7883091  28.17826748],[ 0.  27.5 27.5],92.40844859150278,10.0,0.036256896148072135
-0.09190874796650442,1,252.942038,-0.09190874796650442,nan,nan,[2042.90946585 1220.4875716  2216.39647622],nan,[5484.83455643],[91.88928501 61.99286834 65.57743446],[91.88928501 61.99286834 65.57743446],[92.57401363 63.82401363 66.32401363],[ 0.68472862 30.58114529 26.99657917],[ 0.68472862 30.58114529 26.99657917],[ 0.   28.75 26.25],92.57401362971011,10.0,0.027753844919732026
-0.057953655935358166,1,252.942496,-0.057953655935358166,nan,nan,[1819.33482736  977.58169609 2126.51363702],nan,[4926.2851228],[90.25968994 57.60916676 61.52194466],[90.25968994 57.60916676 61.52194466],[90.83117451 59.58117451 62.08117451],[ 0.57148457 33.22200775 29.30922985],[ 0.57148457 33.22200775 29.30922985],[ 0.   31.25 28.75],90.83117450692063,10.0,0.034894595249007614
0.00124638340150733,1,252.942804,0.00124638340150733,nan,nan,[1934.3915668  1351.02391704 2204.89713239],nan,[5490.24418674],[92.22901519 66.04504283 65.28786118],[92.22901519 66.04504283 65.28786118],[92.59142096 66.34142096 65.09142096],[ 0.36240578 26.54637814 27.30355978],[ 0.36240578 26.54637814 27.30355978],[ 0.   26.25 27.5 ],92.59142096451124,10.0,0.06387675359379219
-0.013236648274687086,1,252.943093,-0.013236648274687086,nan,nan,[2139.83344467 1560.93467219 2287.59325327],nan,[5989.1541334],[93.8054839  68.78228577 69.23507603],[93.8054839  68.78228577 69.23507603],[94.24607666 69.24607666 69.24607666],[ 0.44059277 25.46379089 25.01100063],[ 0.44059277 25.46379089 25.01100063],[ 0. 25. 25.],94.24607666277836,10.0,0.052909618594378593
0.0012302700406912736,1,252.943379,0.0012302700406912736,nan,nan,[1933.89508475 1496.19181784 2201.11646937],nan,[5631.13409381],[92.72185766 69.40545284 65.63476764],[92.72185766 69.40545284 65.63476764],[93.03849183 69.28849183 65.53849183],[ 0.31663418 23.633039   27.40372419],[ 0.31663418 23.633039   27.40372419],[ 0.   23.75 27.5 ],93.03849183459882,10.0,0.06830280727682742
-0.044936426249286905,1,252.943669,-0.044936426249286905,nan,nan,[1733.93588021  992.47143049 2054.46481085],nan,[4783.02144045],[89.78828715 58.52861212 59.37029169],[89.78828715 58.52861212 59.37029169],[90.40703581 60.40703581 60.40703581],[ 0.61874866 31.87842369 31.03674412],[ 0.61874866 31.87842369 31.03674412],[ 0. 30. 30.],90.40703581133891,10.0,0.028608094415527332
0.0017412225789627078,1,252.943949,0.0017412225789627078,nan,nan,[1637.56404842 1082.09454012 2162.97332705],nan,[4882.54689958],[90.29124191 62.75740554 62.16716459],[90.29124191 62.75740554 62.16716459],[90.56138923 63.06138923 61.81138923],[ 0.27014732 27.80398369 28.39422464],[ 0.27014732 27.80398369 28.39422464],[ 0.   27.5  28.75],90.56138923090843,10.0,0.0706106192779393
-0.0044826402993509195,1,252.944232,-0.0044826402993509195,nan,nan,[2120.43637391 1774.34429158 2279.95173443],nan,[6175.00920337],[94.55282216 73.82312064 69.66732507],[94.55282216 73.82312064 69.66732507],[94.89902024 73.64902024 69.89902024],[ 0.34619808 21.0758996  25.23169518],[ 0.34619808 21.0758996  25.23169518],[ 0.   21.25 25.  ],94.89902024067705,10.0,0.05824226493534347
-0.0237284597640142,1,252.944512,-0.0237284597640142,nan,nan,[2155.81896144 1547.56169668 2268.3744119 ],nan,[5973.17241184],[93.59572845 68.2671638  68.62410503],[93.59572845 68.2671638  68.62410503],[94.18649154 69.18649154 69.18649154],[ 0.59076309 25.91932774 25.56238651],[ 0.59076309 25.91932774 25.56238651],[ 0. 25. 25.],94.18649153879561,10.0,0.0376100381642281
0.0002468957584254693,1,252.94482,0.0002468957584254693,nan,nan,[1827.54125383 1433.4117914  2155.3119743 ],nan,[5416.25164704],[92.04083151 68.84385771 63.72775979],[92.04083151 68.84385771 63.72775979],[92.31672949 68.56672949 63.56672949],[ 0.27589798 23.47287178 28.58896971],[ 0.27589798 23.47287178 28.58896971],[ 0.   23.75 28.75],92.31672949346051,10.0,0.07470821651167514
-0.018536908474311508,1,253.238275,-0.018536908474311508,nan,nan,[2116.81766753 1426.51426813 2274.50185796],nan,[5818.9124401],[93.09028737 66.36127584 68.29065912],[93.09028737 66.36127584 68.29065912],[93.67856614 67.42856614 68.67856614],[ 0.58827877 27.31729031 25.38790703],[ 0.58827877 27.31729031 25.38790703],[ 0.   26.25 25.  ],93.67856614457368,10.0,0.039625117153603076
-0.004016308276081684,1,253.238734,-0.004016308276081684,nan,nan,[1858.62744778 1303.992885   2214.15614774],nan,[5376.9924371],[91.89067821 65.8166788  65.12826185],[91.89067821 65.8166788  65.12826185],[92.18492488 65.93492488 64.68492488],[ 0.29424667 26.36824608 27.05666304],[ 0.29424667 26.36824608 27.05666304],[ 0.   26.25 27.5 ],92.18492488284463,10.0,0.07150905370372891
0.0032378295072158485,1,253.239035,0.0032378295072158485,nan,nan,[1890.13785716 1203.58042933 2185.85571756],nan,[5279.40306598],[91.4201005  63.47034292 64.1170104 ],[91.4201005  63.47034292 64.1170104 ],[91.92132787 64.42132787 64.42132787],[ 0.50122738 28.45098495 27.80431747],[ 0.50122738 28.45098495 27.80431747],[ 0.  27.5 27.5],91.92132787434063,10.0,0.04702570873562098
