#{"t_start": 1765983727.382072, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-0.011764991554453293,1,44.623342,-0.011764991554453293,nan,nan,[2133.22519203 1423.47974766 2257.08527234],nan,[5814.47428443],[92.94777355 65.94439469 67.79000244],[92.94777355 65.94439469 67.79000244],[93.67073021 67.42073021 68.67073021],[ 0.72295666 27.72633553 25.88072777],[ 0.72295666 27.72633553 25.88072777],[ 0.   26.25 25.  ],93.67073021226906,10.0,0.025910152258792535
-0.004552558802587633,1,44.623615,-0.004552558802587633,nan,nan,[2183.24481396 1895.04006988 2327.28781464],nan,[6405.86432923],[95.44409902 75.97340258 71.88291223],[95.44409902 75.97340258 71.88291223],[95.71425112 75.71425112 71.96425112],[ 0.27015209 19.74084854 23.83133888],[ 0.27015209 19.74084854 23.83133888],[ 0.   20.   23.75],95.71425111665975,10.0,0.06155451681701922
-0.059130186573074915,1,44.623935,-0.059130186573074915,nan,nan,[1965.47258929 1175.85165902 2166.57258089],nan,[5311.03725544],[91.36970956 61.55892808 63.71597726],[91.36970956 61.55892808 63.71597726],[92.01824147 63.26824147 64.51824147],[ 0.64853191 30.45931339 28.30226421],[ 0.64853191 30.45931339 28.30226421],[ 0.   28.75 27.5 ],92.01824146979774,10.0,0.03008680775127386
-0.013869379510101837,1,44.624207,-0.013869379510101837,nan,nan,[2169.48061963 1737.03420005 2272.27991909],nan,[6179.65181813],[94.45832896 72.18288111 69.46166682],[94.45832896 72.18288111 69.46166682],[94.91298365 72.41298365 69.91298365],[ 0.45465469 22.73010254 25.45131683],[ 0.45465469 22.73010254 25.45131683],[ 0.  22.5 25. ],94.91298365007887,10.0,0.04760573271254896
-0.11162173329952538,1,44.624479,-0.11162173329952538,nan,nan,[1904.18313146 1031.2703283  2119.42586202],nan,[5060.52797081],[90.61495248 57.84990731 61.75330583],[90.61495248 57.84990731 61.75330583],[91.23705808 59.98705808 62.48705808],[ 0.6221056  33.38715076 29.48375225],[ 0.6221056  33.38715076 29.48375225],[ 0.   31.25 28.75],91.2370580780792,10.0,0.029714430594214348
-0.09228717025285021,1,44.624759,-0.09228717025285021,nan,nan,[2221.25644454 1692.87803377 2255.12874788],nan,[6174.96192381],[94.26118067 70.23065737 68.96640947],[94.26118067 70.23065737 68.96640947],[94.90190676 71.15190676 69.90190676],[ 0.64072609 24.67124939 25.93549728],[ 0.64072609 24.67124939 25.93549728],[ 0.   23.75 25.  ],94.90190675514724,10.0,0.030461665491128245
0.0007229894381325132,1,44.62503,0.0007229894381325132,nan,nan,[1675.00338789 1096.17063854 2156.79273002],nan,[4927.93112803],[90.46094504 62.85408106 62.22293463],[90.46094504 62.85408106 62.22293463],[90.7743701 63.2743701 62.0243701],[ 0.31342506 27.92028904 28.55143547],[ 0.31342506 27.92028904 28.55143547],[ 0.   27.5  28.75],90.77437010451138,10.0,0.06587338954043773
-0.03280946892500364,1,44.873048,-0.03280946892500364,nan,nan,[1970.96655743 1278.17146255 2184.02805756],nan,[5434.94925553],[91.89028938 63.89744003 64.55822666],[91.89028938 63.89744003 64.55822666],[92.41012772 64.91012772 64.91012772],[ 0.51983833 28.51268768 27.85190105],[ 0.51983833 28.51268768 27.85190105],[ 0.  27.5 27.5],92.4101277166966,10.0,0.04529052170826135
-0.03161379805151617,1,44.873653,-0.03161379805151617,nan,nan,[2188.47445367 1750.35565248 2263.74980387],nan,[6204.54140121],[94.47910941 72.10178531 69.3052069 ],[94.47910941 72.10178531 69.3052069 ],[94.99848522 72.49848522 69.99848522],[ 0.5193758  22.89669991 25.69327831],[ 0.5193758  22.89669991 25.69327831],[ 0.  22.5 25. ],94.99848521576271,10.0,0.04078803647503732
-0.06290973472502459,1,44.873958,-0.06290973472502459,nan,nan,[2253.11096625 1863.496351   2291.6513853 ],nan,[6412.29265885],[95.11764276 73.88376462 70.83354699],[95.11764276 73.88376462 70.83354699],[95.72653997 74.47653997 71.97653997],[ 0.60889721 21.84277534 24.89299297],[ 0.60889721 21.84277534 24.89299297],[ 0.   21.25 23.75],95.72653996636248,10.0,0.028679054093833402
-0.04769978016265947,1,44.874239,-0.04769978016265947,nan,nan,[1728.28609845  995.51613008 2064.0938035 ],nan,[4790.1809378],[89.85926497 58.73278487 59.60959304],[89.85926497 58.73278487 59.60959304],[90.42118418 60.42118418 60.42118418],[ 0.56191921 31.68839931 30.81159115],[ 0.56191921 31.68839931 30.81159115],[ 0. 30. 30.],90.42118418362037,10.0,0.03480913741379561
-0.07602201002310717,1,44.874518,-0.07602201002310717,nan,nan,[1853.30353909  999.05646981 2124.38580876],nan,[4980.53211828],[90.40574547 57.71960255 61.63128849],[90.40574547 57.71960255 61.63128849],[90.99302288 59.74302288 62.24302288],[ 0.58727741 33.27342033 29.36173439],[ 0.58727741 33.27342033 29.36173439],[ 0.   31.25 28.75],90.99302288150645,10.0,0.033302548057686066
-0.02872850674654793,1,44.874795,-0.02872850674654793,nan,nan,[2112.11555045 1537.24964715 2222.89247852],nan,[5873.94517285],[93.28131848 68.10774975 67.0360487 ],[93.28131848 68.10774975 67.0360487 ],[93.85763817 68.85763817 67.60763817],[ 0.57631969 25.74988842 26.82158947],[ 0.57631969 25.74988842 26.82158947],[ 0.   25.   26.25],93.85763817382136,10.0,0.040833150229676186
0.0004540665904924957,1,44.87511,0.0004540665904924957,nan,nan,[2027.92002394 1561.08875342 2247.01865369],nan,[5836.00093172],[93.39510261 69.98051463 67.57504045],[93.39510261 69.98051463 67.57504045],[93.73632728 69.98632728 67.48632728],[ 0.34122467 23.75581264 26.16128683],[ 0.34122467 23.75581264 26.16128683],[ 0.   23.75 26.25],93.73632727873633,10.0,0.06362167669206419
-0.004687186518258398,1,44.875393,-0.004687186518258398,nan,nan,[1845.80070841 1299.25885197 2216.72027014],nan,[5362.03115892],[91.84833428 65.80289265 65.13642451],[91.84833428 65.80289265 65.13642451],[92.12430855 65.87430855 64.62430855],[ 0.27597427 26.3214159  26.98788404],[ 0.27597427 26.3214159  26.98788404],[ 0.   26.25 27.5 ],92.12430855303074,10.0,0.07360400405822565
-0.06803775489277121,1,44.875673,-0.06803775489277121,nan,nan,[1670.52983129  968.52428168 2078.3279131 ],nan,[4720.59381212],[89.71925979 58.79628901 59.71397643],[89.71925979 58.79628901 59.71397643],[90.1896215 60.1896215 60.1896215],[ 0.47036171 31.39333248 30.47564507],[ 0.47036171 31.39333248 30.47564507],[ 0. 30. 30.],90.18962149519815,10.0,0.04426352682896867
-0.008360410262633415,1,44.875947,-0.008360410262633415,nan,nan,[1891.95770806 1216.19176634 2192.38911764],nan,[5300.98177587],[91.52933394 63.67912089 64.35523783],[91.52933394 63.67912089 64.35523783],[91.98877608 64.48877608 64.48877608],[ 0.45944214 28.30965519 27.63353825],[ 0.45944214 28.30965519 27.63353825],[ 0.  27.5 27.5],91.98877607725336,10.0,0.05169517949907826
-0.03238901774749642,1,45.120057,-0.03238901774749642,nan,nan,[1877.94239617 1070.24953752 2191.69949505],nan,[5141.55672847],[90.997248   60.02661736 63.84483368],[90.997248   60.02661736 63.84483368],[91.49644882 61.49644882 63.99644882],[ 0.49920082 31.46983147 27.65161514],[ 0.49920082 31.46983147 27.65161514],[ 0.  30.  27.5],91.49644882443336,10.0,0.0454477842759096
0.008000908210752077,1,45.12048,0.008000908210752077,nan,nan,[2101.86634329 1629.61113978 2303.39291572],nan,[6034.38759297],[94.15305416 70.77539484 69.86728947],[94.15305416 70.77539484 69.86728947],[94.41561501 70.66561501 69.41561501],[ 0.26256084 23.64022017 24.54832554],[ 0.26256084 23.64022017 24.54832554],[ 0.   23.75 25.  ],94.4156150078277,10.0,0.0699727075089066
-0.00021656249029964914,1,45.120772,-0.00021656249029964914,nan,nan,[1684.08644205 1007.29421428 2132.55353063],nan,[4823.94463381],[90.03060528 60.60040184 61.35678001],[90.03060528 60.60040184 61.35678001],[90.51644989 61.76644989 61.76644989],[ 0.48584461 29.91604805 29.15966988],[ 0.48584461 29.91604805 29.15966988],[ 0.   28.75 28.75],90.51644988769515,10.0,0.04559436253751233
-0.003914839969848776,1,45.121052,-0.003914839969848776,nan,nan,[1995.43094065 1350.65753581 2237.62252333],nan,[5583.9296017],[92.39742976 65.95793944 66.4792512 ],[92.39742976 65.95793944 66.4792512 ],[92.8996871 66.6496871 66.6496871],[ 0.50225735 26.94174767 26.42043591],[ 0.50225735 26.94174767 26.42043591],[ 0.   26.25 26.25],92.89968710461183,10.0,0.04956597108022475
-0.007252320919531705,1,45.121331,-0.007252320919531705,nan,nan,[1558.14645563 1017.5332205  2161.64535751],nan,[4737.66862458],[89.78189685 62.24043586 61.62535884],[89.78189685 62.24043586 61.62535884],[90.05343654 62.55343654 61.30343654],[ 0.27153969 27.81300068 28.4280777 ],[ 0.27153969 27.81300068 28.4280777 ],[ 0.   27.5  28.75],90.05343653893549,10.0,0.07013259375791983
-0.10717384410647919,1,45.121608,-0.10717384410647919,nan,nan,[1898.57924721 1031.37888915 2123.97355421],nan,[5059.35399473],[90.63988092 57.94074419 61.86128976],[90.63988092 57.94074419 61.86128976],[91.23318555 59.98318555 62.48318555],[ 0.59330463 33.29244137 29.37189579],[ 0.59330463 33.29244137 29.37189579],[ 0.   31.25 28.75],91.23318555358101,10.0,0.032817369706271485
0.007549010450506426,1,45.121879,0.007549010450506426,nan,nan,[2131.29310091 1808.07516476 2293.85919128],nan,[6232.75694548],[94.86869222 74.26633245 70.28095609],[94.86869222 74.26633245 70.28095609],[95.10950929 73.85950929 70.10950929],[ 0.24081707 20.84317684 24.8285532 ],[ 0.24081707 20.84317684 24.8285532 ],[ 0.   21.25 25.  ],95.10950928873521,10.0,0.06936645800531815
-0.008115368574175172,1,45.122199,-0.008115368574175172,nan,nan,[1947.25210272 1480.28110897 2252.56451899],nan,[5680.55872896],[92.90749929 69.55862186 67.19319007],[92.90749929 69.55862186 67.19319007],[93.20029161 69.45029161 66.95029161],[ 0.29279232 23.64166975 26.00710154],[ 0.29279232 23.64166975 26.00710154],[ 0.   23.75 26.25],93.2002916065473,10.0,0.06874388092470246
-0.0436501753255869,1,45.122475,-0.0436501753255869,nan,nan,[2055.62373575 1317.4270179  2224.32561596],nan,[5599.82070116],[92.33472952 64.11591657 66.16690286],[92.33472952 64.11591657 66.16690286],[92.94973024 65.44973024 66.69973024],[ 0.61500072 28.83381367 26.78282738],[ 0.61500072 28.83381367 26.78282738],[ 0.   27.5  26.25],92.94973024138575,10.0,0.03642096370157196
-0.013322006176053992,1,45.122754,-0.013322006176053992,nan,nan,[1866.44217293 1232.01060622 2145.39295536],nan,[5244.54441304],[91.41255715 63.65173676 62.97520497],[91.41255715 63.65173676 62.97520497],[91.81432107 64.31432107 63.06432107],[ 0.40176392 28.1625843  28.8391161 ],[ 0.40176392 28.1625843  28.8391161 ],[ 0.   27.5  28.75],91.81432106517853,10.0,0.0567396593969542
-0.03633648807461552,1,45.37414,-0.03633648807461552,nan,nan,[2191.23164303 1750.80774612 2261.19107773],nan,[6205.48532232],[94.46385543 72.05263298 69.2368428 ],[94.46385543 72.05263298 69.2368428 ],[95.00225227 72.50225227 70.00225227],[ 0.53839684 22.94961929 25.76540947],[ 0.53839684 22.94961929 25.76540947],[ 0.  22.5 25. ],95.00225226867428,10.0,0.03879881491761887
-0.03900862375449562,1,45.374554,-0.03900862375449562,nan,nan,[1876.79023652 1081.61992664 2128.17169554],nan,[5088.56683859],[90.78191133 59.70049234 62.05865712],[90.78191133 59.70049234 62.05865712],[91.32690759 61.32690759 62.57690759],[ 0.54499626 31.62641525 29.26825047],[ 0.54499626 31.62641525 29.26825047],[ 0.   30.   28.75],91.32690758951057,10.0,0.0388075881869142
-0.02466649950344029,1,45.374846,-0.02466649950344029,nan,nan,[2211.59351402 1903.86330493 2305.84593261],nan,[6422.88705297],[95.32068635 75.66442395 71.28873254],[95.32068635 75.66442395 71.28873254],[95.76443101 75.76443101 72.01443101],[ 0.44374466 20.10000706 24.47569847],[ 0.44374466 20.10000706 24.47569847],[ 0.   20.   23.75],95.76443100973466,10.0,0.04347867323088013
-0.011679094433459764,1,45.375124,-0.011679094433459764,nan,nan,[1766.53537907 1019.89874924 2142.09898148],nan,[4929.10878505],[90.39014712 59.52919379 61.91888705],[90.39014712 59.52919379 61.91888705],[90.84058657 60.84058657 62.09058657],[ 0.45043945 31.31139278 28.92169952],[ 0.45043945 31.31139278 28.92169952],[ 0.   30.   28.75],90.84058657236575,10.0,0.04877690797476558
-0.04735406038975171,1,45.375391,-0.04735406038975171,nan,nan,[2039.08589672 1302.47046773 2225.57474192],nan,[5569.76861796],[92.24341197 64.04776854 66.09956546],[92.24341197 64.04776854 66.09956546],[92.84856124 65.34856124 66.59856124],[ 0.60514927 28.80079269 26.74899578],[ 0.60514927 28.80079269 26.74899578],[ 0.   27.5  26.25],92.84856123763291,10.0,0.03744402819053398
0.0007103906019116256,1,45.375667,0.0007103906019116256,nan,nan,[2178.90460854 1807.99521733 2323.71876987],nan,[6310.57376601],[94.99955761 74.18094503 71.42697441],[94.99955761 74.18094503 71.42697441],[95.36678421 74.11678421 71.61678421],[ 0.3672266  21.18583918 23.9398098 ],[ 0.3672266  21.18583918 23.9398098 ],[ 0.   21.25 23.75],95.36678421110699,10.0,0.05524315107134664
-0.04166553253242478,1,45.375938,-0.04166553253242478,nan,nan,[1721.81034618 1188.46920861 2215.1038878 ],nan,[5127.51985103],[91.0926419  65.03866489 64.33775957],[91.0926419  65.03866489 64.33775957],[91.36902149 65.11902149 63.86902149],[ 0.27637959 26.3303566  27.03126192],[ 0.27637959 26.3303566  27.03126192],[ 0.   26.25 27.5 ],91.36902148732459,10.0,0.07310200478413274
-0.08887189894875212,1,45.376214,-0.08887189894875212,nan,nan,[1803.15595901 1004.26379885 2080.64263143],nan,[4892.41036728],[90.24956063 57.77618722 60.30895546],[90.24956063 57.77618722 60.30895546],[90.72961167 59.47961167 60.72961167],[ 0.48005104 32.95342445 30.4206562 ],[ 0.48005104 32.95342445 30.4206562 ],[ 0.   31.25 30.  ],90.72961166896616,10.0,0.04214130428585905
-0.013771120733870263,1,45.376527,-0.013771120733870263,nan,nan,[1819.67965045 1255.63826313 2209.06850853],nan,[5285.11424158],[91.58204444 65.45634635 64.71421368],[91.58204444 65.45634635 64.71421368],[91.90682299 65.65682299 64.40682299],[ 0.32477856 26.45047665 27.19260931],[ 0.32477856 26.45047665 27.19260931],[ 0.   26.25 27.5 ],91.906822994008,10.0,0.06777909604493784
-0.03873326383770425,1,45.376813,-0.03873326383770425,nan,nan,[2186.60543751 1737.36586108 2254.66242121],nan,[6181.02783361],[94.33579533 71.82895271 68.97291271],[94.33579533 71.82895271 68.97291271],[94.92144672 72.42144672 69.92144672],[ 0.5856514  23.09249401 25.94853401],[ 0.5856514  23.09249401 25.94853401],[ 0.  22.5 25. ],94.92144672488331,10.0,0.03389640138925552
-0.1164598797349428,1,45.627016,-0.1164598797349428,nan,nan,[2230.07047828 1620.66969001 2255.13608031],nan,[6112.99543574],[93.98221723 68.42814676 68.74434701],[93.98221723 68.42814676 68.74434701],[94.67963926 69.67963926 69.67963926],[ 0.69742203 26.2514925  25.93529224],[ 0.69742203 26.2514925  25.93529224],[ 0. 25. 25.],94.6796392563911,10.0,0.026830163554200943
-0.0049225375016176045,1,45.627456,-0.0049225375016176045,nan,nan,[2090.61687904 1746.28908333 2285.88752102],nan,[6123.09489503],[94.42812864 73.75722592 69.66677134],[94.42812864 73.75722592 69.66677134],[94.72720568 73.47720568 69.72720568],[ 0.29907703 20.96997976 25.06043434],[ 0.29907703 20.96997976 25.06043434],[ 0.   21.25 25.  ],94.72720567811923,10.0,0.06322581373473332
-0.06165453922297045,1,45.627753,-0.06165453922297045,nan,nan,[1966.08832957 1180.8861397  2170.70794015],nan,[5320.96302467],[91.42543566 61.67673838 63.85162127],[91.42543566 61.67673838 63.85162127],[92.0478512 63.2978512 64.5478512],[ 0.62241554 30.37111282 28.19622993],[ 0.62241554 30.37111282 28.19622993],[ 0.   28.75 27.5 ],92.04785120102724,10.0,0.032997276386794665
-0.029679865577186007,1,45.628028,-0.029679865577186007,nan,nan,[1919.68204475 1144.31339758 2176.34708891],nan,[5241.89831962],[91.22273149 61.56765165 63.75450315],[91.22273149 61.56765165 63.75450315],[91.80548372 63.05548372 64.30548372],[ 0.58275223 30.23783207 28.05098057],[ 0.58275223 30.23783207 28.05098057],[ 0.   28.75 27.5 ],91.80548371728787,10.0,0.037225949005334776
0.016862064072771604,1,45.628301,0.016862064072771604,nan,nan,[2114.49535448 1647.12676161 2305.24201744],nan,[6065.84130748],[94.28158994 70.92179532 70.03651852],[94.28158994 70.92179532 70.03651852],[94.53011746 70.78011746 69.53011746],[ 0.24852753 23.60832214 24.49359894],[ 0.24852753 23.60832214 24.49359894],[ 0.   23.75 25.  ],94.53011746240234,10.0,0.07148458651930878
-0.022320600097263242,1,45.62857,-0.022320600097263242,nan,nan,[1684.33009758 1030.31554237 2152.08563349],nan,[4867.81779958],[90.26908092 61.10288314 61.96170501],[90.26908092 61.10288314 61.96170501],[90.63228301 61.88228301 61.88228301],[ 0.3632021  29.52939987 28.670578  ],[ 0.3632021  29.52939987 28.670578  ],[ 0.   28.75 28.75],90.63228301449317,10.0,0.05913918122514015
-0.020562341097247926,1,45.628843,-0.020562341097247926,nan,nan,[1932.08058811 1266.94550744 2199.73856784],nan,[5399.8750041],[91.88785189 64.13890951 64.86301058],[91.88785189 64.13890951 64.86301058],[92.30314844 64.80314844 64.80314844],[ 0.41529655 28.16423893 27.44013786],[ 0.41529655 28.16423893 27.44013786],[ 0.  27.5 27.5],92.30314844303516,10.0,0.056807834220463406
-0.006021421058969057,1,45.629118,-0.006021421058969057,nan,nan,[2073.38141367 1746.02273803 2298.15437179],nan,[6117.92690962],[94.50993243 73.95473186 70.01083556],[94.50993243 73.95473186 70.01083556],[94.71353713 73.46353713 69.71353713],[ 0.2036047  20.75880527 24.70270157],[ 0.2036047  20.75880527 24.70270157],[ 0.   21.25 25.  ],94.71353713024924,10.0,0.07338685767615902
-0.0081322283441239,1,45.629391,-0.0081322283441239,nan,nan,[2023.32237906 1522.65215327 2226.1620429 ],nan,[5772.60601673],[93.02673778 69.39101181 66.79128609],[93.02673778 69.39101181 66.79128609],[93.52436027 69.77436027 67.27436027],[ 0.49762249 24.13334846 26.73307419],[ 0.49762249 24.13334846 26.73307419],[ 0.   23.75 26.25],93.52436027406667,10.0,0.04710229247061575
-0.03352487246986298,1,45.629705,-0.03352487246986298,nan,nan,[2010.83155951 1289.0615568  2235.8442326 ],nan,[5537.59382017],[92.21028853 64.18415118 66.27481986],[92.21028853 64.18415118 66.27481986],[92.74401236 65.24401236 66.49401236],[ 0.53372383 28.55986118 26.4691925 ],[ 0.53372383 28.55986118 26.4691925 ],[ 0.   27.5  26.25],92.74401236378051,10.0,0.04527892431822805
-0.013465169820067152,1,45.886325,-0.013465169820067152,nan,nan,[1623.53357445 1012.87291258 2098.10634004],nan,[4735.15042311],[89.8467458  60.69656975 60.17278798],[89.8467458  60.69656975 60.17278798],[90.17525799 61.42525799 60.17525799],[ 0.32851219 29.47868824 30.00247002],[ 0.32851219 29.47868824 30.00247002],[ 0.   28.75 30.  ],90.17525799279642,10.0,0.06090243446179292
-0.0013832918139848368,1,45.886742,-0.0013832918139848368,nan,nan,[1981.96642845 1340.34120972 2239.65447681],nan,[5562.03905421],[92.34031261 65.93621792 66.46300377],[92.34031261 65.93621792 66.46300377],[92.82761635 66.57761635 66.57761635],[ 0.48730373 26.89139843 26.36461258],[ 0.48730373 26.89139843 26.36461258],[ 0.   26.25 26.25],92.82761634747504,10.0,0.0511726871234222
-0.016492239550492213,1,45.887025,-0.016492239550492213,nan,nan,[1681.93676366 1019.32546814 2144.04924978],nan,[4846.11071377],[90.15991932 60.89843517 61.70111423],[90.15991932 60.89843517 61.70111423],[90.57394748 61.82394748 61.82394748],[ 0.41402817 29.67551231 28.87283325],[ 0.41402817 29.67551231 28.87283325],[ 0.   28.75 28.75],90.57394748388732,10.0,0.05345696637521152
0.0011874007699476435,1,45.887296,0.0011874007699476435,nan,nan,[2174.46229039 1812.41254751 2330.54250915],nan,[6317.34233488],[95.08397027 74.32422562 71.66363164],[95.08397027 74.32422562 71.66363164],[95.39561673 74.14561673 71.64561673],[ 0.31164646 21.07139111 23.73198509],[ 0.31164646 21.07139111 23.73198509],[ 0.   21.25 23.75],95.39561672895417,10.0,0.061027621138243705
-0.003845164710876266,1,45.887578,-0.003845164710876266,nan,nan,[2134.56219604 1796.56220268 2283.31584289],nan,[6214.67920626],[94.71443136 74.01378353 69.90128954],[94.71443136 74.01378353 69.90128954],[95.03606756 73.78606756 70.03606756],[ 0.3216362  21.02228403 25.13477802],[ 0.3216362  21.02228403 25.13477802],[ 0.   21.25 25.  ],95.03606755973027,10.0,0.060831288409015784
-0.06912764994995374,1,45.887848,-0.06912764994995374,nan,nan,[1800.1551101   976.33060027 2136.47115683],nan,[4916.35542816],[90.29492246 57.79060709 61.74027788],[90.29492246 57.79060709 61.74027788],[90.80252039 59.55252039 62.05252039],[ 0.50759792 33.0119133  29.06224251],[ 0.50759792 33.0119133  29.06224251],[ 0.   31.25 28.75],90.80252038779456,10.0,0.041762354913059165
-0.006051444594678696,1,45.888118,-0.006051444594678696,nan,nan,[1954.83890206 1563.64821518 2250.84582904],nan,[5769.68209539],[93.23716936 71.29742203 67.43903933],[93.23716936 71.29742203 67.43903933],[93.49402247 70.99402247 67.24402247],[ 0.2568531  22.19660044 26.05498314],[ 0.2568531  22.19660044 26.05498314],[ 0.   22.5  26.25],93.49402246549951,10.0,0.07108687979989653
-0.1039772110312426,1,45.888391,-0.1039772110312426,nan,nan,[1894.92494839 1022.69551906 2117.21138518],nan,[5040.07237933],[90.53970468 57.74453771 61.63683069],[90.53970468 57.74453771 61.63683069],[91.17489469 59.92489469 62.42489469],[ 0.63519001 33.43035698 29.538064  ],[ 0.63519001 33.43035698 29.538064  ],[ 0.   31.25 28.75],91.1748946920117,10.0,0.028261753565920245
-0.0035806125366124406,1,45.88867,-0.0035806125366124406,nan,nan,[1929.59441401 1406.70051205 2199.43834634],nan,[5535.93149266],[92.37016444 67.61101965 65.30036454],[92.37016444 67.61101965 65.30036454],[92.74842982 67.74842982 65.24842982],[ 0.37826538 25.13741016 27.44806528],[ 0.37826538 25.13741016 27.44806528],[ 0.  25.  27.5],92.74842981698541,10.0,0.06321491414656845
-0.027721142635957784,1,45.888979,-0.027721142635957784,nan,nan,[1737.32223875 1006.5232223  2069.45474393],nan,[4814.63487677],[89.96429557 58.910433   59.80982894],[89.96429557 58.910433   59.80982894],[90.49533481 60.49533481 60.49533481],[ 0.53103924 31.58490181 30.68550587],[ 0.53103924 31.58490181 30.68550587],[ 0. 30. 30.],90.49533480663773,10.0,0.0382250492565734
0.0026686397010512795,1,46.134421,0.0026686397010512795,nan,nan,[1692.31190247 1113.19134081 2158.00009707],nan,[4963.37088587],[90.58192174 62.98741262 62.36836355],[90.58192174 62.98741262 62.36836355],[90.88915746 63.38915746 62.13915746],[ 0.30723572 27.90174484 28.52079391],[ 0.30723572 27.90174484 28.52079391],[ 0.   27.5  28.75],90.88915745993118,10.0,0.06663732611045259
-0.08233153715692597,1,46.134874,-0.08233153715692597,nan,nan,[2188.68713366 1625.09440827 2223.21352598],nan,[6041.96951427],[93.85868811 68.66883062 67.62547278],[93.85868811 68.66883062 67.62547278],[94.43838381 69.43838381 68.18838381],[ 0.5796957  25.76955318 26.81291103],[ 0.5796957  25.76955318 26.81291103],[ 0.   25.   26.25],94.43838380941237,10.0,0.04059311668944124
-0.06189197546589487,1,46.135156,-0.06189197546589487,nan,nan,[1819.86872764  980.0101466  2128.39146066],nan,[4931.32242777],[90.28634268 57.66269404 61.58329684],[90.28634268 57.66269404 61.58329684],[90.84611136 59.59611136 62.09611136],[ 0.55976868 33.18341732 29.26281452],[ 0.55976868 33.18341732 29.26281452],[ 0.   31.25 28.75],90.84611136054576,10.0,0.036168054985392085
-0.04589125408873128,1,46.135431,-0.04589125408873128,nan,nan,[2037.13936187 1312.87859816 2233.75003605],nan,[5586.33163373],[92.35535913 64.29026419 66.37913996],[92.35535913 64.29026419 66.37913996],[92.90563398 65.40563398 66.65563398],[ 0.55027485 28.6153698  26.52649403],[ 0.55027485 28.6153698  26.52649403],[ 0.   27.5  26.25],92.90563398390435,10.0,0.04355454363677372
0.009658862656847138,1,46.135707,0.009658862656847138,nan,nan,[1666.29234803 1110.36631132 2165.23004659],nan,[4941.41142179],[90.49473047 62.98194647 62.41624594],[90.49473047 62.98194647 62.41624594],[90.75284719 63.25284719 62.00284719],[ 0.25811672 27.77090073 28.33660126],[ 0.25811672 27.77090073 28.33660126],[ 0.   27.5  28.75],90.75284719457956,10.0,0.07211137102786039
-0.019451919786885225,1,46.13598,-0.019451919786885225,nan,nan,[1742.29027289 1158.76692104 2160.46390167],nan,[5062.50585018],[90.90111749 63.33054559 62.73857133],[90.90111749 63.33054559 62.73857133],[91.19673269 63.69673269 62.44673269],[ 0.2956152  27.8661871  28.45816135],[ 0.2956152  27.8661871  28.45816135],[ 0.   27.5  28.75],91.19673268720969,10.0,0.06813148929527757
-0.04503152030272795,1,46.136255,-0.04503152030272795,nan,nan,[2053.97378429 1318.21149246 2226.04404832],nan,[5600.75142859],[92.34947663 64.15824395 66.21660214],[92.34947663 64.15824395 66.21660214],[92.9528759 65.4528759 66.7028759],[ 0.60339928 28.79463196 26.73627377],[ 0.60339928 28.79463196 26.73627377],[ 0.   27.5  26.25],92.95287590450052,10.0,0.03770703735441018
-0.02577515199101707,1,46.13653,-0.02577515199101707,nan,nan,[1796.53960397 1049.0273553  2147.63460064],nan,[4994.48889701],[90.62241614 59.83793318 62.2577101 ],[90.62241614 59.83793318 62.2577101 ],[91.04048788 61.04048788 62.29048788],[ 0.41807175 31.2025547  28.78277779],[ 0.41807175 31.2025547  28.78277779],[ 0.   30.   28.75],91.04048788234488,10.0,0.052439379803095015
-0.10769326619521294,1,46.136806,-0.10769326619521294,nan,nan,[2009.58577256 1218.12332888 2165.22855417],nan,[5398.7517477],[91.63424883 61.79468069 63.95854387],[91.63424883 61.79468069 63.95854387],[92.29518327 63.54518327 64.79518327],[ 0.66093445 30.50050259 28.3366394 ],[ 0.66093445 30.50050259 28.3366394 ],[ 0.   28.75 27.5 ],92.29518327333261,10.0,0.028898074683162873
-0.06312985493188829,1,46.137079,-0.06312985493188829,nan,nan,[2134.13697898 1295.00415533 2278.35307684],nan,[5711.09962005],[92.69941101 62.96043644 68.0431963 ],[92.69941101 62.96043644 68.0431963 ],[93.32081566 64.57081566 68.32081566],[ 0.62140465 30.36037922 25.27761936],[ 0.62140465 30.36037922 25.27761936],[ 0.   28.75 25.  ],93.32081565742021,10.0,0.03666463957108612
-0.05160276023434349,1,46.384629,-0.05160276023434349,nan,nan,[2250.1549007  1865.9959917  2297.89299359],nan,[6417.35541852],[95.17646752 74.045467   71.03290997],[95.17646752 74.045467   71.03290997],[95.74328862 74.49328862 71.99328862],[ 0.5668211  21.69782162 24.71037865],[ 0.5668211  21.69782162 24.71037865],[ 0.   21.25 23.75],95.74328861598663,10.0,0.03363862641808579
