#{"t_start": 1756546378.0724914, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
0.3221608,1,438.428912,0.3221608199149775,"[2455.6730850585545, 1757.9372579516728, 2516.634468007644]",6708.632226432118,6708.632226432118,[97.77290634 72.74172926 72.10561409],[90.14219189 67.8387394  68.77128029],[94. 69. 69.],[-3.77290634 21.25827074 21.89438591],[ 3.85780811 26.1612606  25.22871971],[ 0. 25. 25.],94.0,10.0,0.05
4.0180616,1,438.435802,4.018061874784365,"[2657.2824896432776, 1877.260072018415, 2409.0728104878103]",6675.393914287828,6675.393914287828,[95.80176166 74.42724133 72.87077322],[88.17104721 69.52425146 69.53643942],[94. 69. 69.],[-1.80176166 19.57275867 21.12922678],[ 5.82895279 24.47574854 24.46356058],[ 0. 25. 25.],94.0,10.0,0.025
3.105054,1,438.436061,3.1050540187692484,"[2433.050624696692, 1334.664236937948, 2042.0850978792882]",5634.8352801952,5634.8352801952,[92.84542945 67.69438744 65.95072975],[85.214715   62.79139757 62.61639595],[90.   62.5  61.25],[-2.84542945 22.30561256 24.04927025],[ 4.785285   27.20860243 27.38360405],[ 0.   27.5  28.75],90.0,10.0,0.075
1.9895006,1,438.436278,1.9895006527596175,"[2523.996169873076, 1857.7343968259768, 2426.470353087808]",6675.393914287828,6675.393914287828,[96.92931465 74.3683877  71.40247478],[89.2986002  69.46539783 68.06814098],[94. 69. 69.],[-2.92931465 19.6316123  22.59752522],[ 4.7013998  24.53460217 25.93185902],[ 0. 25. 25.],94.0,10.0,0.025
-3.210637,1,438.436486,-3.2106370100933757,"[2530.4172466811106, 1621.5253820420978, 2309.128617982974]",6675.393914287828,6675.393914287828,[97.25591472 72.27967882 72.78558387],[89.62520027 67.37668896 69.45125008],[94. 69. 69.],[-3.25591472 21.72032118 21.21441613],[ 4.37479973 26.62331104 24.54874992],[ 0. 25. 25.],94.0,10.0,0.025
-2.9911337,1,438.436692,-2.9911337104234716,"[2482.3300547310673, 1718.0231948537328, 2275.3707070292076]",6675.393914287828,6675.393914287828,[95.86502365 74.05680323 71.77176609],[88.2343092  69.15381336 68.43743229],[94. 69. 69.],[-1.86502365 19.94319677 22.22823391],[ 5.7656908  24.84618664 25.56256771],[ 0. 25. 25.],94.0,10.0,0.025
-3.85972,1,438.4369,-3.8597200861233283,"[2472.594648955456, 1287.010563495947, 2088.138386444034]",6082.511517684261,6082.511517684261,[96.32077316 69.01556921 69.17597236],[88.69005871 64.11257935 65.84163857],[92.  64.5 64.5],[-4.32077316 22.98443079 22.82402764],[ 3.30994129 27.88742065 26.15836143],[ 0.  27.5 27.5],92.0,10.0,0.05
4.199569,1,438.437107,4.199569427761854,"[2332.05899376892, 1021.909025596742, 2342.7983693549586]",5467.168837650526,5467.168837650526,[90.24354366 59.17538404 62.40760555],[82.61282921 54.27239418 59.07327175],[90.  57.5 60. ],[-0.24354366 30.82461596 27.59239445],[ 7.38717079 35.72760582 30.92672825],[ 0.  32.5 30. ],90.0,10.0,0.025
1.2981123,1,438.437309,1.2981122655273152,"[2182.4673280579746, 1075.5462067251888, 2280.125292125992]",5467.168837650526,5467.168837650526,[89.61974052 60.68156958 61.09148731],[81.98902607 55.77857971 57.75715351],[90.  57.5 60. ],[ 0.38025948 29.31843042 28.90851269],[ 8.01097393 34.22142029 32.24284649],[ 0.  32.5 30. ],90.0,10.0,0.025
-5.091673,1,438.437507,-5.091672811861262,"[2524.2903845687288, 1266.8026885873887, 1981.716859303884]",6082.511517684261,6082.511517684261,[94.1463528  68.89471006 68.38323774],[86.51563835 63.9917202  65.04890394],[92.  64.5 64.5],[-2.1463528  23.10528994 23.61676226],[ 5.48436165 28.0082798  26.95109606],[ 0.  27.5 27.5],92.0,10.0,0.05
-3.9042282,1,884.648167,-3.5820673573989317,"[2343.546785982072, 963.4845115735959, 1983.8500691249776]",5505.842001501657,5505.842001501657,[93.72458843 63.37756395 64.62395658],[86.09387398 58.47457409 61.28962278],[90.   61.25 60.  ],[-3.72458843 26.62243605 25.37604342],[ 3.90612602 31.52542591 28.71037722],[ 0.   28.75 30.  ],90.0,10.0,0.05
9.807037,1,884.648671,13.825098975981598,"[2676.6939396167163, 1793.8065870267183, 2296.6083415572116]",6162.727860477773,6162.727860477773,[94.86239055 70.52833986 69.40766038],[87.2316761  65.62535    66.07332659],[92.   65.75 64.5 ],[-2.86239055 21.47166014 22.59233962],[ 4.7683239  26.37465    25.92667341],[ 0.   26.25 27.5 ],92.0,10.0,0.075
-6.9844246,1,884.648954,-3.879370620783317,"[2518.6471411653542, 1551.195466839718, 2170.230256227157]",6708.632226432118,6708.632226432118,[98.73608879 73.2185092  74.12442817],[91.10537434 68.31551933 70.79009438],[94. 69. 69.],[-4.73608879 20.7814908  19.87557183],[ 2.89462566 25.68448067 23.20990562],[ 0. 25. 25.],94.0,10.0,0.05
-2.23828,1,884.649202,-0.2487795230996559,"[2639.658895933301, 2014.6690894213582, 2448.513508029777]",7265.4629093692565,7265.4629093692565,[100.16667846  79.09586763  77.23486509],[92.53596401 74.19287777 73.90053129],[96.   74.75 73.5 ],[-4.16667846 16.90413237 18.76513491],[ 3.46403599 21.80712223 22.09946871],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-2.0611908,1,884.649444,-5.27182775948749,"[2399.7135033789014, 1229.9130390092823, 2312.295355666706]",6066.973800805253,6066.973800805253,[94.9997578  65.05078268 67.26808967],[87.36904335 60.14779282 63.93375587],[92.  62.  64.5],[-2.9997578  26.94921732 24.73191033],[ 4.63095665 31.85220718 28.06624413],[ 0.  30.  27.5],92.0,10.0,0.025
-7.3057895,1,884.649685,-10.296923257654186,"[2678.024887143995, 1187.8969884479304, 1846.5700570307874]",6162.727860477773,6162.727860477773,[93.73660663 69.45390654 70.94290914],[86.10589218 64.55091667 67.60857534],[92.   65.75 64.5 ],[-1.73660663 22.54609346 21.05709086],[ 5.89410782 27.44908333 24.39142466],[ 0.   26.25 27.5 ],92.0,10.0,0.075
-4.9402895,1,884.649921,-8.80000979759733,"[2388.743402587988, 1373.2069981534169, 2096.320849299043]",6162.727860477773,6162.727860477773,[97.12046245 70.38557482 67.81074943],[89.489748   65.48258495 64.47641563],[92.   65.75 64.5 ],[-5.12046245 21.61442518 24.18925057],[ 2.510252   26.51741505 27.52358437],[ 0.   26.25 27.5 ],92.0,10.0,0.075
