,wind_spd,wind_dir,turb_int,yaw_angles_opt,totalpower_stochastic,totalpower
0,10,90.0,0.025,[ 0. 30. 30.],[1505.20409193  829.52486758 2258.42335514],[1511.74238493  832.97572918 2267.52272266]
1,10,90.0,0.05,[ 0.   28.75 30.  ],[1491.33109811  869.52048326 2258.42335514],[1497.79027886  872.47581555 2267.52272266]
2,10,90.0,0.075,[ 0.   27.5  28.75],[1476.50311879  923.81891979 2301.87926268],[1482.60427683  926.38966413 2310.52545131]
3,10,92.0,0.025,[ 0.   28.75 27.5 ],[1845.60759608 1063.30825395 2343.13602006],[1853.46217216 1067.49142431 2351.35196358]
4,10,92.0,0.05,[ 0.  27.5 27.5],[1801.96454366 1104.28585203 2343.13602006],[1809.64796788 1107.93287704 2351.35196358]
5,10,92.0,0.075,[ 0.   26.25 27.5 ],[1759.10640885 1174.7316019  2343.13602006],[1765.25782573 1178.68405723 2351.35196358]
6,10,94.0,0.025,[ 0. 25. 25.],[2058.53187182 1386.96885642 2420.51373032],[2063.84193142 1390.88422944 2426.49294104]
7,10,94.0,0.05,[ 0. 25. 25.],[2045.90444976 1402.25242993 2420.51373032],[2050.64901953 1405.34005799 2426.49294104]
8,10,94.0,0.075,[ 0.  22.5 25. ],[1967.13881565 1482.24983105 2420.51373032],[1974.3007631  1488.41559215 2426.49294104]
9,10,96.0,0.025,[ 0.   21.25 22.5 ],[2221.59560639 1727.52446454 2491.76907234],[2230.93877016 1732.19745505 2500.21799777]
10,10,96.0,0.05,[ 0.  20.  22.5],[2181.61408868 1765.40307655 2491.76907234],[2190.90320074 1771.63872154 2500.21799777]
11,10,96.0,0.075,[ 0.   18.75 22.5 ],[2133.56082349 1805.50439083 2491.76907234],[2141.82561961 1813.09823815 2500.21799777]
