simseed,sum_turbine_powers,floris_opt,rew,rewbaseline,wdir,ws,TI,FFSeed
1298196311,5730.506456908497,5406.772348175144,5.987566849242652,4.432351007769903, 90.0,10.0,0.075,5
136534032,7129.8730018997085,6996.900212088641,1.9004528545559192,-1.9125214602700544, 96.0,10.0,0.05,2
4836235506,7518.49739910624,7040.566836348752,6.78823983731036,1.2724479979246817, 96.0,10.0,0.075,8
2825422999,6073.783777178066,5927.210961873994,2.4728800146794536,0.019652835208701126, 92.0,10.0,0.025,6
5545124368,5347.268909056472,5406.772348175144,-1.1005353154688498,-3.356620369463801, 90.0,10.0,0.075,7
9614967234,5659.633108933122,5914.039791785825,-4.30174114158069,-5.503730471734264, 92.0,10.0,0.075,2
2034201483,5262.243269846128,5384.396238102012,-2.2686474556141247,-3.5674139500452595, 90.0,10.0,0.05,2
6859134098,5320.27149518129,5406.772348175144,-1.5998612004266899,-3.8149979080312058, 90.0,10.0,0.075,2
2066732383,6778.307569101139,6457.050665070418,4.975288575147292,0.37242011139932046, 94.0,10.0,0.075,9
393285937,6210.699327678893,5907.7599990897115,5.127820504486625,0.9902848010379172, 92.0,10.0,0.05,8
7144580138,5739.530566183716,5392.2514120297865,6.440336839249934,4.804218142239973, 90.0,10.0,0.025,0
1939580423,7152.496056333574,6457.050665070418,10.77032576227388,2.432461061730994, 94.0,10.0,0.075,8
2037859578,6511.6471136278615,5907.7599990897115,10.22193038700284,8.425525405767335, 92.0,10.0,0.05,0
9622336195,5942.096048693173,5927.210961873994,0.25113138227953813,-1.6316546252198778, 92.0,10.0,0.025,2
4158817541,5671.531780086316,5384.396238102012,5.332734243301504,3.4759111684992905, 90.0,10.0,0.05,5
5021982914,7590.403743900242,7040.566836348752,7.809554547693725,1.2724479979246817, 96.0,10.0,0.075,8
9895276021,5789.325236259969,5907.7599990897115,-2.0047321294025426,-4.476881199565123, 92.0,10.0,0.05,4
7401860123,6174.773025150895,5914.039791785825,4.408716250560386,-0.39951051023912376, 92.0,10.0,0.075,6
2029616019,5331.371002344353,5384.396238102012,-0.9847944581498789,-1.875492464584132, 90.0,10.0,0.05,7
294144689,6449.111035806862,5914.039791785825,9.047474532792487,5.2019357085729805, 92.0,10.0,0.075,5
137361856,5195.458692282367,5406.772348175144,-3.908314282255613,-5.575920942560166, 90.0,10.0,0.075,3
7889463726,5179.917265363132,5406.772348175144,-4.195757990228274,-5.575920942560166, 90.0,10.0,0.075,3
2943083033,6759.757578909572,6457.050665070418,4.688005864297369,0.55088762330784, 94.0,10.0,0.075,6
5795854965,5217.035134894448,5406.772348175144,-3.5092510108130344,-5.575920942560166, 90.0,10.0,0.075,3
772153939,6067.435718498915,5927.210961873994,2.365779749141679,0.10927019738364455, 92.0,10.0,0.025,9
924280344,6372.378340776908,6416.187308523867,-0.6827881674956541,-4.569630093918523, 94.0,10.0,0.05,4
2925617439,5364.401838232914,5392.2514120297865,-0.5164739487988576,-1.9449829884421066, 90.0,10.0,0.025,3
5681931992,7640.761575996272,6996.900212088641,9.202094418828827,3.5886486514898035, 96.0,10.0,0.05,5
4988007669,6112.677985336622,5927.210961873994,3.1290774810550954,0.6695891916591161, 92.0,10.0,0.025,8
2545186901,5382.861016047504,5392.2514120297865,-0.17414610827183283,-0.571229982841803, 90.0,10.0,0.025,1
7094327667,5496.441161842962,5392.2514120297865,1.9322123887015854,0.74158807841837, 90.0,10.0,0.025,9
3946231679,6748.946435415124,6405.5328938379225,5.361201749624344,0.6152399778546817, 94.0,10.0,0.025,8
9230959450,7080.60559049118,6934.254560608033,2.110551734205647,-2.5259960694698362, 96.0,10.0,0.025,4
436666177,6938.51190822396,6996.900212088641,-0.8344881603971229,-5.689618279411767, 96.0,10.0,0.05,3
3934274291,5767.434534173252,5406.772348175144,6.6705635594189,0.7797081328207022, 90.0,10.0,0.075,8
6508774319,6310.482974531734,6457.050665070418,-2.269886022910524,-5.560394676401469, 94.0,10.0,0.075,2
7059453661,5924.55032435505,5927.210961873994,-0.04488852406398536,-1.9273482017814738, 92.0,10.0,0.025,4
1197805913,6170.543319787796,5927.210961873994,4.105343296855887,1.8494394370871816, 92.0,10.0,0.025,5
2557581515,5626.089443653746,5384.396238102012,4.488770789961958,2.0635075175496125, 90.0,10.0,0.05,8
4095835675,6195.847111335527,5927.210961873994,4.532252204105772,1.8494394370871816, 92.0,10.0,0.025,5
3905117549,7083.946184873075,6934.254560608033,2.1587269829320554,-2.8166402217320785, 96.0,10.0,0.025,3
613274824,5811.557387027637,5907.7599990897115,-1.6284109726342662,-4.476881199565123, 92.0,10.0,0.05,4
3642910496,5456.27359615022,5392.2514120297865,1.1872996866875354,-0.013062016026054335, 90.0,10.0,0.025,6
4868570993,7483.066278479045,6996.900212088641,6.948306416467798,0.8665148571195113, 96.0,10.0,0.05,8
4410776337,6904.141792523611,6405.5328938379225,7.784034629895458,4.01721650519894, 94.0,10.0,0.025,0
4564792456,6829.4032655986075,6416.187308523867,6.440210318139962,1.299938684708361, 94.0,10.0,0.05,8
5607863490,6521.6382929233805,6405.5328938379225,1.8125798588459445,-1.4611217074751432, 94.0,10.0,0.025,2
