#{"t_start": 1764690959.4757826, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt,power_floris_opt_stochastic,power_floris_opt_stochastic_1seed,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int,simseed,DEL
-7.593180046341253,1,459.164536,-7.593180046341253,-7.593180046341253,-5.65239437036071,"[1836.5468524775451, 2026.488960220231, 1136.9154666190575]",[1494.56246527 1489.31266259 2426.92818929],[1494.56246527 1489.31266259 2426.92818929],[1453.08806974 1431.23916904 2415.17267533],[108.2992138   95.23649403  55.24329785],[109.07102926  73.62070853  50.        ],[90.  57.5 60. ],[-18.2992138   -5.23649403  34.75670215],[-19.07102926  16.37929147  40.        ],[ 0.  32.5 30. ],90.0,10.0,0.025,776469380555,"{'RotTorq_[kN-m]': 76.99518345582386, 'RootMxc1_[kN-m]': 5711.466284195313, 'RootMyc1_[kN-m]': 1459.9783219038607, 'RootMzc1_[kN-m]': 70.80813651639083, 'TwrBsMxt_[kN-m]': 1230.150626359463, 'TwrBsMyt_[kN-m]': 2505.653965019183, 'TwrBsMzt_[kN-m]': 498.86838443003677, 'YawBrMxn_[kN-m]': 85.87471418622408, 'YawBrMyn_[kN-m]': 541.7096709341088, 'YawBrMzn_[kN-m]': 498.9956729033029}"
-4.356690293105172,1,459.165183,-4.356690293105172,-4.356690293105172,-12.975529939169267,"[1972.8338926512363, 1956.739047700149, 1311.3010764093708]",[1444.43676386 1602.55087779 2432.615723  ],[1444.43676386 1602.55087779 2432.615723  ],[1664.5022373  1771.11847869 2586.67854432],[121.87490917  74.85774343  55.24329785],[122.64672463  53.24195792  50.        ],[90.   61.25 60.  ],[-31.87490917  15.14225657  34.75670215],[-32.64672463  36.75804208  40.        ],[ 0.   28.75 30.  ],90.0,10.0,0.05,3638973159600,"{'RotTorq_[kN-m]': 176.46903914460157, 'RootMxc1_[kN-m]': 5708.625093517238, 'RootMyc1_[kN-m]': 2432.6914491574175, 'RootMzc1_[kN-m]': 75.93444596789406, 'TwrBsMxt_[kN-m]': 2408.2675406036647, 'TwrBsMyt_[kN-m]': 4769.117121614557, 'TwrBsMzt_[kN-m]': 820.402665416262, 'YawBrMxn_[kN-m]': 177.65271456180554, 'YawBrMyn_[kN-m]': 872.4092392688372, 'YawBrMzn_[kN-m]': 820.1588540846778}"
-22.88708753379011,1,459.165524,-22.88708753379011,-22.88708753379011,-23.28994592014,"[3291.7875242778114, 934.6915311699205, 1015.0385776039681]",[1989.1372076  2120.99427057 2687.0668968 ],[1989.1372076  2120.99427057 2687.0668968 ],[1854.69182662 2113.26656904 2864.93684333],[118.19609867 127.45405532  92.24574841],[118.96791413 105.83826981  87.00245057],[94.   70.25 69.  ],[-24.19609867 -33.45405532   1.75425159],[-24.96791413 -11.83826981   6.99754943],[ 0.   23.75 25.  ],94.0,10.0,0.075,2679728714058,"{'RotTorq_[kN-m]': 316.56048306036877, 'RootMxc1_[kN-m]': 5967.183186065949, 'RootMyc1_[kN-m]': 2184.2794499704637, 'RootMzc1_[kN-m]': 74.64236927541448, 'TwrBsMxt_[kN-m]': 5201.5940160513555, 'TwrBsMyt_[kN-m]': 8808.967701034931, 'TwrBsMzt_[kN-m]': 936.4281274161473, 'YawBrMxn_[kN-m]': 344.62374503977753, 'YawBrMyn_[kN-m]': 1003.8010758978513, 'YawBrMzn_[kN-m]': 936.2782474925096}"
-10.252475369546005,1,459.165839,-10.252475369546005,-10.252475369546005,-10.721340333858752,"[3211.4183464308776, 1417.937376708625, 1470.961562625016]",[1989.1372076  2120.99427057 2687.0668968 ],[1989.1372076  2120.99427057 2687.0668968 ],[1854.69182662 2113.26656904 2864.93684333],[ 80.63354335  86.88453248 102.23831678],[81.40535881 65.26874698 96.99501894],[94.   70.25 69.  ],[13.36645665  7.11546752 -8.23831678],[12.59464119 28.73125302 -2.99501894],[ 0.   23.75 25.  ],94.0,10.0,0.075,5225244448467,"{'RotTorq_[kN-m]': 269.8827245753555, 'RootMxc1_[kN-m]': 5878.798002725026, 'RootMyc1_[kN-m]': 2605.358101238813, 'RootMzc1_[kN-m]': 86.43049751803356, 'TwrBsMxt_[kN-m]': 2913.8586970623237, 'TwrBsMyt_[kN-m]': 8773.944347169478, 'TwrBsMzt_[kN-m]': 1034.6197599969846, 'YawBrMxn_[kN-m]': 290.08217353731766, 'YawBrMyn_[kN-m]': 1050.565854864636, 'YawBrMzn_[kN-m]': 1034.8833031771662}"
0.21620242880148222,1,459.166158,0.21620242880148222,0.21620242880148222,-0.6161674669616823,"[2758.253994424191, 1439.31579973727, 1974.624480810212]",[1717.81184808 1869.78736737 2571.27941434],[1717.81184808 1869.78736737 2571.27941434],[1746.18213422 1973.50441318 2490.77456852],[96.61772127 73.82200162 75.92052399],[97.38953674 52.20621611 70.67722614],[92.   65.75 64.5 ],[-4.61772127 18.17799838 16.07947601],[-5.38953674 39.79378389 21.32277386],[ 0.   26.25 27.5 ],92.0,10.0,0.075,2366833129017,"{'RotTorq_[kN-m]': 231.16974222774016, 'RootMxc1_[kN-m]': 5713.467692057176, 'RootMyc1_[kN-m]': 2892.3692351329178, 'RootMzc1_[kN-m]': 85.3051467097117, 'TwrBsMxt_[kN-m]': 1947.2082235261234, 'TwrBsMyt_[kN-m]': 6699.927217601518, 'TwrBsMzt_[kN-m]': 982.0895399041998, 'YawBrMxn_[kN-m]': 239.5926378935416, 'YawBrMyn_[kN-m]': 998.7704874185287, 'YawBrMzn_[kN-m]': 982.223838903249}"
-2.607944746787474,1,459.166471,-2.607944746787474,-2.607944746787474,-4.245135021100174,"[1866.7318161216338, 1747.9830377896244, 1654.9777023611027]",[1494.56246527 1489.31266259 2426.92818929],[1494.56246527 1489.31266259 2426.92818929],[1525.52123753 1531.30960019 2446.48490235],[78.5734326  71.61578551 55.24329785],[79.34524806 50.         50.        ],[90.  57.5 60. ],[11.4265674  18.38421449 34.75670215],[10.65475194 40.         40.        ],[ 0.  32.5 30. ],90.0,10.0,0.025,4884860894138,"{'RotTorq_[kN-m]': 81.6414208723268, 'RootMxc1_[kN-m]': 5462.34576071597, 'RootMyc1_[kN-m]': 2193.939196302263, 'RootMzc1_[kN-m]': 74.71628923427257, 'TwrBsMxt_[kN-m]': 1155.4141980613756, 'TwrBsMyt_[kN-m]': 2827.662114213223, 'TwrBsMzt_[kN-m]': 558.9434684242223, 'YawBrMxn_[kN-m]': 98.22024525361975, 'YawBrMyn_[kN-m]': 556.6514599621393, 'YawBrMzn_[kN-m]': 559.0327035883638}"
-11.218085033208883,1,459.166893,-11.218085033208883,-11.218085033208883,-10.889237664112995,"[3186.3092277013707, 1378.3591603280101, 1412.595533875302]",[1966.90642243 2087.58509769 2678.03269288],[1966.90642243 2087.58509769 2678.03269288],[1819.57202586 2084.97045483 2803.13655293],[101.89819789 115.63557993  86.5664446 ],[102.67001335  94.01979442  81.32314675],[94. 69. 69.],[ -7.89819789 -21.63557993   7.4335554 ],[-8.67001335 -0.01979442 12.67685325],[ 0. 25. 25.],94.0,10.0,0.05,7582291983431,"{'RotTorq_[kN-m]': 170.93473563363236, 'RootMxc1_[kN-m]': 5833.010547449584, 'RootMyc1_[kN-m]': 1917.6579427073873, 'RootMzc1_[kN-m]': 80.34176282682967, 'TwrBsMxt_[kN-m]': 2016.8446839909159, 'TwrBsMyt_[kN-m]': 5908.534674596518, 'TwrBsMzt_[kN-m]': 716.7729145426755, 'YawBrMxn_[kN-m]': 222.75655358998333, 'YawBrMyn_[kN-m]': 822.1867684228188, 'YawBrMzn_[kN-m]': 716.7561997187449}"
-1.4497228197620349,1,459.167195,-1.4497228197620349,-1.4497228197620349,-1.83228457793438,"[1821.6324961088533, 2032.604976263039, 2126.971235448708]",[1762.66365847 1751.81345075 2554.71810662],[1762.66365847 1751.81345075 2554.71810662],[1772.48480953 1790.32884158 2530.03335271],[90.34290665 73.61578551 57.24329785],[91.11472211 52.         52.        ],[92.  62.  64.5],[ 1.65709335 18.38421449 34.75670215],[ 0.88527789 40.         40.        ],[ 0.  30.  27.5],92.0,10.0,0.025,2161348136345,"{'RotTorq_[kN-m]': 78.96450644926033, 'RootMxc1_[kN-m]': 5490.13824814947, 'RootMyc1_[kN-m]': 2235.22803348967, 'RootMzc1_[kN-m]': 78.72491163641224, 'TwrBsMxt_[kN-m]': 1047.6788369279793, 'TwrBsMyt_[kN-m]': 2994.098975646754, 'TwrBsMzt_[kN-m]': 608.9546843172917, 'YawBrMxn_[kN-m]': 100.69436405952837, 'YawBrMyn_[kN-m]': 801.231687695044, 'YawBrMzn_[kN-m]': 609.0398293851773}"
3.7633151183822893,1,459.167487,3.7633151183822893,3.7633151183822893,-0.8675799480765415,"[2626.1971053299526, 1258.535904018321, 1729.6958870523495]",[1494.56246527 1489.31266259 2426.92818929],[1494.56246527 1489.31266259 2426.92818929],[1607.93452725 1551.61326189 2504.01706024],[103.77645649  71.61578551  67.57050701],[104.54827195  50.          62.32720917],[90.  57.5 60. ],[-13.77645649  18.38421449  22.42949299],[-14.54827195  40.          27.67279083],[ 0.  32.5 30. ],90.0,10.0,0.025,1202322106925,"{'RotTorq_[kN-m]': 99.68546735467267, 'RootMxc1_[kN-m]': 5660.697705128365, 'RootMyc1_[kN-m]': 1676.5613352736457, 'RootMzc1_[kN-m]': 74.77366418887839, 'TwrBsMxt_[kN-m]': 1285.7248028444303, 'TwrBsMyt_[kN-m]': 2657.678918034042, 'TwrBsMzt_[kN-m]': 555.3493721236523, 'YawBrMxn_[kN-m]': 101.66562548302214, 'YawBrMyn_[kN-m]': 572.8720773476736, 'YawBrMzn_[kN-m]': 555.125582889424}"
-16.021301923135244,1,459.167792,-16.021301923135244,-16.021301923135244,-17.09457196297079,"[3138.3294288055736, 794.2512680171942, 1170.5403001776083]",[1702.8279189  1813.51539153 2560.34174645],[1702.8279189  1813.51539153 2560.34174645],[1604.16184768 1868.14814641 2683.04209543],[ 75.72747716 117.53920083 101.37981317],[76.49929262 95.92341532 96.13651533],[92.  64.5 64.5],[ 16.27252284 -25.53920083  -9.37981317],[15.50070738 -3.92341532 -4.13651533],[ 0.  27.5 27.5],92.0,10.0,0.05,9561793719491,"{'RotTorq_[kN-m]': 212.30618733156845, 'RootMxc1_[kN-m]': 5990.23586169018, 'RootMyc1_[kN-m]': 1510.7743090931997, 'RootMzc1_[kN-m]': 68.8711304508257, 'TwrBsMxt_[kN-m]': 2699.7254505813453, 'TwrBsMyt_[kN-m]': 5925.150984810461, 'TwrBsMzt_[kN-m]': 671.6825293000969, 'YawBrMxn_[kN-m]': 198.25770363020106, 'YawBrMyn_[kN-m]': 726.1876968864746, 'YawBrMzn_[kN-m]': 671.9893935237355}"
