number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,params_target_entropy_multiplier,state
0,-4.110034530606628,2025-11-22 07:14:37.115441,2025-11-22 09:14:53.524083,0 days 02:00:16.408642,0.06887674948154979,0.004885962198577732,100,1,COMPLETE
1,-1.7292954000053105,2025-11-22 07:14:37.116124,2025-11-22 09:14:51.177736,0 days 02:00:14.061612,0.00519458164903211,0.0062286832339474105,101,1,COMPLETE
2,-5.536700691528465,2025-11-22 07:14:37.116763,2025-11-22 09:15:01.978097,0 days 02:00:24.861334,0.2698923889391657,0.024826193743965302,110,1,COMPLETE
3,-4.1373354264189794,2025-11-22 07:14:37.117313,2025-11-22 09:13:35.505254,0 days 01:58:58.387941,0.049062700999620186,0.0071453350837527106,193,1,COMPLETE
4,-3.7347457267420894,2025-11-22 07:14:37.117673,2025-11-22 09:14:29.771963,0 days 01:59:52.654290,0.005311415124674053,0.0002136901915895803,138,1,COMPLETE
5,-1.9841657743118322,2025-11-22 07:14:37.118234,2025-11-22 09:13:47.181320,0 days 01:59:10.063086,0.00137296145660042,0.00040584740628663154,192,1,COMPLETE
6,-20.32507200019842,2025-11-22 07:14:37.118545,2025-11-22 09:14:50.911694,0 days 02:00:13.793149,0.00301664547628078,0.07433141318016818,121,1,COMPLETE
7,-1.9309199008452143,2025-11-22 07:14:37.119309,2025-11-22 09:15:39.006910,0 days 02:01:01.887601,0.1599000365023209,0.0017535000463032027,43,1,COMPLETE
8,-1.4781280629082458,2025-11-22 07:14:37.119774,2025-11-22 09:15:49.940087,0 days 02:01:12.820313,0.007925845157384865,0.00797733964495815,59,1,COMPLETE
9,-1.096986212485712,2025-11-22 07:14:37.120449,2025-11-22 09:14:09.097172,0 days 01:59:31.976723,0.002042816080649869,0.00025383629708832715,152,1,COMPLETE
10,-2.572590503238621,2025-11-22 07:14:37.122000,2025-11-22 09:14:05.881518,0 days 01:59:28.759518,0.07211467190514734,0.010429885668300182,158,1,COMPLETE
11,-3.8971908360220655,2025-11-22 07:14:37.122478,2025-11-22 09:16:17.796020,0 days 02:01:40.673542,0.012203539066632829,0.0033150443373431045,5,1,COMPLETE
12,-0.07664794386637926,2025-11-22 07:14:37.122844,2025-11-22 09:14:53.889792,0 days 02:00:16.766948,0.6860137962778303,0.0047953105046174725,121,1,COMPLETE
13,-4.188671261167961,2025-11-22 07:14:37.123508,2025-11-22 09:16:07.050047,0 days 02:01:29.926539,0.0019275739305017307,0.0016085510156550028,27,1,COMPLETE
14,-2.2637481323376023,2025-11-22 07:14:37.124013,2025-11-22 09:16:38.583233,0 days 02:02:01.459220,0.014462741064747398,0.008831025321815593,4,1,COMPLETE
15,-24.831648416794554,2025-11-22 07:14:37.125440,2025-11-22 09:15:45.707824,0 days 02:01:08.582384,0.14715758193145445,0.07410088094275827,67,1,COMPLETE
16,-4.351722376918323,2025-11-22 07:14:37.125885,2025-11-22 09:14:25.171962,0 days 01:59:48.046077,0.0047828214822649056,0.00024469720182760556,122,1,COMPLETE
17,-2.897282461953181,2025-11-22 07:14:37.126269,2025-11-22 09:16:31.039577,0 days 02:01:53.913308,0.6569067397505702,0.0005147164713820709,10,1,COMPLETE
18,0.5552452604494171,2025-11-22 07:14:37.126669,2025-11-22 09:16:10.898944,0 days 02:01:33.772275,0.17843655361523134,0.0025434569236712666,20,1,COMPLETE
19,-1.7944977642251088,2025-11-22 07:14:37.127162,2025-11-22 09:15:06.551241,0 days 02:00:29.424079,0.14497623515818225,0.0005285546076704959,98,1,COMPLETE
20,-4.100141189252566,2025-11-22 07:14:37.127467,2025-11-22 09:14:29.629249,0 days 01:59:52.501782,0.0015284369014933626,0.00033717701753269863,148,1,COMPLETE
21,-2.633252406103652,2025-11-22 07:14:37.127856,2025-11-22 09:14:16.015673,0 days 01:59:38.887817,0.01070776733491458,0.0009072648724353639,141,1,COMPLETE
22,-4.620350732640636,2025-11-22 07:14:37.128271,2025-11-22 09:13:45.430444,0 days 01:59:08.302173,0.004784209271290849,0.0008056429461887266,189,1,COMPLETE
23,-4.635572004041547,2025-11-22 07:14:37.128704,2025-11-22 09:16:17.987000,0 days 02:01:40.858296,0.04731752260802674,0.000280006709728753,15,1,COMPLETE
24,-1.7727440645027888,2025-11-22 07:14:37.129113,2025-11-22 09:13:45.337041,0 days 01:59:08.207928,0.43769475098358224,0.009539708545632611,188,1,COMPLETE
25,-4.374188954660259,2025-11-22 09:13:35.509397,2025-11-22 11:05:22.581983,0 days 01:51:47.072586,0.6592519683054061,0.020246962067274124,166,1,COMPLETE
26,-9.622574797871088,2025-11-22 09:13:45.339249,2025-11-22 11:05:16.253124,0 days 01:51:30.913875,0.7893495977275775,0.00012017638166869347,164,1,COMPLETE
27,-9.60297922351959,2025-11-22 09:13:45.431724,2025-11-22 11:05:07.454255,0 days 01:51:22.022531,0.7649358025747719,0.00013833615975599156,174,1,COMPLETE
28,-9.206222419329244,2025-11-22 09:13:47.182846,2025-11-22 11:06:20.892596,0 days 01:52:33.709750,0.795619551436875,0.0001250670666795374,81,1,COMPLETE
29,-2.686950856605773,2025-11-22 09:14:05.883491,2025-11-22 11:27:11.446949,0 days 02:13:05.563458,0.02675176829598781,0.002535637629129344,85,1,COMPLETE
30,-0.3028726512169717,2025-11-22 09:14:09.098537,2025-11-22 11:27:10.604661,0 days 02:13:01.506124,0.32593783106370056,0.0028134435499533594,83,1,COMPLETE
31,-0.3845047919423614,2025-11-22 09:14:16.017768,2025-11-22 11:27:43.172852,0 days 02:13:27.155084,0.02447378848621285,0.0038425142112775514,85,1,COMPLETE
32,-6.044441194100415,2025-11-22 09:14:25.173820,2025-11-22 11:27:30.306987,0 days 02:13:05.133167,0.026930993797332596,0.003489810960818244,81,1,COMPLETE
33,-1.5170872701148923,2025-11-22 09:14:29.630992,2025-11-22 11:27:15.760514,0 days 02:12:46.129522,0.3113156718782204,0.0032863920539598,82,1,COMPLETE
34,-5.828894794575891,2025-11-22 09:14:29.773130,2025-11-22 11:26:27.507812,0 days 02:11:57.734682,0.2717475823807396,0.0036220930479076725,130,1,COMPLETE
35,-0.4659703682128079,2025-11-22 09:14:50.913771,2025-11-22 11:27:28.361978,0 days 02:12:37.448207,0.020053881830346704,0.0032289937715482956,82,1,COMPLETE
36,-0.4395410151964287,2025-11-22 09:14:51.179320,2025-11-22 11:27:33.102780,0 days 02:12:41.923460,0.022427709476241984,0.0025810784230297134,85,1,COMPLETE
37,-1.3831610300972739,2025-11-22 09:14:53.525941,2025-11-22 11:27:17.676768,0 days 02:12:24.150827,0.023173426247192104,0.002291710115298247,84,1,COMPLETE
38,-2.5554668933440006,2025-11-22 09:14:53.890866,2025-11-22 11:27:17.126277,0 days 02:12:23.235411,0.02216595732431816,0.0035831104763273842,82,1,COMPLETE
39,-0.7119757194210816,2025-11-22 09:15:01.979876,2025-11-22 11:27:37.132279,0 days 02:12:35.152403,0.33123535706991125,0.0028612988616201988,87,1,COMPLETE
40,-1.7100395156804467,2025-11-22 09:15:06.555662,2025-11-22 11:27:03.518756,0 days 02:11:56.963094,0.021939351333327098,0.003431111365447796,84,1,COMPLETE
41,-2.3624253978221006,2025-11-22 09:15:39.008745,2025-11-22 11:27:07.577130,0 days 02:11:28.568385,0.02334372936086828,0.00297612080741319,86,1,COMPLETE
42,-5.586556653160508,2025-11-22 09:15:45.709502,2025-11-22 11:26:47.811866,0 days 02:11:02.102364,0.31595611750110886,0.0033919898674817125,129,1,COMPLETE
43,-5.641599614945373,2025-11-22 09:15:49.941858,2025-11-22 11:27:22.805269,0 days 02:11:32.863411,0.3117520076217886,0.003118612716850575,80,1,COMPLETE
44,-2.6856459137692434,2025-11-22 09:16:07.051893,2025-11-22 11:27:16.333177,0 days 02:11:09.281284,0.3299975929041192,0.003300462805548454,84,1,COMPLETE
45,-2.0733889810507007,2025-11-22 09:16:10.900597,2025-11-22 11:26:46.939936,0 days 02:10:36.039339,0.022532306213760265,0.002327297749071131,127,1,COMPLETE
46,-2.9806793614273603,2025-11-22 09:16:17.798009,2025-11-22 11:27:31.986112,0 days 02:11:14.188103,0.30455517676824456,0.002951486297355452,84,1,COMPLETE
47,-0.5087073097218872,2025-11-22 09:16:17.988054,2025-11-22 11:26:21.152872,0 days 02:10:03.164818,0.02594496362917963,0.0029750384194593056,130,1,COMPLETE
48,-4.375594778455732,2025-11-22 09:16:31.041077,2025-11-22 11:27:31.348387,0 days 02:11:00.307310,0.02097921679680793,0.002652406924055432,86,1,COMPLETE
49,-2.638213038353234,2025-11-22 09:16:38.584317,2025-11-22 11:27:46.070423,0 days 02:11:07.486106,0.020442944143723586,0.003474817194852757,85,1,COMPLETE
50,-1.8664609917359103,2025-11-22 11:05:07.459266,2025-11-22 11:32:11.002675,0 days 00:27:03.543409,0.021386923080802884,0.0033699065494690035,81,1,COMPLETE
51,-4.400082116596733,2025-11-22 11:05:16.254867,2025-11-22 11:32:15.575699,0 days 00:26:59.320832,0.02153837242687447,0.0036182548265530417,84,1,COMPLETE
52,-5.273432185131041,2025-11-22 11:05:22.583626,2025-11-22 11:32:14.358576,0 days 00:26:51.774950,0.021052482064500756,0.0033588743395400076,86,1,COMPLETE
53,-6.450457334882239,2025-11-22 11:06:20.894340,2025-11-22 11:32:09.735098,0 days 00:25:48.840758,0.022080443011807335,0.003141391722683635,86,1,COMPLETE
54,1.0234728692822619,2025-11-22 11:26:21.158622,2025-11-22 12:52:37.736176,0 days 01:26:16.577554,0.042206193521075346,0.005637626108851,109,1,COMPLETE
55,-3.0160501022522865,2025-11-22 11:26:27.509323,2025-11-22 12:52:46.556114,0 days 01:26:19.046791,0.20059347100121078,0.005908925355941422,110,1,COMPLETE
56,-1.25046972011537,2025-11-22 11:26:46.944173,2025-11-22 12:53:17.545634,0 days 01:26:30.601461,0.05547553259100865,0.005810482207622061,53,1,COMPLETE
57,-1.700851129050861,2025-11-22 11:26:47.813323,2025-11-22 12:52:19.218383,0 days 01:25:31.405060,0.04433514148586814,0.005716064212340056,111,1,COMPLETE
58,-2.589358000230466,2025-11-22 11:27:03.520798,2025-11-22 12:52:12.274818,0 days 01:25:08.754020,0.04283933578695576,0.006235779356773476,107,1,COMPLETE
59,-1.5669587804430993,2025-11-22 11:27:07.579788,2025-11-22 12:52:42.134936,0 days 01:25:34.555148,0.04575310812726915,0.0014768044500545574,109,1,COMPLETE
60,-1.4336968552809526,2025-11-22 11:27:10.606070,2025-11-22 12:52:44.773192,0 days 01:25:34.167122,0.040169544575358554,0.005969752071991629,106,1,COMPLETE
61,-0.5350976650955148,2025-11-22 11:27:11.448211,2025-11-22 12:53:30.243441,0 days 01:26:18.795230,0.04259575193189165,0.0057943568199811555,50,1,COMPLETE
62,-0.8794761156441585,2025-11-22 11:27:15.762445,2025-11-22 12:52:26.260314,0 days 01:25:10.497869,0.04099802623067725,0.005554096826792903,107,1,COMPLETE
63,-6.24266635399569,2025-11-22 11:27:16.334252,2025-11-22 12:52:42.401529,0 days 01:25:26.067277,0.04009180226846721,0.0055146779787390784,109,1,COMPLETE
64,-1.9073699618018054,2025-11-22 11:27:17.128105,2025-11-22 12:52:44.830028,0 days 01:25:27.701923,0.042777576083131666,0.00533066356813054,106,1,COMPLETE
65,-3.877490775486721,2025-11-22 11:27:17.677782,2025-11-22 12:52:34.855522,0 days 01:25:17.177740,0.040990309132662495,0.005547566816794641,106,1,COMPLETE
66,-0.023574468366686672,2025-11-22 11:27:22.807489,2025-11-22 12:52:35.953734,0 days 01:25:13.146245,0.04386141258853176,0.005819191692158576,109,1,COMPLETE
67,-1.6812032881469585,2025-11-22 11:27:28.363652,2025-11-22 12:52:40.944479,0 days 01:25:12.580827,0.04127542033132961,0.00610514656925919,111,1,COMPLETE
68,-5.840068245202647,2025-11-22 11:27:30.308344,2025-11-22 12:52:45.623289,0 days 01:25:15.314945,0.10783510920192445,0.005525600682363367,106,1,COMPLETE
69,-1.0761349025099936,2025-11-22 11:27:31.350210,2025-11-22 12:52:46.175417,0 days 01:25:14.825207,0.09297622329381612,0.006034926605067162,111,1,COMPLETE
70,-3.2741308423074433,2025-11-22 11:27:31.987569,2025-11-22 12:52:38.790928,0 days 01:25:06.803359,0.039023686361967534,0.006234951101048176,112,1,COMPLETE
71,-1.382906082516788,2025-11-22 11:27:33.104200,2025-11-22 12:52:36.532785,0 days 01:25:03.428585,0.04266382383156141,0.006245120939481401,104,1,COMPLETE
72,-8.088567431086497,2025-11-22 11:27:37.134166,2025-11-22 12:52:31.408243,0 days 01:24:54.274077,0.04361095586170757,0.0054426314627866006,109,1,COMPLETE
73,-1.2244845174085286,2025-11-22 11:27:43.174665,2025-11-22 12:52:51.293802,0 days 01:25:08.119137,0.043202794078479066,0.005492649313218612,107,1,COMPLETE
74,-0.2919960983100456,2025-11-22 11:27:46.072103,2025-11-22 12:52:45.481853,0 days 01:24:59.409750,0.04385743504288897,0.005752432544649302,107,1,COMPLETE
75,-3.027675343390928,2025-11-22 11:32:09.736745,2025-11-22 12:52:49.383489,0 days 01:20:39.646744,0.0392363043889366,0.005917366417037996,104,1,COMPLETE
76,-3.994734252856012,2025-11-22 11:32:11.003667,2025-11-22 12:52:35.678813,0 days 01:20:24.675146,0.041714131440524285,0.006083931063704049,111,1,COMPLETE
77,-5.2186381511007625,2025-11-22 11:32:14.359582,2025-11-22 12:52:28.266744,0 days 01:20:13.907162,0.0409131560479197,0.005470504040320985,113,1,COMPLETE
78,0.03827630836759312,2025-11-22 11:32:15.576622,2025-11-22 12:52:40.544366,0 days 01:20:24.967744,0.04317976269142577,0.0013783907553383433,108,1,COMPLETE
79,-1.4773158791370915,2025-11-22 12:52:12.284337,2025-11-22 13:44:08.383346,0 days 00:51:56.099009,0.46491081908420584,0.013462560466314813,29,1,COMPLETE
80,-0.854571873370533,2025-11-22 12:52:19.220577,2025-11-22 13:43:00.030074,0 days 00:50:40.809497,0.4840146354050977,0.0012989906164603186,95,1,COMPLETE
81,-1.7874580265032995,2025-11-22 12:52:26.262318,2025-11-22 13:43:20.837101,0 days 00:50:54.574783,0.55581256432574,0.011626974312852147,93,1,COMPLETE
82,-2.7951835130575247,2025-11-22 12:52:28.267973,2025-11-22 13:43:14.240167,0 days 00:50:45.972194,0.5350233273369641,0.016528384666916446,95,1,COMPLETE
83,-3.8763195449938967,2025-11-22 12:52:31.410496,2025-11-22 13:43:08.814371,0 days 00:50:37.403875,0.5017379980835623,0.01334829910764427,95,1,COMPLETE
84,-4.553451549261288,2025-11-22 12:52:34.857085,2025-11-22 13:43:15.263737,0 days 00:50:40.406652,0.4651698253748443,0.011357143119154216,96,1,COMPLETE
85,-4.619970828017027,2025-11-22 12:52:35.680451,2025-11-22 13:43:17.155164,0 days 00:50:41.474713,0.015520090061232667,0.014204599624430114,93,1,COMPLETE
86,-0.39499574646510593,2025-11-22 12:52:35.955621,2025-11-22 13:43:08.640935,0 days 00:50:32.685314,0.4713197461445189,0.012363901524021819,95,1,COMPLETE
87,-2.3176786363189863,2025-11-22 12:52:36.537939,2025-11-22 13:43:23.697057,0 days 00:50:47.159118,0.06401469829439216,0.012978635667151225,71,1,COMPLETE
88,-4.880227645283405,2025-11-22 12:52:37.737485,2025-11-22 13:43:12.822719,0 days 00:50:35.085234,0.4692388681849709,0.016313683214062055,94,1,COMPLETE
89,-1.4354433479560154,2025-11-22 12:52:38.792038,2025-11-22 13:43:14.931976,0 days 00:50:36.139938,0.44566127344250667,0.013351910645295366,96,1,COMPLETE
90,-1.7493484920619669,2025-11-22 12:52:40.545666,2025-11-22 13:43:31.815814,0 days 00:50:51.270148,0.015845988909825907,0.001227365377488038,69,1,COMPLETE
91,-3.4727587212105817,2025-11-22 12:52:40.946174,2025-11-22 13:43:20.613362,0 days 00:50:39.667188,0.015620998622291542,0.010582797460789137,97,1,COMPLETE
92,-4.232173525930729,2025-11-22 12:52:42.136439,2025-11-22 13:43:20.325007,0 days 00:50:38.188568,0.015806155214813666,0.013426281041755582,72,1,COMPLETE
93,-3.9215191163564835,2025-11-22 12:52:42.402912,2025-11-22 13:44:10.266702,0 days 00:51:27.863790,0.015281290256448164,0.011177882411703935,27,1,COMPLETE
94,-3.6901559978206278,2025-11-22 12:52:44.774909,2025-11-22 13:43:08.753920,0 days 00:50:23.979011,0.4954039919077537,0.012052227573907684,95,1,COMPLETE
95,-2.0868493484946957,2025-11-22 12:52:44.831481,2025-11-22 13:42:54.225302,0 days 00:50:09.393821,0.5203646213807385,0.014844037942297763,97,1,COMPLETE
96,-6.945038227070643,2025-11-22 12:52:45.483242,2025-11-22 13:43:17.247140,0 days 00:50:31.763898,0.4869196320938474,0.0018775282820311376,97,1,COMPLETE
97,-1.6284426753035468,2025-11-22 12:52:45.624454,2025-11-22 13:43:08.156454,0 days 00:50:22.532000,0.06575270950157484,0.011139584679638713,97,1,COMPLETE
98,-3.2907313571065706,2025-11-22 12:52:46.176677,2025-11-22 13:43:19.285584,0 days 00:50:33.108907,0.06626971852934055,0.011619221359001168,95,1,COMPLETE
99,-0.7289864832160508,2025-11-22 12:52:46.557201,2025-11-22 13:43:35.278764,0 days 00:50:48.721563,0.5543584714897297,0.014401487366625087,73,1,COMPLETE
