number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,params_target_entropy_multiplier,state
0,-4.8151389278729235,2025-12-06 07:08:09.180469,2025-12-06 07:42:32.019364,0 days 00:34:22.838895,0.04328680229789019,0.023344349519664003,178,1,COMPLETE
1,-5.581633051780755,2025-12-06 07:08:09.181290,2025-12-06 07:44:31.504790,0 days 00:36:22.323500,0.06832027774682496,0.017030289058935732,58,1,COMPLETE
2,-6.11840412844301,2025-12-06 07:08:09.181868,2025-12-06 07:42:36.182570,0 days 00:34:27.000702,0.13604834903060975,0.007716878525733393,186,1,COMPLETE
3,-8.45274568320552,2025-12-06 07:08:09.182463,2025-12-06 07:42:29.737931,0 days 00:34:20.555468,0.08649225037420925,0.04168877338459405,179,1,COMPLETE
4,-4.798060224074155,2025-12-06 07:08:09.182883,2025-12-06 07:44:09.055791,0 days 00:35:59.872908,0.002651121035837908,0.0007034525912143824,65,1,COMPLETE
5,-4.305282839823095,2025-12-06 07:08:09.183660,2025-12-06 07:44:07.441796,0 days 00:35:58.258136,0.023222845542898912,0.006811395527521717,85,1,COMPLETE
6,-13.89922427694447,2025-12-06 07:08:09.184169,2025-12-06 07:42:17.624793,0 days 00:34:08.440624,0.2446052727287354,0.026298973668455565,170,1,COMPLETE
7,-12.24609546020242,2025-12-06 07:08:09.185564,2025-12-06 07:42:54.572394,0 days 00:34:45.386830,0.8928242388145506,0.00014259948679538404,160,1,COMPLETE
8,-4.229172275143199,2025-12-06 07:08:09.186504,2025-12-06 07:44:22.737170,0 days 00:36:13.550666,0.4836034941949524,0.004061635197210602,54,1,COMPLETE
9,-3.0008208841118265,2025-12-06 07:08:09.187177,2025-12-06 07:42:46.503705,0 days 00:34:37.316528,0.018635208478894712,0.0012735936202367174,176,1,COMPLETE
10,-3.898382850002892,2025-12-06 07:08:09.187825,2025-12-06 07:42:37.268746,0 days 00:34:28.080921,0.0049486369098682955,0.00137771292522735,173,1,COMPLETE
11,-3.22596767274295,2025-12-06 07:08:09.188184,2025-12-06 07:44:10.264812,0 days 00:36:01.076628,0.024273451519586726,0.0020538738787555895,73,1,COMPLETE
12,-4.139900375362457,2025-12-06 07:08:09.188952,2025-12-06 07:44:21.502266,0 days 00:36:12.313314,0.19029195686960218,0.03603792121618255,60,1,COMPLETE
13,-4.250872231867295,2025-12-06 07:08:09.189816,2025-12-06 07:44:25.668981,0 days 00:36:16.479165,0.04701235377211372,0.008449991127389433,83,1,COMPLETE
14,-4.3488059816992966,2025-12-06 07:08:09.190582,2025-12-06 07:44:22.626078,0 days 00:36:13.435496,0.10656615461434352,0.0018208124703478165,72,1,COMPLETE
15,-5.510798054820874,2025-12-06 07:08:09.190967,2025-12-06 07:42:44.661710,0 days 00:34:35.470743,0.0052808571999995784,0.014039185550684454,134,1,COMPLETE
16,-8.265550551782908,2025-12-06 07:08:09.191836,2025-12-06 07:45:01.537736,0 days 00:36:52.345900,0.03994138959116394,0.009953982991223912,48,1,COMPLETE
17,-30.063013401377997,2025-12-06 07:08:09.192257,2025-12-06 07:42:27.205306,0 days 00:34:18.013049,0.38708220313018316,0.06647115414851588,179,1,COMPLETE
18,-2.43438101676555,2025-12-06 07:08:09.192919,2025-12-06 07:43:31.087386,0 days 00:35:21.894467,0.11903162363856483,0.0009936996792996712,114,1,COMPLETE
19,-5.589299451412011,2025-12-06 07:08:09.193115,2025-12-06 07:45:12.709708,0 days 00:37:03.516593,0.465350821112968,0.013655132473485205,5,1,COMPLETE
20,-4.839852084181266,2025-12-06 07:08:09.193437,2025-12-06 07:45:11.035619,0 days 00:37:01.842182,0.1848758219413862,0.00047108026197619185,28,1,COMPLETE
21,-2.5114803288990317,2025-12-06 07:08:09.193815,2025-12-06 07:43:02.548353,0 days 00:34:53.354538,0.10919976586383545,0.009081323099293409,142,1,COMPLETE
22,-1.5152987902062904,2025-12-06 07:08:09.194115,2025-12-06 07:43:04.882713,0 days 00:34:55.688598,0.004200092668569349,0.00632688618227496,124,1,COMPLETE
23,-8.926294523870881,2025-12-06 07:08:09.194583,2025-12-06 07:42:59.160032,0 days 00:34:49.965449,0.1604347015573427,0.00028991498551443433,172,1,COMPLETE
24,-4.512180698161465,2025-12-06 07:08:09.194996,2025-12-06 07:45:09.596382,0 days 00:37:00.401386,0.009993886620097644,0.005277680192136458,22,1,COMPLETE
25,-3.7093194498530515,2025-12-06 07:42:17.626817,2025-12-06 07:59:04.649332,0 days 00:16:47.022515,0.0010841297043163898,0.0035210500911656635,120,1,COMPLETE
26,-3.3590845321230804,2025-12-06 07:42:27.206496,2025-12-06 07:58:59.075993,0 days 00:16:31.869497,0.011389056736726617,0.0028846708291288617,123,1,COMPLETE
27,-3.4912812996697324,2025-12-06 07:42:29.739913,2025-12-06 07:59:00.504802,0 days 00:16:30.764889,0.0013277534769078282,0.002875303907514585,122,1,COMPLETE
28,-5.723869856528445,2025-12-06 07:42:32.020781,2025-12-06 08:03:59.753156,0 days 00:21:27.732375,0.0011259780946142686,0.003317341735418581,118,1,COMPLETE
29,-4.664864322589414,2025-12-06 07:42:36.183980,2025-12-06 08:04:00.960384,0 days 00:21:24.776404,0.0015519727475217504,0.0030680004944548377,119,1,COMPLETE
30,-3.8110475701758415,2025-12-06 07:42:37.270506,2025-12-06 08:03:55.802516,0 days 00:21:18.532010,0.0017105531283497979,0.003089691540530576,119,1,COMPLETE
31,-3.6087931151815673,2025-12-06 07:42:44.662971,2025-12-06 08:03:53.747402,0 days 00:21:09.084431,0.0021674640560195445,0.0025611414213622765,115,1,COMPLETE
32,-2.5451852292445585,2025-12-06 07:42:46.506088,2025-12-06 08:04:01.035417,0 days 00:21:14.529329,0.0015355855424809277,0.002863201845854985,118,1,COMPLETE
33,-5.6090890068674595,2025-12-06 07:42:54.574473,2025-12-06 08:07:37.055506,0 days 00:24:42.481033,0.002128128391803738,0.0008451150773141155,142,1,COMPLETE
34,-2.3366526446916205,2025-12-06 07:42:59.161941,2025-12-06 08:07:24.727302,0 days 00:24:25.565361,0.06131403016294168,0.0010758821851835304,143,1,COMPLETE
35,-6.131822537913806,2025-12-06 07:43:02.549641,2025-12-06 08:07:33.410955,0 days 00:24:30.861314,0.06406161619095367,0.0005170327216003544,148,1,COMPLETE
36,-4.769479535325427,2025-12-06 07:43:04.883816,2025-12-06 08:07:23.229007,0 days 00:24:18.345191,0.0022575076231513926,0.0006886848875626953,144,1,COMPLETE
37,-3.2000299610353924,2025-12-06 07:43:31.089240,2025-12-06 08:08:58.245744,0 days 00:25:27.156504,0.06562939191238812,0.0007857882974692472,151,1,COMPLETE
