#{"t_start": 1764691148.2700694, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt,power_floris_opt_stochastic,power_floris_opt_stochastic_1seed,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int,simseed,DEL
-17.522360219879076,1,851.246075,-17.522360219879076,-17.522360219879076,-23.271430676267563,"[1527.5419269753108, 2170.5649162266345, 1367.5030112110092, 1457.8433697277471, 2393.6285915607637, 2769.078078665865, 1389.8882727998446, 1863.5895115624583]","[2375.64838886 2133.13954585 2282.75980174 2272.63842797 1996.50722185
 1979.36414367 2505.33043197 2568.17314212]","[2375.64838886 2133.13954585 2282.75980174 2272.63842797 1996.50722185
 1979.36414367 2505.33043197 2568.17314212]","[2890.48322997 2355.99823794 2653.92534709 2399.01667617 2206.78107586
 1853.08620232 2608.36808636 2503.10387375]","[ 85.04306501 114.4170629  116.47211809 119.67778916  56.
  56.          66.21913794  56.39027512]","[ 85.04306501 114.4170629  116.47211809 119.67778916  56.
  56.          66.21913794  56.39027512]",[96.   96.   79.75 81.   76.   76.   74.75 74.75],"[ 10.95693499 -18.4170629  -20.47211809 -23.67778916  40.
  40.          29.78086206  39.60972488]","[ 10.95693499 -18.4170629  -20.47211809 -23.67778916  40.
  40.          29.78086206  39.60972488]",[ 0.    0.   16.25 15.   20.   20.   21.25 21.25],96.0,10.0,0.075,2461799009914,"{'RotTorq_[kN-m]': 227.61673766341636, 'RootMxc1_[kN-m]': 5902.28784506979, 'RootMyc1_[kN-m]': 3017.9439585764667, 'RootMzc1_[kN-m]': 78.46528623585482, 'TwrBsMxt_[kN-m]': 3990.3735185685473, 'TwrBsMyt_[kN-m]': 6817.945197561481, 'TwrBsMzt_[kN-m]': 1077.782476005215, 'YawBrMxn_[kN-m]': 252.11047527596241, 'YawBrMyn_[kN-m]': 989.8576383153429, 'YawBrMzn_[kN-m]': 1077.864101579631}"
-25.426229925024767,1,851.246894,-25.426229925024767,-25.426229925024767,-23.847978849710188,"[3187.3739652278646, 1677.1101623805603, 1254.139603846551, 1408.0880877773143, 869.65836734104, 1418.7742981333408, 855.2206970942563, 2837.600228304641]","[2375.64838886 2133.13954585 2282.75980174 2272.63842797 1996.50722185
 1979.36414367 2505.33043197 2568.17314212]","[2375.64838886 2133.13954585 2282.75980174 2272.63842797 1996.50722185
 1979.36414367 2505.33043197 2568.17314212]","[2380.26415749 1881.84713006 2225.52655699 1928.88125605 2027.27143686
 1809.51337456 2775.86644422 2708.98708998]","[ 92.51000068  61.1942061   56.         120.78091999  56.
 113.31315398  56.37756429 100.69755035]","[ 92.51000068  61.1942061   56.         120.78091999  56.
 113.31315398  56.37756429 100.69755035]",[96.   96.   79.75 81.   76.   76.   74.75 74.75],"[  3.48999932  34.8057939   40.         -24.78091999  40.
 -17.31315398  39.62243571  -4.69755035]","[  3.48999932  34.8057939   40.         -24.78091999  40.
 -17.31315398  39.62243571  -4.69755035]",[ 0.    0.   16.25 15.   20.   20.   21.25 21.25],96.0,10.0,0.075,6101360463721,"{'RotTorq_[kN-m]': 196.17196358948348, 'RootMxc1_[kN-m]': 5872.138878646961, 'RootMyc1_[kN-m]': 2506.5663460038095, 'RootMzc1_[kN-m]': 71.53586494446489, 'TwrBsMxt_[kN-m]': 3991.134052427227, 'TwrBsMyt_[kN-m]': 6862.076166629181, 'TwrBsMzt_[kN-m]': 1038.2113595011983, 'YawBrMxn_[kN-m]': 233.21815093924766, 'YawBrMyn_[kN-m]': 937.7126712075606, 'YawBrMzn_[kN-m]': 1038.183143240774}"
-21.433289175613414,1,851.247373,-21.433289175613414,-21.433289175613414,-16.067433340994302,"[1519.56417918364, 1709.2817655965587, 2487.2126652573315, 2514.6115249948707, 1696.6530509557315, 1699.205378600956, 1674.0290760185676, 1062.0548644669407]","[2457.97967867 2134.49990168 2304.84235928 2349.4182457  1967.84343827
 2082.28363654 2531.94336292 2451.97567228]","[2457.97967867 2134.49990168 2304.84235928 2349.4182457  1967.84343827
 2082.28363654 2531.94336292 2451.97567228]","[2389.31256144 1874.09110063 2268.73576313 2163.76576285 1969.26647808
 1898.88171267 2433.55727124 2114.47477375]","[ 66.94568621  92.68310238  94.52304876  87.1850223  112.48442631
 106.05733788  61.10004682  60.47483907]","[ 66.94568621  92.68310238  94.52304876  87.1850223  112.48442631
 106.05733788  61.10004682  60.47483907]",[96.   96.   78.5  81.   74.75 76.   74.75 72.25],"[ 29.05431379   3.31689762   1.47695124   8.8149777  -16.48442631
 -10.05733788  34.89995318  35.52516093]","[ 29.05431379   3.31689762   1.47695124   8.8149777  -16.48442631
 -10.05733788  34.89995318  35.52516093]",[ 0.    0.   17.5  15.   21.25 20.   21.25 23.75],96.0,10.0,0.05,3720635032269,"{'RotTorq_[kN-m]': 179.2460879051213, 'RootMxc1_[kN-m]': 5754.378167605445, 'RootMyc1_[kN-m]': 2349.8282801363816, 'RootMzc1_[kN-m]': 74.32482800324154, 'TwrBsMxt_[kN-m]': 1734.15108937134, 'TwrBsMyt_[kN-m]': 4816.9480773756295, 'TwrBsMzt_[kN-m]': 818.8573576569938, 'YawBrMxn_[kN-m]': 198.51046631194632, 'YawBrMyn_[kN-m]': 844.219914956626, 'YawBrMzn_[kN-m]': 818.4480462833425}"
-14.232236426785807,1,851.247835,-14.232236426785807,-14.232236426785807,-10.152440858014446,"[2503.885860034543, 1390.1142982359836, 579.109387176846, 1031.5825088624636, 1097.7442185723125, 1283.7231076718122, 2439.305390927525, 2530.7172058924743]","[1987.07147501 2018.51773053 2028.25789644 2065.93392088 1285.53669688
 1277.7970276  2144.7359544  2181.67618082]","[1987.07147501 2018.51773053 2028.25789644 2065.93392088 1285.53669688
 1277.7970276  2144.7359544  2181.67618082]","[2012.77159624 1850.21247877 2013.02970883 1928.18441927 1207.28707681
 1173.85125427 2055.44358728 2068.10272425]","[ 82.76919108 101.30579566  52.          52.          52.
  52.          52.          72.13628608]","[ 82.76919108 101.30579566  52.          52.          52.
  52.          52.          72.13628608]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[ 9.23080892 -9.30579566 40.         40.         40.         40.
 40.         19.86371392]","[ 9.23080892 -9.30579566 40.         40.         40.         40.
 40.         19.86371392]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,5508753947432,"{'RotTorq_[kN-m]': 191.66540595237444, 'RootMxc1_[kN-m]': 5653.506561429126, 'RootMyc1_[kN-m]': 2502.1981174052044, 'RootMzc1_[kN-m]': 67.47491630852342, 'TwrBsMxt_[kN-m]': 3993.090352724536, 'TwrBsMyt_[kN-m]': 6113.024954956283, 'TwrBsMzt_[kN-m]': 937.8782761985653, 'YawBrMxn_[kN-m]': 226.33227980568833, 'YawBrMyn_[kN-m]': 816.1259114132172, 'YawBrMzn_[kN-m]': 937.9927935768721}"
-9.878736767388332,1,851.248425,-9.878736767388332,-9.878736767388332,-8.68479686643501,"[2845.138413866738, 1437.7244779082253, 755.9445982791902, 2023.856429485479, 2840.2668919727575, 1964.7949344158367, 1576.6697372221495, 1715.9113481626043]","[2347.58072838 2182.14579611 2086.51653435 2192.71796779 1614.71040074
 1621.68779353 2378.32444212 2398.4360982 ]","[2347.58072838 2182.14579611 2086.51653435 2192.71796779 1614.71040074
 1621.68779353 2378.32444212 2398.4360982 ]","[2357.65337168 2216.30016074 1982.89992338 2230.18871924 1532.24077649
 1639.18438309 2286.3526946  2357.35169145]","[123.1922796   76.28093278  70.7216542   90.43064996  68.88317129
  54.          54.          80.37638426]","[123.1922796   76.28093278  70.7216542   90.43064996  68.88317129
  54.          54.          80.37638426]",[94.   94.   72.75 75.25 67.75 67.75 69.   69.  ],"[-29.1922796   17.71906722  23.2783458    3.56935004  25.11682871
  40.          40.          13.62361574]","[-29.1922796   17.71906722  23.2783458    3.56935004  25.11682871
  40.          40.          13.62361574]",[ 0.    0.   21.25 18.75 26.25 26.25 25.   25.  ],94.0,10.0,0.025,7161990530237,"{'RotTorq_[kN-m]': 95.54481716403916, 'RootMxc1_[kN-m]': 5641.627522107354, 'RootMyc1_[kN-m]': 2002.353186192174, 'RootMzc1_[kN-m]': 72.50479186564701, 'TwrBsMxt_[kN-m]': 1985.2405162778762, 'TwrBsMyt_[kN-m]': 3978.2869895732497, 'TwrBsMzt_[kN-m]': 700.3604355540892, 'YawBrMxn_[kN-m]': 126.3669915558802, 'YawBrMyn_[kN-m]': 642.6475977005593, 'YawBrMzn_[kN-m]': 700.3935695387556}"
-4.372973185307655,1,851.248874,-4.372973185307655,-4.372973185307655,-2.645529366797197,"[1529.1613634157538, 2901.659170484714, 905.6814712353917, 766.4214800670112, 2511.644817737916, 842.4088049075904, 1316.071595623788, 1797.9131606631902]","[1874.9917497  1695.89525601 1840.77811585 1853.06158944  950.48552837
 1009.93785901 1951.63636238 1969.03881781]","[1874.9917497  1695.89525601 1840.77811585 1853.06158944  950.48552837
 1009.93785901 1951.63636238 1969.03881781]","[1740.77986195 1793.44316656 1725.05327514 1814.70211062  930.03758065
 1000.08537233 1917.17931484 1991.28695077]","[ 84.27761354 104.25044871  59.95599758  81.71710196  64.92047996
  50.          79.32739252  50.        ]","[ 84.27761354 104.25044871  59.95599758  81.71710196  64.92047996
  50.          79.32739252  50.        ]",[90.   90.   67.5  68.75 56.25 57.5  57.5  57.5 ],"[  5.72238646 -14.25044871  30.04400242   8.28289804  25.07952004
  40.          10.67260748  40.        ]","[  5.72238646 -14.25044871  30.04400242   8.28289804  25.07952004
  40.          10.67260748  40.        ]",[ 0.    0.   22.5  21.25 33.75 32.5  32.5  32.5 ],90.0,10.0,0.025,3579731715663,"{'RotTorq_[kN-m]': 78.14934522466514, 'RootMxc1_[kN-m]': 5569.666093773309, 'RootMyc1_[kN-m]': 1740.8774444146052, 'RootMzc1_[kN-m]': 65.86994173273689, 'TwrBsMxt_[kN-m]': 1588.9844927326374, 'TwrBsMyt_[kN-m]': 3631.5919665721335, 'TwrBsMzt_[kN-m]': 548.4765198571333, 'YawBrMxn_[kN-m]': 95.50659849864454, 'YawBrMyn_[kN-m]': 562.5288981333935, 'YawBrMzn_[kN-m]': 548.5117364467449}"
-23.61454432474714,1,851.249328,-23.61454432474714,-23.61454432474714,-21.99795142034312,"[3156.4456126017685, 3197.597172721471, 1259.2276360323058, 909.2694609223505, 1221.1896492666192, 1368.5014335297776, 950.8226102878443, 1773.072612962537]","[2375.64838886 2133.13954585 2282.75980174 2272.63842797 1996.50722185
 1979.36414367 2505.33043197 2568.17314212]","[2375.64838886 2133.13954585 2282.75980174 2272.63842797 1996.50722185
 1979.36414367 2505.33043197 2568.17314212]","[2380.26415749 1881.84713006 2225.52655699 1928.88125605 2027.27143686
 1809.51337456 2775.86644422 2708.98708998]","[129.27877251  69.38846819  56.7821354  101.85044456  56.
 111.31455722  87.86063516 102.72764265]","[129.27877251  69.38846819  56.7821354  101.85044456  56.
 111.31455722  87.86063516 102.72764265]",[96.   96.   79.75 81.   76.   76.   74.75 74.75],"[-33.27877251  26.61153181  39.2178646   -5.85044456  40.
 -15.31455722   8.13936484  -6.72764265]","[-33.27877251  26.61153181  39.2178646   -5.85044456  40.
 -15.31455722   8.13936484  -6.72764265]",[ 0.    0.   16.25 15.   20.   20.   21.25 21.25],96.0,10.0,0.075,1746700836371,"{'RotTorq_[kN-m]': 190.4369290842689, 'RootMxc1_[kN-m]': 5929.640615612295, 'RootMyc1_[kN-m]': 2643.253609598517, 'RootMzc1_[kN-m]': 73.75568712070192, 'TwrBsMxt_[kN-m]': 3407.849661282984, 'TwrBsMyt_[kN-m]': 7331.248091591983, 'TwrBsMzt_[kN-m]': 1004.4958074878377, 'YawBrMxn_[kN-m]': 227.8425808426774, 'YawBrMyn_[kN-m]': 949.3725530354965, 'YawBrMzn_[kN-m]': 1004.5562288958072}"
-3.170892546914661,1,851.249784,-3.170892546914661,-3.170892546914661,-7.967132825358236,"[1791.5600704546114, 3067.065347522831, 2238.1474375716925, 1006.7786007396331, 1585.65626894278, 1882.0617211572937, 1173.0921654994697, 1769.8634799308907]","[1987.07147501 2018.51773053 2028.25789644 2065.93392088 1285.53669688
 1277.7970276  2144.7359544  2181.67618082]","[1987.07147501 2018.51773053 2028.25789644 2065.93392088 1285.53669688
 1277.7970276  2144.7359544  2181.67618082]","[2335.52311951 2100.37147431 2291.62580926 2099.84549822 1326.2453315
 1239.11228446 2218.77085215 2159.2031405 ]","[ 95.97285067  68.29405838  94.79862328 109.08829591  69.63585281
  86.11895644  95.98975635  56.82340912]","[ 95.97285067  68.29405838  94.79862328 109.08829591  69.63585281
  86.11895644  95.98975635  56.82340912]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[ -3.97285067  23.70594162  -2.79862328 -17.08829591  22.36414719
   5.88104356  -3.98975635  35.17659088]","[ -3.97285067  23.70594162  -2.79862328 -17.08829591  22.36414719
   5.88104356  -3.98975635  35.17659088]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,2497457497633,"{'RotTorq_[kN-m]': 207.217865949259, 'RootMxc1_[kN-m]': 5713.279106078217, 'RootMyc1_[kN-m]': 2391.2232034326976, 'RootMzc1_[kN-m]': 76.68353185967557, 'TwrBsMxt_[kN-m]': 1817.9609400393863, 'TwrBsMyt_[kN-m]': 5427.601293199936, 'TwrBsMzt_[kN-m]': 769.465382164652, 'YawBrMxn_[kN-m]': 203.66877118492584, 'YawBrMyn_[kN-m]': 802.7172198558793, 'YawBrMzn_[kN-m]': 769.6024075175362}"
-11.180356250864481,1,851.25024,-11.180356250864481,-11.180356250864481,-8.840907586791015,"[1392.4762382269237, 1742.7146842512814, 2642.46701456704, 2381.4516143040955, 794.3127086610579, 2302.808913060222, 2199.593432273791, 1485.5222376228564]","[2347.58072838 2182.14579611 2086.51653435 2192.71796779 1614.71040074
 1621.68779353 2378.32444212 2398.4360982 ]","[2347.58072838 2182.14579611 2086.51653435 2192.71796779 1614.71040074
 1621.68779353 2378.32444212 2398.4360982 ]","[2331.11000192 2095.47990304 2090.31825835 2131.68648989 1634.86811643
 1546.40411433 2331.31464729 2229.22610383]","[110.10430937  80.24040976  96.78876448  54.          78.54118654
  99.31037763  58.67134788  54.        ]","[110.10430937  80.24040976  96.78876448  54.          78.54118654
  99.31037763  58.67134788  54.        ]",[94.   94.   72.75 75.25 67.75 67.75 69.   69.  ],"[-16.10430937  13.75959024  -2.78876448  40.          15.45881346
  -5.31037763  35.32865212  40.        ]","[-16.10430937  13.75959024  -2.78876448  40.          15.45881346
  -5.31037763  35.32865212  40.        ]",[ 0.    0.   21.25 18.75 26.25 26.25 25.   25.  ],94.0,10.0,0.025,5360438683984,"{'RotTorq_[kN-m]': 110.65785958649002, 'RootMxc1_[kN-m]': 5629.584910120217, 'RootMyc1_[kN-m]': 1851.5889235479024, 'RootMzc1_[kN-m]': 72.60590466427999, 'TwrBsMxt_[kN-m]': 1622.8495689473352, 'TwrBsMyt_[kN-m]': 3987.2438852480655, 'TwrBsMzt_[kN-m]': 735.7340781481566, 'YawBrMxn_[kN-m]': 126.5479736781758, 'YawBrMyn_[kN-m]': 782.7902778680091, 'YawBrMzn_[kN-m]': 735.7429264343531}"
-1.08282099267187,1,851.250676,-1.08282099267187,-1.08282099267187,-10.010049459260891,"[2487.746268638595, 1551.4538820557443, 893.7216232301594, 1335.503700257248, 2807.408185929122, 2625.3712239296246, 937.3757575712942, 2188.6364971576395]","[1987.07147501 2018.51773053 2028.25789644 2065.93392088 1285.53669688
 1277.7970276  2144.7359544  2181.67618082]","[1987.07147501 2018.51773053 2028.25789644 2065.93392088 1285.53669688
 1277.7970276  2144.7359544  2181.67618082]","[2223.31232422 2110.81474762 2335.58935856 2296.44997956 1487.75414545
 1468.20140335 2255.42181807 2298.98171259]","[96.76982762 55.6327605  73.2583349  79.23171001 52.38292384 52.
 52.         66.44638886]","[96.76982762 55.6327605  73.2583349  79.23171001 52.38292384 52.
 52.         66.44638886]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[-4.76982762 36.3672395  18.7416651  12.76828999 39.61707616 40.
 40.         25.55361114]","[-4.76982762 36.3672395  18.7416651  12.76828999 39.61707616 40.
 40.         25.55361114]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,1519847493887,"{'RotTorq_[kN-m]': 177.82357169698537, 'RootMxc1_[kN-m]': 5612.099446589664, 'RootMyc1_[kN-m]': 2606.7020012755083, 'RootMzc1_[kN-m]': 73.86559992895741, 'TwrBsMxt_[kN-m]': 3425.030031519108, 'TwrBsMyt_[kN-m]': 6268.323483213568, 'TwrBsMzt_[kN-m]': 926.1504176282052, 'YawBrMxn_[kN-m]': 207.15135319964511, 'YawBrMyn_[kN-m]': 822.1877242881922, 'YawBrMzn_[kN-m]': 926.2255059091823}"
