#{"t_start": 1756531070.6637268, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-2.2372563,1,439.624358,-2.2372563951220186,"[2556.5712478227065, 488.01673624106235, 2261.2453063911034]",5427.254897733999,5427.254897733999,[93.5242215  50.         67.00590837],[85.53248882 62.69894123 63.41747999],[90.   61.25 60.  ],[-3.5242215  40.         22.99409163],[ 4.46751118 27.30105877 26.58252001],[ 0.   28.75 30.  ],90.0,10.0,0.05
2.756954,1,439.625174,2.7569540029267827,"[2522.3454665701593, 779.7426443785107, 2799.579371583351]",5937.960639002816,5937.960639002816,[97.21267803 52.         70.2715987 ],[89.22094536 61.25062656 66.68317032],[92.  62.  64.5],[-5.21267803 40.         21.7284013 ],[ 2.77905464 30.74937344 25.31682968],[ 0.  30.  27.5],92.0,10.0,0.025
11.259299,1,439.625479,11.259299050490029,"[2865.426339498419, 1329.2014479704576, 2937.045534124142]",6409.957084447053,6409.957084447053,[98.41628845 61.51201035 75.60806644],[90.42455578 76.77457476 72.01963806],[94.   70.25 69.  ],[-4.41628845 32.48798965 18.39193356],[ 3.57544422 17.22542524 21.98036194],[ 0.   23.75 25.  ],94.0,10.0,0.075
-6.9993663,1,439.625732,-6.9993664770045,"[2642.428738904345, 1232.8348626808618, 2525.5230485288644]",6882.519406205336,6882.519406205336,[101.6937495   64.81373288  81.1213764 ],[93.70201683 80.07629728 77.53294802],[96.   76.   74.75],[-5.6937495  31.18626712 14.8786236 ],[ 2.29798317 15.92370272 18.46705198],[ 0.   20.   21.25],96.0,10.0,0.075
7.7621374,1,439.62598,7.762137195426226,"[2784.459063886875, 1253.7661329725836, 2842.632597041449]",6385.227662497541,6385.227662497541,[99.88952453 58.25870539 74.49469698],[91.89779186 73.5212698  70.9062686 ],[94. 69. 69.],[-5.88952453 35.74129461 19.50530302],[ 2.10220814 20.4787302  23.0937314 ],[ 0. 25. 25.],94.0,10.0,0.05
11.050172,1,439.626218,11.050171794730947,"[2829.6185978050476, 705.9571673625496, 2586.802294891407]",5513.16397004394,5513.16397004394,[92.25597294 50.         68.96542299],[84.26424026 63.75623941 65.37699461],[90.   62.5  61.25],[-2.25597294 40.         21.03457701],[ 5.73575974 26.24376059 24.62300539],[ 0.   27.5  28.75],90.0,10.0,0.075
-2.658668,1,439.626465,-2.658667953831858,"[2550.663684607426, 645.6347476189983, 2583.7915501560738]",5937.960639002816,5937.960639002816,[95.52388294 52.         69.32025135],[87.53215027 61.41690445 65.73182297],[92.  62.  64.5],[-3.52388294 40.         22.67974865],[ 4.46784973 30.58309555 26.26817703],[ 0.  30.  27.5],92.0,10.0,0.025
4.405463,1,439.626701,4.405463244549474,"[2731.0616569791177, 983.4051837330896, 2950.6528647002688]",6383.880209219254,6383.880209219254,[98.90733536 55.9254625  74.700333  ],[90.91560268 71.18802691 71.11190462],[94. 69. 69.],[-4.90733536 38.0745375  19.299667  ],[ 3.08439732 22.81197309 22.88809538],[ 0. 25. 25.],94.0,10.0,0.025
5.28136,1,439.626949,5.281360076426415,"[2681.690542090757, 995.1768840774126, 2587.6128475228306]",5950.227342374239,5950.227342374239,[99.81865509 56.02851702 73.19327295],[91.82692242 71.29108143 69.60484457],[92.   65.75 64.5 ],[-7.81865509 35.97148298 18.80672705],[ 0.17307758 20.70891857 22.39515543],[ 0.   26.25 27.5 ],92.0,10.0,0.075
-1.031247,1,439.627184,-1.031247026105802,"[2803.3330808078626, 1211.5967604353243, 2796.613788264502]",6882.519406205336,6882.519406205336,[99.82657917 64.475796   80.62099064],[91.8348465  79.7383604  77.03256226],[96.   76.   74.75],[-3.82657917 31.524204   15.37900936],[ 4.1651535  16.2616396  18.96743774],[ 0.   20.   21.25],96.0,10.0,0.075
9.75863,1,880.202289,7.521373442694397,"[2927.7654609794877, 1169.1046135857391, 2938.6109945159033]",6409.957084447053,6409.957084447053,[100.03004845  58.76490618  77.03391445],[92.03831577 74.02747059 73.44548607],[94.   70.25 69.  ],[-6.03004845 35.23509382 16.96608555],[ 1.96168423 19.97252941 20.55451393],[ 0.   23.75 25.  ],94.0,10.0,0.075
9.398314,1,880.202807,12.155268822762862,"[2877.97055460227, 1112.2013692264902, 2995.1595363535603]",6385.227662497541,6385.227662497541,[97.4281245  56.27406622 75.65535915],[89.43639183 71.53663063 72.06693077],[94. 69. 69.],[-3.4281245  37.72593378 18.34464085],[ 4.56360817 22.46336937 21.93306923],[ 0. 25. 25.],94.0,10.0,0.05
3.9092488,1,880.203086,15.168547903386543,"[2860.952396674757, 1406.9514878237976, 2894.0844859144945]",6892.541760697566,6892.541760697566,[102.61197574  63.36029984  79.77043712],[94.62024307 78.62286425 76.18200874],[96.   74.75 73.5 ],[-6.61197574 32.63970016 16.22956288],[ 1.37975693 17.37713575 19.81799126],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-0.355372,1,880.203336,-7.354738489159931,"[2724.9031913768554, 1480.179042923389, 2679.201792045083]",6908.836096196903,6908.836096196903,[101.58850201  68.15901495  78.3601054 ],[93.59676933 83.42157936 74.77167702],[96.  76.  73.5],[-5.58850201 27.84098505 17.6398946 ],[ 2.40323067 12.57842064 21.22832298],[ 0.  20.  22.5],96.0,10.0,0.05
8.837608,1,880.203576,16.599745782700133,"[2752.0637890238922, 608.7325824091303, 2546.0980711963603]",5427.254897733999,5427.254897733999,[95.63803108 50.         68.94462574],[87.64629841 60.64875126 65.35619736],[90.   61.25 60.  ],[-5.63803108 40.         21.05537426],[ 2.35370159 29.35124874 24.64380264],[ 0.   28.75 30.  ],90.0,10.0,0.05
3.3380055,1,880.203813,14.388177425591207,"[2391.0234224097144, 609.3242866668296, 2599.413798791057]",5418.879021016563,5418.879021016563,[94.61811931 50.         63.72000683],[86.62638664 51.76596642 60.13157845],[90.  57.5 60. ],[-4.61811931 40.         26.27999317],[ 3.37361336 38.23403358 29.86842155],[ 0.  32.5 30. ],90.0,10.0,0.025
11.042247,1,880.204044,8.38357857265158,"[2993.441389337536, 1182.1233439894525, 2942.195614626498]",6409.957084447053,6409.957084447053,[97.58367355 59.95384242 78.68748319],[89.59194088 75.21640682 75.09905481],[94.   70.25 69.  ],[-3.58367355 34.04615758 15.31251681],[ 4.40805912 18.78359318 18.90094519],[ 0.   23.75 25.  ],94.0,10.0,0.075
-0.08201553,1,880.204281,4.323447716365505,"[2553.032193614279, 646.3967635931626, 2733.66163201394]",5937.960639002816,5937.960639002816,[98.46694095 52.         70.19095123],[90.47520828 60.54177475 66.60252285],[92.  62.  64.5],[-6.46694095 40.         21.80904877],[ 1.52479172 31.45822525 25.39747715],[ 0.  30.  27.5],92.0,10.0,0.025
-1.2757415,1,880.204518,4.005618635963712,"[2666.481325954672, 923.0402406928711, 2714.247100491629]",6385.227662497541,6385.227662497541,[98.97782619 57.62837435 75.62871826],[90.98609352 72.89093876 72.04028988],[94. 69. 69.],[-4.97782619 36.37162565 18.37128174],[ 3.01390648 21.10906124 21.95971012],[ 0. 25. 25.],94.0,10.0,0.05
5.334186,1,880.204748,4.302939198086721,"[2692.9069749904934, 947.6499235677422, 2627.0666510210667]",5950.227342374239,5950.227342374239,[98.34993942 55.01523329 73.45110119],[90.35820675 70.2777977  69.86267281],[92.   65.75 64.5 ],[-6.34993942 36.98476671 18.54889881],[ 1.64179325 21.7222023  22.13732719],[ 0.   26.25 27.5 ],92.0,10.0,0.075
6.050779,1,1317.903879,13.572152495697358,"[2822.6237619421017, 1449.5554442219513, 3037.4150276092823]",6892.541760697566,6892.541760697566,[99.65476044 62.09310271 78.08349693],[91.66302776 77.35566711 74.49506855],[96.   74.75 73.5 ],[-3.65476044 33.90689729 17.91650307],[ 4.33697224 18.64433289 21.50493145],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-1.8008819,1,1317.904383,10.354386933233123,"[2703.9679493982494, 784.3565132001104, 2781.91279132002]",6385.227662497541,6385.227662497541,[96.34339626 54.65914036 76.36558902],[88.35166359 69.92170477 72.77716064],[94. 69. 69.],[-2.34339626 39.34085964 17.63441098],[ 5.64833641 24.07829523 21.22283936],[ 0. 25. 25.],94.0,10.0,0.05
2.4605289,1,1317.904649,17.629076840612147,"[2688.875775708088, 989.8617094042384, 2863.6005517287003]",6385.227662497541,6385.227662497541,[100.26529606  55.04108216  75.21853817],[92.27356339 70.30364656 71.63010979],[94. 69. 69.],[-6.26529606 38.95891784 18.78146183],[ 1.72643661 23.69635344 22.36989021],[ 0. 25. 25.],94.0,10.0,0.05
4.64941,1,1317.904902,-2.7053284822597092,"[2535.3689438419406, 571.576553542966, 2563.8794270966173]",5418.879021016563,5418.879021016563,[93.52440269 50.         66.06989372],[85.53267002 56.05828762 62.48146534],[90.  57.5 60. ],[-3.52440269 40.         23.93010628],[ 4.46732998 33.94171238 27.51853466],[ 0.  32.5 30. ],90.0,10.0,0.025
