#{"t_start": 1757885500.7222826, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
13.529885,1,466.93602,13.52988531705662,"[2932.8261393511157, 1038.3562089515835, 2784.1039295989203]",5950.227342374239,5950.227342374239,[99.11038502 55.27366711 73.18774879],[91.11865234 70.53623152 69.59932041],[92.   65.75 64.5 ],[-7.11038502 36.72633289 18.81225121],[ 0.88134766 21.46376848 22.40067959],[ 0.   26.25 27.5 ],92.0,10.0,0.075
1.127743,1,466.944356,1.1277430607932508,"[2632.7043656484157, 1043.6585542131352, 2779.511055426527]",6383.880209219254,6383.880209219254,[99.41611107 58.64975716 73.86957061],[91.4243784  73.91232157 70.28114223],[94. 69. 69.],[-5.41611107 35.35024284 20.13042939],[ 2.5756216  20.08767843 23.71885777],[ 0. 25. 25.],94.0,10.0,0.025
2.7858644,1,466.944797,2.7858644150322727,"[2730.9631488480745, 1429.3453902645729, 2924.25008978743]",6892.541760697566,6892.541760697566,[101.9498492   62.38802649  77.91622722],[93.95811653 77.6505909  74.32779884],[96.   74.75 73.5 ],[-5.9498492  33.61197351 18.08377278],[ 2.04188347 18.3494091  21.67220116],[ 0.   21.25 22.5 ],96.0,10.0,0.025
7.4498835,1,466.945029,7.449883254783006,"[2635.6668384238114, 651.3779965388926, 2544.534216591971]",5427.254897733999,5427.254897733999,[94.2594281  50.         66.67262781],[86.26769543 59.49647903 63.08419943],[90.   61.25 60.  ],[-4.2594281  40.         23.32737219],[ 3.73230457 30.50352097 26.91580057],[ 0.   28.75 30.  ],90.0,10.0,0.05
6.2366977,1,466.945246,6.236697687418779,"[2564.638160993491, 750.479195537218, 2541.885983336567]",5513.16397004394,5513.16397004394,[95.22363575 50.0521505  71.10742557],[87.23190308 65.31471491 67.51899719],[90.   62.5  61.25],[-5.22363575 39.9478495  18.89257443],[ 2.76809692 24.68528509 22.48100281],[ 0.   27.5  28.75],90.0,10.0,0.075
3.0182278,1,466.945466,3.0182277563436504,"[2539.5134380716654, 549.2237411696157, 2493.6959524702866]",5418.879021016563,5418.879021016563,[96.05866344 50.         66.49185884],[88.06693077 53.3003521  62.90343046],[90.  57.5 60. ],[-6.05866344 40.         23.50814116],[ 1.93306923 36.6996479  27.09656954],[ 0.  32.5 30. ],90.0,10.0,0.025
2.6021252,1,466.945681,2.6021251655221045,"[2708.1589535118937, 1499.615134000516, 2864.120236884388]",6892.541760697566,6892.541760697566,[103.42174061  65.07444598  78.51966226],[95.43000793 80.33701038 74.93123388],[96.   74.75 73.5 ],[-7.42174061 30.92555402 17.48033774],[ 0.56999207 15.66298962 21.06876612],[ 0.   21.25 22.5 ],96.0,10.0,0.025
5.5224037,1,466.945895,5.522403661837254,"[2720.869011991746, 928.2321118598089, 2629.7217911656003]",5950.227342374239,5950.227342374239,[95.90082271 54.77389647 74.10785616],[87.90909004 70.03646088 70.51942778],[92.   65.75 64.5 ],[-3.90082271 37.22610353 17.89214384],[ 4.09090996 21.96353912 21.48057222],[ 0.   26.25 27.5 ],92.0,10.0,0.075
14.038965,1,466.946105,14.03896508732951,"[3041.839177373721, 957.1279948057246, 2786.6105094074474]",5950.227342374239,5950.227342374239,[97.83244236 54.63632418 75.73248327],[89.84070969 69.89888859 72.14405489],[92.   65.75 64.5 ],[-5.83244236 37.36367582 16.26751673],[ 2.15929031 22.10111141 19.85594511],[ 0.   26.25 27.5 ],92.0,10.0,0.075
11.321948,1,466.946313,11.32194840838979,"[2896.52686747719, 1304.0471746583141, 2935.115076412571]",6409.957084447053,6409.957084447053,[98.34672745 61.41832377 76.30563629],[90.35499477 76.68088818 72.71720791],[94.   70.25 69.  ],[-4.34672745 32.58167623 17.69436371],[ 3.64500523 17.31911182 21.28279209],[ 0.   23.75 25.  ],94.0,10.0,0.075
4.5392423,1,914.286831,18.06912777972791,"[2756.9351295120036, 1641.3153282310957, 2824.194460208735]",6908.836096196903,6908.836096196903,[101.63780697  66.45930029  78.84741628],[93.6460743 81.7218647 75.2589879],[96.  76.  73.5],[-5.63780697 29.54069971 17.15258372],[ 2.3539257 14.2781353 20.7410121],[ 0.  20.  22.5],96.0,10.0,0.05
-3.3406994,1,914.301989,-2.2129563412954596,"[2606.8154141684868, 474.4287564184174, 2247.741563673608]",5513.16397004394,5513.16397004394,[94.41058548 50.         70.46053875],[86.41885281 65.14280081 66.87211037],[90.   62.5  61.25],[-4.41058548 40.         19.53946125],[ 3.58114719 24.85719919 23.12788963],[ 0.   27.5  28.75],90.0,10.0,0.075
