#{"t_start": 1757885500.709653, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-43.654903,1,41288.432116,-2881.4813312352258,"[2362.8670755577546, 675.4022623408628, 0.0]",5392.2514120297865,5392.2514120297865,[92.92913826 51.81336762 62.72470462],[84.93740559 67.07593203 59.13627625],[90.  57.5 60. ],[-2.92913826 38.18663238 27.27529538],[ 5.06259441 22.92406797 30.86372375],[ 0.  32.5 30. ],90.0,10.0,0.025
-38.83356,1,41288.447585,-2933.4192476061507,"[2492.2205556229433, 1133.2432444548147, 0.0]",5927.210961873994,5927.210961873994,[94.62263687 60.76978995 68.13105285],[86.6309042  76.03235435 64.54262447],[92.  62.  64.5],[-2.62263687 31.23021005 23.86894715],[ 5.3690958  15.96764565 27.45737553],[ 0.  30.  27.5],92.0,10.0,0.025
-43.756107,1,41288.447812,-2928.712101238591,"[2340.9178943565357, 691.8941516963905, 0.0]",5392.2514120297865,5392.2514120297865,[93.47032459 54.73839881 63.84918916],[85.47859192 70.00096321 60.26076078],[90.  57.5 60. ],[-3.47032459 35.26160119 26.15081084],[ 4.52140808 19.99903679 29.73923922],[ 0.  32.5 30. ],90.0,10.0,0.025
-38.44401,1,41288.448022,-2921.011597768546,"[2302.3661060972854, 1025.8260506903248, 0.0]",5406.772348175144,5406.772348175144,[89.90487011 62.80606867 64.94898069],[81.91313744 78.06863308 61.36055231],[90.   62.5  61.25],[ 0.09512989 27.19393133 25.05101931],[ 8.08686256 11.93136692 28.63944769],[ 0.   27.5  28.75],90.0,10.0,0.075
-37.358063,1,41288.448232,-2927.503301401981,"[2449.1052047242465, 1933.888576252407, 0.0]",6996.900212088641,6996.900212088641,[93.21033008 76.9923804  74.40148437],[85.21859741 92.2549448  70.81305599],[96.  76.  73.5],[ 2.78966992 19.0076196  21.59851563],[10.78140259  3.7450552  25.18694401],[ 0.  20.  22.5],96.0,10.0,0.05
-35.417076,1,41288.448445,-2937.726230782022,"[2464.9058786761684, 1026.9457463564827, 0.0]",5406.772348175144,5406.772348175144,[88.50836189 63.04782988 65.12341726],[80.51662922 78.31039429 61.53498888],[90.   62.5  61.25],[ 1.49163811 26.95217012 24.87658274],[ 9.48337078 11.68960571 28.46501112],[ 0.   27.5  28.75],90.0,10.0,0.075
-32.40769,1,41288.448652,-2984.3900169394456,"[2670.538496285676, 1693.931284842173, 0.0]",6457.050665070418,6457.050665070418,[92.39313896 67.29594971 70.53925884],[84.40140629 82.55851412 66.95083046],[94.   70.25 69.  ],[ 1.60686104 26.70405029 23.46074116],[ 9.59859371 11.44148588 27.04916954],[ 0.   23.75 25.  ],94.0,10.0,0.075
-35.665707,1,41288.448858,-2987.460742248893,"[2611.312281806154, 1849.7912618525813, 0.0]",6934.254560608033,6934.254560608033,[94.53302868 72.99151875 75.21500194],[86.54129601 88.25408316 71.62657356],[96.   74.75 73.5 ],[ 1.46697132 23.00848125 20.78499806],[ 9.45870399  7.74591684 24.37342644],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-34.62677,1,41288.449058,-2918.1142372276686,"[2600.2195568745824, 1932.9265030542629, 0.0]",6934.254560608033,6934.254560608033,[94.52587612 72.56710745 75.67713344],[86.53414345 87.82967186 72.08870506],[96.   74.75 73.5 ],[ 1.47412388 23.43289255 20.32286656],[ 9.46585655  8.17032814 23.91129494],[ 0.   21.25 22.5 ],96.0,10.0,0.025
-42.86666,1,41288.449264,-2996.487855535164,"[2427.834157194026, 958.5792640049241, 0.0]",5927.210961873994,5927.210961873994,[93.28852756 58.2866676  67.48281181],[85.29679489 73.54923201 63.89438343],[92.  62.  64.5],[-1.28852756 33.7133324  24.51718819],[ 6.70320511 18.45076799 28.10561657],[ 0.  30.  27.5],92.0,10.0,0.025
