,wind_spd,wind_dir,turb_int,yaw_angles_opt,totalpower_stochastic,totalpower
0,10,90.0,0.025,"[ 0.    0.    0.    0.   12.5  12.5  12.5  12.5  16.25 16.25 16.25 17.5
 17.5  17.5  17.5  18.75 25.   20.   20.   25.   25.   25.   25.   25.
 32.5  31.25 31.25 32.5  32.5  32.5  32.5  33.75]","[1646.98464238 1722.47001825 1712.67991833 1576.04340776 1862.3584582
 1523.64522987 1733.07450853 1605.39079166 1604.18697577 1644.20685766
 1641.22547578 1705.46442352 1617.54019495 1727.91821379 1713.45415497
 1811.71300474 1580.41017516 1646.04010176 1660.92099472 1637.92074218
 1246.49998024 1793.44832056 1365.3950924  1171.76532276 1074.57205508
 1052.70830623  841.27957617  901.88539181 2048.33367089 1765.07864303
 2273.0891049  2081.67367378]","[1641.23188979 1712.94280766 1703.31717431 1570.86708472 1856.08972398
 1518.48389316 1723.89311028 1599.99430399 1598.95641498 1638.53891089
 1635.73285212 1696.68653379 1612.20770662 1718.47937967 1703.98903433
 1805.01704279 1575.13044895 1640.89450055 1654.66243713 1632.48092453
 1242.31219785 1786.34794405 1360.45584117 1165.96002238 1070.95533787
 1049.14223122  838.33312247  897.39965821 2037.73975245 1756.98098462
 2265.51436815 2070.96551563]"
1,10,90.0,0.05,"[ 0.    0.    0.    0.   11.25 11.25 11.25 13.75 16.25 16.25 16.25 16.25
 17.5  17.5  17.5  17.5  25.   18.75 18.75 18.75 25.   25.   25.   25.
 30.   30.   31.25 31.25 32.5  32.5  33.75 33.75]","[1614.04583343 1678.40634091 1673.72382032 1546.51527997 1828.21977365
 1516.50194005 1711.34851709 1534.01491761 1565.67106434 1611.93357568
 1606.60069818 1639.42582197 1563.23460109 1666.31110946 1658.18153972
 1704.11158636 1502.01099391 1612.6834115  1632.29202184 1683.46793355
 1198.92845783 1745.55188021 1379.01899064 1150.12370149 1134.89748656
 1097.56149568  891.51784748  944.3485649  2048.33367089 1765.07864303
 2227.75513308 2081.67367378]","[1608.70422523 1671.32651855 1666.89206362 1541.31488865 1821.90281804
 1511.31415189 1702.12481694 1528.81114948 1560.48099145 1606.64114369
 1601.35105222 1633.9697346  1558.02297383 1659.80318341 1652.00373077
 1695.46716343 1496.58600719 1609.55307269 1626.99616717 1676.180936
 1194.01160189 1736.82534492 1373.47652291 1143.48816671 1129.33778781
 1093.84242273  887.60825021  939.76364074 2037.73975245 1756.98098462
 2220.23133825 2070.96551563]"
2,10,90.0,0.075,"[ 0.    0.    0.    0.   11.25 11.25 11.25 12.5  16.25 16.25 16.25 15.
 17.5  17.5  17.5  17.5  25.   18.75 18.75 18.75 25.   25.   25.   25.
 28.75 28.75 30.   30.   30.   30.   31.25 32.5 ]","[1614.77539987 1670.12680238 1665.83322724 1521.69403859 1812.2370914
 1513.71116247 1697.07270451 1528.24842483 1549.15809963 1603.39462523
 1591.7729192  1634.18124664 1536.40910191 1641.93797377 1632.68397249
 1679.94406052 1459.95894516 1575.06160797 1590.37605715 1650.78877805
 1161.44549527 1685.38628852 1334.95964694 1125.25490826 1161.66983304
 1127.55945868  916.87687331 1003.49846411 2149.46869086 1876.69317401
 2316.23944318 2131.88957174]","[1609.44288898 1663.40537368 1659.35164783 1516.49188006 1805.59814392
 1508.46279877 1688.97528944 1522.99768268 1544.04401561 1598.1249462
 1586.58353229 1628.91790493 1531.2371073  1636.42464498 1627.43239787
 1672.89378922 1453.42759262 1571.83296896 1585.13770324 1644.88691
 1155.1737746  1677.97101861 1330.5896181  1120.32369457 1155.3987774
 1122.51540941  911.28662468  999.97908713 2140.89545825 1870.38594241
 2308.61621828 2122.83754774]"
3,10,92.0,0.025,"[ 0.    0.    0.    0.   11.25 10.   10.   10.   15.   12.5  12.5  11.25
 15.   15.   15.   15.   15.   15.   15.   15.   25.   25.   20.   25.
 31.25 30.   32.5  25.   28.75 28.75 28.75 27.5 ]","[1794.85026035 1605.79610426 1707.75445854 1293.9718562  2030.75461526
 1453.18606691 1807.07963285 1430.5052988  1749.69567852 1732.58678602
 1854.73381003 1868.8470807  1830.14110082 1905.37886272 1937.47835365
 1978.68403094 2064.70651997 1921.13039629 1939.96003016 2033.36426221
 1413.42665197 2035.54611685 1788.83401829 1309.08669575 1246.97941773
 1247.13546016  998.08158549 1203.47414276 2197.38372148 1930.46531263
 2398.54082796 2316.02194975]","[1787.63837986 1600.43848376 1698.80985395 1289.60960309 2021.41145629
 1447.10353351 1800.17515998 1423.00553026 1741.13486939 1723.25842408
 1848.44900681 1862.53202371 1823.68627854 1898.96420482 1931.07579509
 1971.55784883 2053.43458912 1914.83733512 1933.75282826 2023.77839065
 1405.65814862 2025.94786068 1781.58040624 1304.78605548 1242.67935387
 1242.87256307  994.54455611 1198.57751744 2189.7820628  1924.09765712
 2388.29493484 2308.39896924]"
4,10,92.0,0.05,"[ 0.    0.    0.    0.   10.   10.   10.   10.   15.   11.25 11.25 11.25
 15.   15.   15.   15.   15.   15.   15.   15.   25.   18.75 18.75 25.
 30.   30.   30.   25.   30.   30.   30.   28.75]","[1747.30313737 1563.34806896 1670.76177897 1324.43737471 1970.86128461
 1388.6817129  1759.80594242 1457.0606101  1706.78599385 1636.16020371
 1836.2601653  1839.80261416 1783.00134942 1746.58823481 1884.67209237
 1934.27407132 1993.12954957 1759.98374676 1864.38611343 1970.34654386
 1389.87122948 2092.84729485 1765.25864009 1305.23829442 1324.90425129
 1285.63666663 1100.73245962 1257.60828302 2149.46869086 1876.69317401
 2358.23236973 2272.86033407]","[1738.58838486 1558.06792284 1664.32973198 1319.98422126 1964.12064323
 1382.22824864 1751.56143238 1450.51426478 1697.90954407 1631.23097512
 1829.93851391 1833.54088637 1775.46714874 1737.98484768 1878.35838623
 1927.85427714 1985.49823208 1752.04887607 1858.14288923 1963.55840446
 1383.76382888 2082.55213421 1757.19616836 1300.90551215 1320.51381726
 1281.32814454 1096.81778652 1253.28618326 2140.89545825 1870.38594241
 2349.54164724 2265.2858544 ]"
5,10,92.0,0.075,"[ 0.    0.    0.    0.   10.    8.75  8.75  8.75 16.25 11.25 11.25 11.25
 15.   15.   15.   15.   15.   15.   15.   15.   25.   18.75 17.5  25.
 27.5  28.75 28.75 25.   28.75 28.75 28.75 27.5 ]","[1727.27172646 1553.34096277 1638.86903167 1331.48515815 1934.05524569
 1427.76427706 1741.57878701 1488.64046658 1640.25645122 1634.23379622
 1769.93076138 1809.23343876 1713.38678836 1725.81338159 1830.31154189
 1887.38033384 1913.97890741 1734.21616935 1788.70366581 1912.17483847
 1327.65916516 2021.65093349 1720.34642249 1275.28890381 1381.20074148
 1322.34395339 1136.91979346 1267.0147313  2197.38372148 1930.46531263
 2398.54082796 2316.02194975]","[1717.84694247 1547.97775227 1633.89585023 1326.97121687 1927.65219603
 1419.66563854 1732.75360958 1483.15701509 1634.72055046 1629.43169064
 1762.05730949 1802.39747105 1703.72567433 1716.57081808 1823.93674618
 1881.06232976 1907.63427872 1725.42873164 1781.47271791 1905.81361033
 1323.2793848  2012.8523524  1710.67146322 1270.96863297 1375.51497764
 1317.99360391 1131.25749171 1262.71281004 2189.7820628  1924.09765712
 2388.29493484 2308.39896924]"
6,10,94.0,0.025,"[ 0.    0.    0.    0.   20.   10.   10.   12.5  20.   20.   20.   17.5
 22.5  18.75 18.75 18.75 25.   20.   17.5  20.   25.   25.   25.   25.
 27.5  26.25 26.25 25.   27.5  27.5  27.5  25.  ]","[2035.5319733  1862.15111354 1788.37754257 1608.55147107 2251.51107182
 1726.69365031 1907.01393751 1654.82193698 1912.33645964 1791.15555367
 1757.83210068 1857.68445621 1850.19867161 1992.06329866 1971.55330061
 2090.56265168 2086.16255116 1958.14763393 2120.56743907 2211.12250346
 1557.76638794 2216.91550162 1827.20908958 1498.86520471 1618.06241772
 1594.09072066 1412.63487927 1454.68599222 2244.02055342 1983.04994288
 2437.5916479  2398.33664922]","[2025.65711934 1855.90883078 1781.02564363 1603.36018491 2242.76929643
 1717.18890758 1900.67528689 1648.66651681 1905.97931615 1783.88963709
 1749.50010961 1851.40238935 1843.88831532 1984.476108   1964.60905864
 2080.01718371 2075.61926451 1951.63541748 2111.0433924  2203.6475897
 1552.58833216 2209.4409363  1820.85397754 1493.41200383 1612.78028763
 1588.86744791 1404.8523203  1448.00542651 2236.4784811  1975.82846328
 2424.87992486 2388.10014761]"
7,10,94.0,0.05,"[ 0.    0.    0.    0.   17.5  11.25 10.   11.25 20.   20.   20.   18.75
 21.25 20.   17.5  18.75 25.   18.75 18.75 20.   25.   25.   25.   25.
 26.25 28.75 25.   25.   27.5  26.25 26.25 25.  ]","[1958.59475476 1910.67944878 1844.73449323 1637.02681575 2223.88872939
 1760.92405332 1964.38398839 1745.03606248 1854.70234888 1849.35085507
 1792.11458655 1894.77138668 1859.27435274 1966.49333545 2019.56951638
 2092.87260699 2045.98450082 1983.68403588 2060.07304703 2169.77688874
 1530.06178157 2231.76072294 1779.09376452 1484.84822486 1656.71539108
 1495.84045535 1414.14562888 1465.48487592 2244.02055342 2035.22720498
 2474.8745039  2398.33664922]","[1952.12853216 1904.31167749 1838.46198173 1631.82881733 2216.365728
 1752.62425682 1957.83013771 1736.1531479  1848.41761405 1843.07844216
 1784.90637218 1888.45243953 1852.96191906 1959.90451203 2010.77667104
 2082.47220938 2035.58407992 1976.36593674 2048.66012513 2161.66011279
 1524.90456839 2224.23975212 1771.54652475 1479.09286567 1650.56742324
 1490.32534231 1406.21525198 1459.16677155 2236.4784811  2025.58691514
 2462.6342422  2388.10014761]"
8,10,94.0,0.075,"[ 0.    0.    0.    0.   16.25 11.25 10.   11.25 20.   20.   20.   18.75
 21.25 20.   18.75 18.75 21.25 20.   18.75 18.75 25.   25.   21.25 21.25
 25.   25.   26.25 25.   26.25 26.25 26.25 25.  ]","[1904.95089284 1922.6158841  1888.60263352 1666.8229455  2175.57066909
 1783.08141106 1997.90268359 1771.13000391 1787.94112565 1866.60776676
 1806.58706879 1893.93911588 1767.15414218 1960.35482395 1962.88642862
 2040.04769649 2074.726239   1917.81033801 1974.49167894 2112.83991344
 1489.22646263 2121.50280606 1860.4250146  1582.79286743 1668.85944761
 1619.98032994 1415.10499635 1491.00867678 2288.58251194 2035.22720498
 2474.8745039  2398.33664922]","[1898.55768831 1916.22950942 1882.31055622 1660.3476025  2167.5722933
 1775.55093177 1990.11130977 1763.15236309 1780.66514186 1860.30840309
 1799.71393701 1887.69388861 1759.14396714 1953.92423772 1956.32391872
 2030.04756831 2063.79202287 1911.43398687 1967.57541194 2103.16690317
 1483.55637577 2112.14191729 1854.28268432 1577.55610935 1662.21741845
 1614.70748331 1407.11842493 1485.35231142 2280.99036522 2025.58691514
 2462.6342422  2388.10014761]"
9,10,96.0,0.025,"[ 0.    0.    0.    0.   16.25 10.   10.   10.   17.5  15.   15.   15.
 20.   16.25 15.   15.   22.5  16.25 16.25 15.   18.75 17.5  17.5  17.5
 25.   25.   20.   22.5  26.25 25.   25.   25.  ]","[2042.76041092 1910.29768103 1848.64145586 1703.82791494 2375.51477433
 1690.527993   1805.77347116 1662.23162835 2061.47594027 1721.84610689
 1670.37344513 1693.93401468 2005.34359068 1822.56353989 1873.92596927
 1914.04266684 2220.1819149  1959.71318709 2070.51349063 2315.92284865
 1894.43988663 2490.51368617 2098.59298621 1884.7656956  1955.66450571
 1820.69425489 1808.35191605 1828.65048108 2288.58251194 2087.20113515
 2509.81580018 2398.33664922]","[2031.07259095 1905.04672241 1842.34050881 1695.14716899 2368.358455
 1684.48167859 1798.96367956 1656.11951648 2050.05778107 1713.1151635
 1663.70424143 1686.01550124 1997.09694572 1816.0209364  1867.58676922
 1907.59909549 2211.45376926 1953.14363095 2059.33853337 2308.2273285
 1888.14177276 2478.79045906 2088.48392865 1878.46970692 1949.26803106
 1814.15029001 1801.46833611 1822.25571457 2280.99036522 2076.6752742
 2498.63727832 2388.10014761]"
