#{"t_start": 1764689907.5925498, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt,power_floris_opt_stochastic,power_floris_opt_stochastic_1seed,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int,simseed,DEL
4.024470409061219,1,459.215766,4.024470409061219,4.024470409061219,0.2932276512647609,"[2592.4351212231422, 1918.350104456664, 2535.89399339581]",[2374.13673694 1766.86766345 2633.05481026],[2374.13673694 1766.86766345 2633.05481026],[2465.8438265  1847.94399211 2712.28900044],[99.89523223 73.25991297 70.01725807],[92.26451778 68.3569231  66.68292427],[94. 69. 69.],[-5.89523223 20.74008703 23.98274193],[ 1.73548222 25.6430769  27.31707573],[ 0. 25. 25.],94.0,10.0,0.05,9414968586708,"{'RotTorq_[kN-m]': 175.21808780028155, 'RootMxc1_[kN-m]': 5587.147463817484, 'RootMyc1_[kN-m]': 2654.336636016688, 'RootMzc1_[kN-m]': 86.75425136118525, 'TwrBsMxt_[kN-m]': 1625.3964248635286, 'TwrBsMyt_[kN-m]': 4750.680238283349, 'TwrBsMzt_[kN-m]': 948.3159642481905, 'YawBrMxn_[kN-m]': 203.90146434867702, 'YawBrMyn_[kN-m]': 1050.821648658527, 'YawBrMzn_[kN-m]': 948.1372371973112}"
3.0391605906007624,1,459.243563,3.0391605906007624,3.0391605906007624,-0.39041475039875617,"[3080.9866177607114, 2132.998627244358, 2517.538664331843]",[2517.43224134 2148.48570063 2837.56312777],[2517.43224134 2148.48570063 2837.56312777],[2631.74176918 2108.50388682 3021.58157174],[103.3908749   83.84623384  79.48464002],[95.76016045 78.94324398 76.15030622],[96.   76.   74.75],[-7.3908749  12.15376616 16.51535998],[ 0.23983955 17.05675602 19.84969378],[ 0.   20.   21.25],96.0,10.0,0.075,3560426321190,"{'RotTorq_[kN-m]': 290.4213179818826, 'RootMxc1_[kN-m]': 5715.9493514137675, 'RootMyc1_[kN-m]': 3093.7704367517686, 'RootMzc1_[kN-m]': 93.31358434838263, 'TwrBsMxt_[kN-m]': 1884.839070537518, 'TwrBsMyt_[kN-m]': 7098.344081533288, 'TwrBsMzt_[kN-m]': 1113.0920460558284, 'YawBrMxn_[kN-m]': 314.54353108977404, 'YawBrMyn_[kN-m]': 1210.9899470117477, 'YawBrMzn_[kN-m]': 1113.0032584410244}"
3.8390023347510307,1,459.244037,3.8390023347510307,3.8390023347510307,0.3828049065109251,"[3029.8865439930296, 2185.3645885270766, 2576.288750677016]",[2517.43224134 2148.48570063 2837.56312777],[2517.43224134 2148.48570063 2837.56312777],[2631.74176918 2108.50388682 3021.58157174],[101.32759574  84.38237286  78.2729062 ],[93.69688129 79.47938299 74.93857241],[96.   76.   74.75],[-5.32759574 11.61762714 17.7270938 ],[ 2.30311871 16.52061701 21.06142759],[ 0.   20.   21.25],96.0,10.0,0.075,564237047912,"{'RotTorq_[kN-m]': 293.03205103273933, 'RootMxc1_[kN-m]': 5731.90454791606, 'RootMyc1_[kN-m]': 3110.6154064508924, 'RootMzc1_[kN-m]': 94.01481927683433, 'TwrBsMxt_[kN-m]': 1703.5309898447476, 'TwrBsMyt_[kN-m]': 6985.1615884300745, 'TwrBsMzt_[kN-m]': 1129.717705788784, 'YawBrMxn_[kN-m]': 329.92489442084576, 'YawBrMyn_[kN-m]': 1217.9461135678355, 'YawBrMzn_[kN-m]': 1129.3405553432074}"
1.4804703308784524,1,459.244352,1.4804703308784524,1.4804703308784524,0.07193121866942008,"[2330.3250698900774, 1008.1940540378821, 2253.345977768178]",[2134.82821937 1031.96026842 2343.49845063],[2134.82821937 1031.96026842 2343.49845063],[2172.66159989 1033.56788698 2381.61620932],[96.73540023 60.98318338 62.43910064],[89.10468578 56.08019352 59.10476685],[90.  57.5 60. ],[-6.73540023 29.01681662 27.56089936],[ 0.89531422 33.91980648 30.89523315],[ 0.  32.5 30. ],90.0,10.0,0.025,4167566227043,"{'RotTorq_[kN-m]': 81.71322498508589, 'RootMxc1_[kN-m]': 5536.837392238121, 'RootMyc1_[kN-m]': 1940.5726359680527, 'RootMzc1_[kN-m]': 73.89825095141866, 'TwrBsMxt_[kN-m]': 1291.041769178795, 'TwrBsMyt_[kN-m]': 2913.367292494339, 'TwrBsMzt_[kN-m]': 573.7461865099177, 'YawBrMxn_[kN-m]': 97.33555802719019, 'YawBrMyn_[kN-m]': 568.4487294598331, 'YawBrMzn_[kN-m]': 573.7854430774063}"
-2.3083745372895934,1,459.24465,-2.3083745372895934,-2.3083745372895934,0.08534661696982036,"[2572.4987477793347, 2082.053540522165, 2510.0160606514924]",[2492.17489256 2119.80699478 2721.87944931],[2492.17489256 2119.80699478 2721.87944931],[2431.41811559 2068.95493042 2658.08580049],[101.76379684  78.13209391  74.98470153],[94.13308239 73.22910404 71.65036774],[96.   74.75 73.5 ],[-5.76379684 17.86790609 21.01529847],[ 1.86691761 22.77089596 24.34963226],[ 0.   21.25 22.5 ],96.0,10.0,0.025,3927621129334,"{'RotTorq_[kN-m]': 90.07059120213762, 'RootMxc1_[kN-m]': 5682.740560731167, 'RootMyc1_[kN-m]': 1969.2878959132522, 'RootMzc1_[kN-m]': 82.56980654624111, 'TwrBsMxt_[kN-m]': 832.5009294196828, 'TwrBsMyt_[kN-m]': 2847.030586331808, 'TwrBsMzt_[kN-m]': 824.9804334903502, 'YawBrMxn_[kN-m]': 123.63996724618762, 'YawBrMyn_[kN-m]': 871.6821067682823, 'YawBrMzn_[kN-m]': 824.9460031149387}"
11.024771156447,1,459.244972,11.024771156447,11.024771156447,0.30357776766989947,"[2722.3481927723233, 1380.6238977127264, 2267.799498016097]",[1981.07205366 1285.90191276 2471.1793503 ],[1981.07205366 1285.90191276 2471.1793503 ],[2299.28698977 1458.43621865 2593.7666689 ],[95.26001838 67.713449   67.04787006],[87.62930393 62.81045914 63.71353626],[90.   62.5  61.25],[-5.26001838 22.286551   22.95212994],[ 2.37069607 27.18954086 26.28646374],[ 0.   27.5  28.75],90.0,10.0,0.075,7921513906797,"{'RotTorq_[kN-m]': 322.45913630739915, 'RootMxc1_[kN-m]': 5640.111536628997, 'RootMyc1_[kN-m]': 3480.046526356776, 'RootMzc1_[kN-m]': 86.8733537353484, 'TwrBsMxt_[kN-m]': 2543.622586412594, 'TwrBsMyt_[kN-m]': 7620.253092933647, 'TwrBsMzt_[kN-m]': 1085.6202703625725, 'YawBrMxn_[kN-m]': 240.69124971760016, 'YawBrMyn_[kN-m]': 1128.1794002341085, 'YawBrMzn_[kN-m]': 1085.57154068208}"
-1.4453965388901646,1,459.245275,-1.4453965388901646,-1.4453965388901646,-0.4502817392493351,"[2500.3065859843355, 1586.4994495772642, 2514.303072086681]",[2336.65717644 1755.55244706 2605.71099698],[2336.65717644 1755.55244706 2605.71099698],[2343.5722663  1727.27954086 2560.11533466],[100.67673973  69.03051519  71.1142601 ],[93.04602528 64.12752533 67.7799263 ],[94. 69. 69.],[-6.67673973 24.96948481 22.8857399 ],[ 0.95397472 29.87247467 26.2200737 ],[ 0. 25. 25.],94.0,10.0,0.025,8602691581411,"{'RotTorq_[kN-m]': 102.30841790205174, 'RootMxc1_[kN-m]': 5609.612643272812, 'RootMyc1_[kN-m]': 2081.511650161588, 'RootMzc1_[kN-m]': 80.48081517740157, 'TwrBsMxt_[kN-m]': 1184.527609759228, 'TwrBsMyt_[kN-m]': 3095.3118003185336, 'TwrBsMzt_[kN-m]': 753.3900371670933, 'YawBrMxn_[kN-m]': 127.53929406690374, 'YawBrMyn_[kN-m]': 825.2832046316693, 'YawBrMzn_[kN-m]': 753.3191270683174}"
-4.454414167306242,1,459.245579,-4.454414167306242,-4.454414167306242,0.21366736358975819,"[2471.260729153428, 1427.9161520926832, 2048.7693123520594]",[2160.09101635 1526.39860352 2538.75474046],[2160.09101635 1526.39860352 2538.75474046],[2137.51836531 1428.36973387 2369.37637131],[101.6218243   72.72727919  70.01114549],[93.99110985 67.82428932 66.6768117 ],[92.   65.75 64.5 ],[-9.6218243  19.27272081 21.98885451],[-1.99110985 24.17571068 25.3231883 ],[ 0.   26.25 27.5 ],92.0,10.0,0.075,8704076776368,"{'RotTorq_[kN-m]': 283.1038312087749, 'RootMxc1_[kN-m]': 5737.181846237647, 'RootMyc1_[kN-m]': 3119.4612035665723, 'RootMzc1_[kN-m]': 85.49257541838203, 'TwrBsMxt_[kN-m]': 2550.3178635118607, 'TwrBsMyt_[kN-m]': 7628.444057528813, 'TwrBsMzt_[kN-m]': 1247.7426931281436, 'YawBrMxn_[kN-m]': 310.80597196443154, 'YawBrMyn_[kN-m]': 1185.9597931876945, 'YawBrMzn_[kN-m]': 1247.68500917672}"
3.531550807607263,1,459.24587,3.531550807607263,3.531550807607263,1.0448603986929905,"[2552.6449961418402, 1234.7270044146205, 1987.2088520658456]",[1993.32340177 1215.53498425 2368.74651566],[1993.32340177 1215.53498425 2368.74651566],[1993.8122603  1252.71699674 2468.33919825],[96.38610271 66.91389799 64.78051891],[88.75538826 62.01090813 61.44618511],[90.   61.25 60.  ],[-6.38610271 23.08610201 25.21948109],[ 1.24461174 27.98909187 28.55381489],[ 0.   28.75 30.  ],90.0,10.0,0.05,7190078227245,"{'RotTorq_[kN-m]': 204.92712374890468, 'RootMxc1_[kN-m]': 5582.982651170652, 'RootMyc1_[kN-m]': 2545.151211801647, 'RootMzc1_[kN-m]': 79.19067404502776, 'TwrBsMxt_[kN-m]': 1743.837798943405, 'TwrBsMyt_[kN-m]': 5294.202063221171, 'TwrBsMzt_[kN-m]': 834.4438939467676, 'YawBrMxn_[kN-m]': 202.19534562098497, 'YawBrMyn_[kN-m]': 817.7150450144037, 'YawBrMzn_[kN-m]': 834.618426739746}"
-8.23890340956342,1,459.246178,-8.23890340956342,-8.23890340956342,-1.4662499452639906,"[2553.45212276025, 2138.443584474791, 2193.380804816152]",[2517.43224134 2148.48570063 2837.56312777],[2517.43224134 2148.48570063 2837.56312777],[2334.661877   2015.07544953 2637.99683381],[110.48526529  83.18558073  76.22815456],[102.85455084  78.28259087  72.89382076],[96.   76.   74.75],[-14.48526529  12.81441927  19.77184544],[-6.85455084 17.71740913 23.10617924],[ 0.   20.   21.25],96.0,10.0,0.075,5448065592330,"{'RotTorq_[kN-m]': 248.5763069803479, 'RootMxc1_[kN-m]': 5791.686059691369, 'RootMyc1_[kN-m]': 2847.068951920506, 'RootMzc1_[kN-m]': 85.44803048776093, 'TwrBsMxt_[kN-m]': 2098.8489934261447, 'TwrBsMyt_[kN-m]': 6452.119277928151, 'TwrBsMzt_[kN-m]': 1155.532589027465, 'YawBrMxn_[kN-m]': 283.3950309801547, 'YawBrMyn_[kN-m]': 1084.3532484568027, 'YawBrMzn_[kN-m]': 1154.801220885737}"
