#{"t_start": 1764691675.596333, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt,power_floris_opt_stochastic,power_floris_opt_stochastic_1seed,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int,simseed,DEL
-10.48151447907631,1,880.27442,-10.48151447907631,-10.48151447907631,-11.401051584355288,"[2575.2431892419213, 1414.2529160200909, 1586.732412032661, 2316.20932124114, 899.5128017923288, 1691.8034029423884, 1254.8678248424037, 1362.0994211735658]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1914.71654569 1944.39655589 2018.80058975 1908.58877807 1813.13983894
 1600.64340733 1414.25291602 2172.00401193]","[ 99.0460027   52.         105.30565936  52.          83.306652
  70.61444867  52.          69.49764467]","[ 91.05427002  55.96290429 101.71723098  52.          77.05348384
  68.13388408  52.          70.51406909]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[ -7.0460027   40.         -13.30565936  40.           8.693348
  21.38555133  40.          22.50235533]","[ 0.94572998 36.03709571 -9.71723098 40.         14.94651616 23.86611592
 40.         21.48593091]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,2851743065367,"{'RotTorq_[kN-m]': 178.7118057089607, 'RootMxc1_[kN-m]': 5558.4362458738515, 'RootMyc1_[kN-m]': 2605.0612326831933, 'RootMzc1_[kN-m]': 72.41400861577526, 'TwrBsMxt_[kN-m]': 3009.851508871195, 'TwrBsMyt_[kN-m]': 5861.337657737508, 'TwrBsMzt_[kN-m]': 826.9772252705914, 'YawBrMxn_[kN-m]': 208.18241107092558, 'YawBrMyn_[kN-m]': 800.7576696731737, 'YawBrMzn_[kN-m]': 827.0470388275426}"
-0.7489746081362769,1,880.27515,-0.7489746081362769,-0.7489746081362769,-1.8440440924190176,"[2570.9049112732546, 2160.182439166804, 1042.1567124947683, 2381.2138050287876, 2202.863774158099, 1073.548708042031, 2171.992362556599, 2623.873930833244]","[2125.11329724 2124.42328623 2121.37783552 1996.23874473 2325.92079955
 1780.82919962 1509.13592797 2366.14881878]","[2125.11329724 2124.42328623 2121.37783552 1996.23874473 2325.92079955
 1780.82919962 1509.13592797 2366.14881878]","[2127.75473676 2217.86642759 2123.36317841 2039.94995128 2365.15877902
 1762.02872678 1518.45652807 2377.00805776]","[ 98.02423766 116.53270653  57.58842838  67.83947058  87.62463084
  56.48056459  64.5316945   71.70374442]","[ 90.03250499 131.79527094  54.          72.19853494  81.37146268
  54.          84.74441366  72.72016884]",[94.   94.   72.75 75.25 67.75 67.75 69.   69.  ],"[ -4.02423766 -22.53270653  36.41157162  26.16052942   6.37536916
  37.51943541  29.4683055   22.29625558]","[  3.96749501 -37.79527094  40.          21.80146506  12.62853732
  40.           9.25558634  21.27983116]",[ 0.    0.   21.25 18.75 26.25 26.25 25.   25.  ],94.0,10.0,0.025,9584646048298,"{'RotTorq_[kN-m]': 107.0039025667886, 'RootMxc1_[kN-m]': 5645.539517218841, 'RootMyc1_[kN-m]': 2078.7561031890127, 'RootMzc1_[kN-m]': 75.17212683715245, 'TwrBsMxt_[kN-m]': 1698.8197895973547, 'TwrBsMyt_[kN-m]': 3555.4018534584707, 'TwrBsMzt_[kN-m]': 741.1460612302685, 'YawBrMxn_[kN-m]': 131.68004881076465, 'YawBrMyn_[kN-m]': 731.8083120782005, 'YawBrMzn_[kN-m]': 741.0610733175896}"
-13.240102146409821,1,880.2756,-13.240102146409821,-13.240102146409821,-13.659985677345732,"[1591.3288740785017, 1653.239834167129, 3009.07799090326, 1791.1096817232005, 2004.7650413142005, 2908.0098963294868, 1732.0728657670013, 765.8544619282676]","[2275.70984014 2151.25649214 2395.38762337 2220.06251348 2612.13618257
 2217.0220208  1509.22424563 2433.2592223 ]","[2275.70984014 2151.25649214 2395.38762337 2220.06251348 2612.13618257
 2217.0220208  1509.22424563 2433.2592223 ]","[2263.11360738 2148.1612982  2439.74862781 2142.89558761 2599.14104808
 2191.57710661 1590.80710911 2525.24600476]","[133.26839689  88.48839668 105.81200913  94.4058684   62.25316816
  94.79786395  56.97200289  56.        ]","[125.27666422 103.75096108 102.22358075  98.76493276  56.
  92.31729936  77.18472205  56.        ]",[96.   96.   78.5  79.75 72.25 74.75 76.   72.25],"[-37.26839689   7.51160332  -9.81200913   1.5941316   33.74683184
   1.20213605  39.02799711  40.        ]","[-29.27666422  -7.75096108  -6.22358075  -2.76493276  40.
   3.68270064  18.81527795  40.        ]",[ 0.    0.   17.5  16.25 23.75 21.25 20.   23.75],96.0,10.0,0.025,3664738739110,"{'RotTorq_[kN-m]': 86.10320430645625, 'RootMxc1_[kN-m]': 5688.311723923303, 'RootMyc1_[kN-m]': 1745.967568048145, 'RootMzc1_[kN-m]': 73.00044351115558, 'TwrBsMxt_[kN-m]': 1428.373172448074, 'TwrBsMyt_[kN-m]': 3052.594217219043, 'TwrBsMzt_[kN-m]': 641.3417855725761, 'YawBrMxn_[kN-m]': 111.88403981278013, 'YawBrMyn_[kN-m]': 607.3857809812769, 'YawBrMzn_[kN-m]': 641.350700916254}"
-8.24134631734428,1,880.276032,-8.24134631734428,-8.24134631734428,-9.523731077543243,"[3163.6050675464962, 1525.32330689293, 583.4509035565209, 2508.3018127089763, 2129.395879212448, 1272.6208291139142, 1001.3404681789638, 1071.966694382996]","[1725.56817274 1939.85290007 2054.6848076  1855.15031489 1809.8284363
 1399.62047147 1508.96858278 2152.92554984]","[1725.56817274 1939.85290007 2054.6848076  1855.15031489 1809.8284363
 1399.62047147 1508.96858278 2152.92554984]","[1882.70245097 2023.7351665  1973.72368055 1889.42655428 1756.61173728
 1421.68058165 1525.32330689 2178.15772351]","[63.05915718 58.75424033 72.29027994 85.48963931 92.90100746 54.48056459
 52.         92.96432659]","[55.06742451 74.01680474 68.70185156 89.84870368 86.6478393  52.
 61.96451316 93.980751  ]",[92.   92.   72.   72.   59.5  60.75 63.25 63.25],"[28.94084282 33.24575967 19.70972006  6.51036069 -0.90100746 37.51943541
 40.         -0.96432659]","[36.93257549 17.98319526 23.29814844  2.15129632  5.3521607  40.
 30.03548684 -1.980751  ]",[ 0.    0.   20.   20.   32.5  31.25 28.75 28.75],92.0,10.0,0.025,403573071382,"{'RotTorq_[kN-m]': 99.34578729811406, 'RootMxc1_[kN-m]': 5582.797301726809, 'RootMyc1_[kN-m]': 1898.7160720300099, 'RootMzc1_[kN-m]': 67.96282845399935, 'TwrBsMxt_[kN-m]': 2005.2239483093106, 'TwrBsMyt_[kN-m]': 3995.555008420861, 'TwrBsMzt_[kN-m]': 562.8245766551292, 'YawBrMxn_[kN-m]': 114.90866873081893, 'YawBrMyn_[kN-m]': 563.3851899099368, 'YawBrMzn_[kN-m]': 562.8729124389633}"
-15.103047186479888,1,880.276568,-15.103047186479888,-15.103047186479888,-12.539398839831527,"[3161.0127218721736, 1385.962426801928, 833.3024990131629, 2418.910491978755, 675.77128065797, 1073.7939087784423, 1227.5312716097567, 1648.0913329006585]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1736.09587801 1764.23756104 1890.24039225 1812.35398444 1886.51764326
 1535.45137376 1385.9624268  2194.82394957]","[ 90.11255223  54.60278645  67.7981643   52.         105.08573803
  62.19342353  52.          97.24560925]","[82.12081956 69.86535085 64.20973592 52.         98.83256987 59.71285894
 66.50312937 98.26203367]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[  1.88744777  37.39721355  24.2018357   40.         -13.08573803
  29.80657647  40.          -5.24560925]","[ 9.87918044 22.13464915 27.79026408 40.         -6.83256987 32.28714106
 25.49687063 -6.26203367]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,2492344155298,"{'RotTorq_[kN-m]': 145.3595098434368, 'RootMxc1_[kN-m]': 5679.0823626631445, 'RootMyc1_[kN-m]': 2134.2902724403207, 'RootMzc1_[kN-m]': 66.81528315491221, 'TwrBsMxt_[kN-m]': 3001.9966437041626, 'TwrBsMyt_[kN-m]': 5671.355241496373, 'TwrBsMzt_[kN-m]': 810.299385722206, 'YawBrMxn_[kN-m]': 163.9923638158195, 'YawBrMyn_[kN-m]': 746.5176120824837, 'YawBrMzn_[kN-m]': 810.399212645492}"
-13.305075447641734,1,880.27698,-13.305075447641734,-13.305075447641734,-11.287026443368834,"[1577.038226893618, 1327.1980844768857, 2469.6216912337627, 1625.8583383814052, 2672.5562314035747, 2350.733629552146, 741.2983676164788, 2503.549703115783]","[2191.40567513 2135.28719033 2215.40446217 2212.74276223 2580.9411123
 2176.73031831 1509.77698047 2588.72431383]","[2191.40567513 2135.28719033 2215.40446217 2212.74276223 2580.9411123
 2176.73031831 1509.77698047 2588.72431383]","[2232.94666301 1896.75975444 2166.343116   2230.80240494 2554.86443209
 2151.46520545 1327.19808448 2650.0165878 ]","[92.68547914 56.         75.90314693 95.83313982 62.25316816 77.72089406
 56.         56.        ]","[ 84.69374647  67.78937292  72.31471855 100.19220418  56.
  75.24032948  73.87888924  56.        ]",[96.   96.   79.75 81.   76.   76.   74.75 74.75],"[ 3.31452086 40.         20.09685307  0.16686018 33.74683184 18.27910594
 40.         40.        ]","[11.30625353 28.21062708 23.68528145 -4.19220418 40.         20.75967052
 22.12111076 40.        ]",[ 0.    0.   16.25 15.   20.   20.   21.25 21.25],96.0,10.0,0.075,4022058622694,"{'RotTorq_[kN-m]': 211.3054569160799, 'RootMxc1_[kN-m]': 5760.07701758217, 'RootMyc1_[kN-m]': 2773.422983463169, 'RootMzc1_[kN-m]': 74.7229303557174, 'TwrBsMxt_[kN-m]': 3578.7493372364147, 'TwrBsMyt_[kN-m]': 7636.804814985779, 'TwrBsMzt_[kN-m]': 1150.9578791840927, 'YawBrMxn_[kN-m]': 268.53310953224747, 'YawBrMyn_[kN-m]': 1036.7328210254987, 'YawBrMzn_[kN-m]': 1150.614593305742}"
-16.994324509699027,1,880.277398,-16.994324509699027,-16.994324509699027,-20.81493604044228,"[3066.3917971491587, 2866.1309648891724, 992.5059905212804, 1942.3512303452048, 1330.8008394370179, 1298.7700941155629, 1654.4063210622674, 1466.782910066185]","[2191.40567513 2135.28719033 2215.40446217 2212.74276223 2580.9411123
 2176.73031831 1509.77698047 2588.72431383]","[2191.40567513 2135.28719033 2215.40446217 2212.74276223 2580.9411123
 2176.73031831 1509.77698047 2588.72431383]","[2217.87819894 2473.56989334 2191.23002947 2420.55474315 2614.54762924
 2315.4388248  1557.75566419 2669.75411983]","[132.15796981  56.          68.6754759   56.         106.92386744
  58.48056459  79.23136676 107.20936619]","[124.16623714  70.42986247  65.08704752  58.03224468 100.67069928
  56.          99.44408592 108.22579061]",[96.   96.   79.75 81.   76.   76.   74.75 74.75],"[-36.15796981  40.          27.3245241   40.         -10.92386744
  37.51943541  16.76863324 -11.20936619]","[-28.16623714  25.57013753  30.91295248  37.96775532  -4.67069928
  40.          -3.44408592 -12.22579061]",[ 0.    0.   16.25 15.   20.   20.   21.25 21.25],96.0,10.0,0.075,3279295197518,"{'RotTorq_[kN-m]': 245.08414216441113, 'RootMxc1_[kN-m]': 5818.317788594032, 'RootMyc1_[kN-m]': 2911.154379586296, 'RootMzc1_[kN-m]': 75.66686665640549, 'TwrBsMxt_[kN-m]': 3846.9919626091223, 'TwrBsMyt_[kN-m]': 6760.763877052522, 'TwrBsMzt_[kN-m]': 1027.4488051746891, 'YawBrMxn_[kN-m]': 264.9394363572931, 'YawBrMyn_[kN-m]': 976.9259881878703, 'YawBrMzn_[kN-m]': 1027.4092056415398}"
-10.315052207470963,1,880.277806,-10.315052207470963,-10.315052207470963,-12.870698693190302,"[1672.698110354308, 1668.9812818936825, 2530.056759395797, 2483.251251253512, 1232.8084689217858, 927.590314893765, 641.4624167916372, 1968.2338645127825]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1854.90913826 1855.69343591 2140.12321943 1822.44515735 1940.07112898
 1444.24410923 1668.98174962 2337.44543039]","[ 71.57357473  52.          55.58842838  71.13815809  86.32929708
 103.9132183   52.          52.        ]","[ 63.58184206  63.09732031  52.          75.49722245  80.07612891
 101.43265371  52.          52.        ]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[ 20.42642527  40.          36.41157162  20.86184191   5.67070292
 -11.9132183   40.          40.        ]","[28.41815794 28.90267969 40.         16.50277755 11.92387109 -9.43265371
 40.         40.        ]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,6727992941773,"{'RotTorq_[kN-m]': 168.4774639245406, 'RootMxc1_[kN-m]': 5578.974176708321, 'RootMyc1_[kN-m]': 2446.9728872293, 'RootMzc1_[kN-m]': 71.15055320154038, 'TwrBsMxt_[kN-m]': 3001.0203702057297, 'TwrBsMyt_[kN-m]': 5572.16972383739, 'TwrBsMzt_[kN-m]': 835.7951383615958, 'YawBrMxn_[kN-m]': 187.7525088498531, 'YawBrMyn_[kN-m]': 793.7722098327575, 'YawBrMzn_[kN-m]': 836.4989648814982}"
0.6884326430401357,1,880.278221,0.6884326430401357,0.6884326430401357,1.0619105802461277,"[2297.32681831989, 2650.6838345489427, 1011.352664125572, 772.5886244238701, 1669.2163490738744, 2199.321099402542, 2754.8057384833087, 1380.109357472541]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1843.37118646 1936.36461863 1978.19271346 1858.8198416  1876.23210959
 1469.9108137  1506.67026641 2165.09319553]","[1716.67624517 2090.04748222 1813.46585963 1931.49351169 1767.69261549
 1509.86703942 1537.95521504 2213.37388204]","[73.14619535 94.1872094  99.62097501 57.74442523 58.25316816 54.48056459
 70.99529441 63.65658453]","[ 65.15446268 109.44977381  96.03254663  62.10348959  52.
  52.          91.20801357  64.67300894]",[92.   92.   73.25 73.25 62.   62.   63.25 63.25],"[18.85380465 -2.1872094  -7.62097501 34.25557477 33.74683184 37.51943541
 21.00470559 28.34341547]","[ 26.84553732 -17.44977381  -4.03254663  29.89651041  40.
  40.           0.79198643  27.32699106]",[ 0.    0.   18.75 18.75 30.   30.   28.75 28.75],92.0,10.0,0.05,9875034463522,"{'RotTorq_[kN-m]': 179.93689700570658, 'RootMxc1_[kN-m]': 5631.296807364337, 'RootMyc1_[kN-m]': 2579.9693318159843, 'RootMzc1_[kN-m]': 74.87125207250594, 'TwrBsMxt_[kN-m]': 2834.2601880109787, 'TwrBsMyt_[kN-m]': 5888.0897168779475, 'TwrBsMzt_[kN-m]': 902.277345073592, 'YawBrMxn_[kN-m]': 203.27951092824776, 'YawBrMyn_[kN-m]': 860.5841601652115, 'YawBrMzn_[kN-m]': 902.1913613899872}"
-5.621619641865726,1,880.278618,-5.621619641865726,-5.621619641865726,-6.428317532969814,"[1523.0503992720485, 1463.0439742962924, 1128.8781980682988, 1170.0887232000334, 2563.503216105114, 1694.8949995679297, 1259.9907713022153, 1454.8120229965748]","[1768.92315089 1758.39708391 1727.3932104  1624.20224846 1487.38718276
 1186.47857258 1508.7044122  1926.93612517]","[1768.92315089 1758.39708391 1727.3932104  1624.20224846 1487.38718276
 1186.47857258 1508.7044122  1926.93612517]","[1765.86731063 1819.34845665 1735.82558266 1667.13095149 1462.71834151
 1258.05503583 1463.04415689 1928.4076154 ]","[ 66.4144637   80.92008304  63.92826341 102.43168144  56.25316816
  52.48056459  50.          50.        ]","[ 58.42273102  96.18264744  60.33983503 106.7907458   50.
  50.          50.          50.        ]",[90.   90.   67.5  68.75 56.25 57.5  57.5  57.5 ],"[ 23.5855363    9.07991696  26.07173659 -12.43168144  33.74683184
  37.51943541  40.          40.        ]","[ 31.57726898  -6.18264744  29.66016497 -16.7907458   40.
  40.          40.          40.        ]",[ 0.    0.   22.5  21.25 33.75 32.5  32.5  32.5 ],90.0,10.0,0.025,3812833557536,"{'RotTorq_[kN-m]': 109.57639444892557, 'RootMxc1_[kN-m]': 5494.592317107766, 'RootMyc1_[kN-m]': 2231.758041271947, 'RootMzc1_[kN-m]': 68.57310591271066, 'TwrBsMxt_[kN-m]': 1905.4909495709626, 'TwrBsMyt_[kN-m]': 3492.845031333961, 'TwrBsMzt_[kN-m]': 673.687517858059, 'YawBrMxn_[kN-m]': 122.21794597700357, 'YawBrMyn_[kN-m]': 682.1880248137156, 'YawBrMzn_[kN-m]': 673.5543388120332}"
