number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_train_freq,state
90,0.031846989417001564,2025-11-21 09:07:12.646440,2025-11-21 09:24:51.852800,0 days 00:17:39.206360,0.004124895906583277,3.801512910156989e-05,9,COMPLETE
91,-0.3034820526557358,2025-11-21 09:07:13.906233,2025-11-21 09:25:08.593148,0 days 00:17:54.686915,0.025281014599095864,4.659978650792158e-05,9,COMPLETE
92,0.0022160398272090733,2025-11-21 09:07:14.494886,2025-11-21 09:24:47.997680,0 days 00:17:33.502794,0.004044105256909938,4.19741975154604e-05,9,COMPLETE
93,-0.01930043149782437,2025-11-21 09:07:15.513330,2025-11-21 09:24:33.010846,0 days 00:17:17.497516,0.004908404557946738,3.550873021479867e-05,9,COMPLETE
94,-0.02170347538085437,2025-11-21 09:07:15.537834,2025-11-21 09:24:09.681054,0 days 00:16:54.143220,0.004111666724716117,3.9454827288614673e-05,9,COMPLETE
95,-0.20296558929614436,2025-11-21 09:07:16.051010,2025-11-21 09:24:33.867059,0 days 00:17:17.816049,0.004274304306457515,3.9679228321733553e-05,9,COMPLETE
96,-0.05993168305496899,2025-11-21 09:07:16.063573,2025-11-21 09:24:47.943933,0 days 00:17:31.880360,0.004368182586710783,3.5949172878829e-05,9,COMPLETE
97,0.09408123464163555,2025-11-21 09:07:22.121123,2025-11-21 09:24:15.277393,0 days 00:16:53.156270,0.003099820086250753,3.592270311952734e-05,9,COMPLETE
98,0.09838981484361844,2025-11-21 09:07:23.323327,2025-11-21 09:24:24.568528,0 days 00:17:01.245201,0.004393425242988853,4.221546264778214e-05,9,COMPLETE
99,0.03020283895344796,2025-11-21 09:07:27.045996,2025-11-21 09:24:37.129909,0 days 00:17:10.083913,0.003615032786033475,4.22880340358243e-05,3,COMPLETE
