number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,params_target_entropy_multiplier,state
49,-6.929874932411287,2025-12-06 07:44:58.927746,2025-12-06 08:15:04.699612,0 days 00:30:05.771866,0.8682684476161334,0.0035651702180039767,2,1,COMPLETE
50,-6.6016606170411745,2025-12-06 08:02:07.907358,2025-12-06 08:17:40.132882,0 days 00:15:32.225524,0.8532912102769005,0.0029052322338556447,3,1,COMPLETE
51,-6.9556970162997604,2025-12-06 08:02:08.749146,2025-12-06 08:17:42.071141,0 days 00:15:33.321995,0.880641269608107,0.003081666012862683,2,1,COMPLETE
52,-5.551344948193737,2025-12-06 08:02:24.147616,2025-12-06 08:17:48.850484,0 days 00:15:24.702868,0.7799801409650444,0.0030097124966212215,5,1,COMPLETE
53,-8.176562654048183,2025-12-06 08:02:30.470920,2025-12-06 08:17:33.534639,0 days 00:15:03.063719,0.7644258569714537,0.003660223913227331,0,1,COMPLETE
54,-5.2471012072861996,2025-12-06 08:08:40.103004,2025-12-06 08:19:22.448629,0 days 00:10:42.345625,0.40157035138859754,0.0031478654720083735,1,1,COMPLETE
55,-8.798094663803374,2025-12-06 08:08:41.541340,2025-12-06 08:19:24.698578,0 days 00:10:43.157238,0.3771479105667555,0.012752841750013153,2,1,COMPLETE
56,-8.179614786424345,2025-12-06 08:08:58.754363,2025-12-06 08:19:23.861018,0 days 00:10:25.106655,0.4882642681037904,0.002891720048713471,5,1,COMPLETE
57,-1.4721586120953454,2025-12-06 08:12:58.867360,2025-12-06 08:24:01.236878,0 days 00:11:02.369518,0.39699681230440864,0.0018197302835553939,55,1,COMPLETE
58,-13.48496243013996,2025-12-06 08:13:05.621863,2025-12-06 08:23:55.571998,0 days 00:10:49.950135,0.4374707683531628,0.014486349977942346,66,1,COMPLETE
59,-4.074901209483583,2025-12-06 08:13:17.566199,2025-12-06 08:32:55.060338,0 days 00:19:37.494139,0.2985654763415034,0.0017618270583338858,19,1,COMPLETE
60,-5.550054745225136,2025-12-06 08:13:21.542295,2025-12-06 08:32:44.261146,0 days 00:19:22.718851,0.2968243175888433,0.0015436136751892792,17,1,COMPLETE
61,-10.873169406148332,2025-12-06 08:13:23.388067,2025-12-06 08:32:43.795573,0 days 00:19:20.407506,0.2952174103438314,0.0019677362712328525,17,1,COMPLETE
62,-7.227945411119998,2025-12-06 08:13:24.573236,2025-12-06 08:33:07.453466,0 days 00:19:42.880230,0.30463149823208113,0.0019780278110232354,19,1,COMPLETE
63,-3.1224571183313956,2025-12-06 08:13:26.873567,2025-12-06 08:32:36.678744,0 days 00:19:09.805177,0.3048167724177002,0.0016128030480494532,40,1,COMPLETE
64,-2.9950518784007905,2025-12-06 08:13:31.946034,2025-12-06 08:33:26.481378,0 days 00:19:54.535344,0.3221971911212255,0.0015383942066264568,17,1,COMPLETE
65,-2.368925279189061,2025-12-06 08:13:38.314213,2025-12-06 08:32:11.289690,0 days 00:18:32.975477,0.3129504203698279,0.0017076293464602771,48,1,COMPLETE
66,-1.4517068376783495,2025-12-06 08:13:41.484213,2025-12-06 08:32:49.178714,0 days 00:19:07.694501,0.2972614584951723,0.001824939213559011,18,1,COMPLETE
67,-19.221172410089988,2025-12-06 08:14:10.591702,2025-12-06 08:35:54.445958,0 days 00:21:43.854256,0.29313001058076016,0.0018746175043101926,37,1,COMPLETE
68,-2.601111815080021,2025-12-06 08:14:33.003341,2025-12-06 08:36:27.117153,0 days 00:21:54.113812,0.30145820849941996,0.0018735025673741617,18,1,COMPLETE
69,-2.5448731740707164,2025-12-06 08:14:37.573909,2025-12-06 08:36:07.525998,0 days 00:21:29.952089,0.293635483633889,0.001570086605214297,39,1,COMPLETE
70,-3.1912137877647244,2025-12-06 08:14:39.298821,2025-12-06 08:37:01.481653,0 days 00:22:22.182832,0.3139482066012776,0.001699985640642111,18,1,COMPLETE
71,-3.5995147336495403,2025-12-06 08:14:43.160172,2025-12-06 08:36:48.478580,0 days 00:22:05.318408,0.3028035916115509,0.0016982601607613164,38,1,COMPLETE
72,-6.337188201463514,2025-12-06 08:14:43.553015,2025-12-06 08:37:06.896640,0 days 00:22:23.343625,0.5329412604164451,0.001809683447750136,18,1,COMPLETE
73,-4.7013177782257864,2025-12-06 08:14:52.354452,2025-12-06 08:36:47.337989,0 days 00:21:54.983537,0.2989992804653974,0.0017836986536161053,18,1,COMPLETE
74,-3.9939595590693306,2025-12-06 08:15:04.701406,2025-12-06 08:36:39.369860,0 days 00:21:34.668454,0.550403455587731,0.0020133879961615323,20,1,COMPLETE
75,-2.05737203392835,2025-12-06 08:17:33.536905,2025-12-06 08:39:33.442688,0 days 00:21:59.905783,0.2811972202520327,0.0017170590522603355,50,1,COMPLETE
76,-7.065115202276203,2025-12-06 08:17:40.135177,2025-12-06 08:39:53.346920,0 days 00:22:13.211743,0.31582356232852365,0.001960487088555584,38,1,COMPLETE
77,-2.808631983202709,2025-12-06 08:17:42.072588,2025-12-06 08:40:12.877465,0 days 00:22:30.804877,0.2996151987372392,0.0017001731573663278,19,1,COMPLETE
78,-2.8917144879080054,2025-12-06 08:17:48.852306,2025-12-06 08:39:49.521173,0 days 00:22:00.668867,0.29601008872746565,0.0018988187484588579,18,1,COMPLETE
79,-2.2335356258115433,2025-12-06 08:19:22.451104,2025-12-06 08:39:51.799818,0 days 00:20:29.348714,0.2896895839539143,0.0015060446001056123,51,1,COMPLETE
80,-2.903655659899162,2025-12-06 08:19:23.862191,2025-12-06 08:40:28.616808,0 days 00:21:04.754617,0.2837283948649785,0.001846469557399852,48,1,COMPLETE
81,-2.950539291327578,2025-12-06 08:19:24.700323,2025-12-06 08:41:13.483808,0 days 00:21:48.783485,0.2976868386801241,0.0017755641402450277,18,1,COMPLETE
82,-3.371134909277173,2025-12-06 08:23:55.574421,2025-12-06 08:41:37.646054,0 days 00:17:42.071633,0.33398837383855995,0.0018315411498146957,17,1,COMPLETE
83,-4.288271401139631,2025-12-06 08:24:01.237802,2025-12-06 08:41:21.684634,0 days 00:17:20.446832,0.30363530102302216,0.001541643420668657,18,1,COMPLETE
84,-5.259724383120566,2025-12-06 08:32:11.291468,2025-12-06 08:41:16.965638,0 days 00:09:05.674170,0.523422855979652,0.0008217320408469241,37,1,COMPLETE
85,-4.378236305699211,2025-12-06 08:32:36.680959,2025-12-06 08:47:26.980553,0 days 00:14:50.299594,0.11009973290547725,0.0007899383167848884,51,1,COMPLETE
86,-12.4961973754178,2025-12-06 08:32:43.798766,2025-12-06 08:47:33.463221,0 days 00:14:49.664455,0.10587186519233076,0.000692964558079349,47,1,COMPLETE
87,-7.283708678538265,2025-12-06 08:32:44.262858,2025-12-06 08:47:43.757710,0 days 00:14:59.494852,0.10843123666965068,0.000787390253822932,56,1,COMPLETE
88,-10.825244943399772,2025-12-06 08:32:49.181023,2025-12-06 08:47:17.417852,0 days 00:14:28.236829,0.12563239585749508,0.00076173487218526,49,1,COMPLETE
89,-10.306109123617262,2025-12-06 08:32:55.062293,2025-12-06 08:47:09.300637,0 days 00:14:14.238344,0.11140442760712357,0.0008417084799614443,52,1,COMPLETE
90,-9.201133202357868,2025-12-06 08:33:07.455302,2025-12-06 08:48:40.936298,0 days 00:15:33.480996,0.09825307614371981,0.0006818196081119231,53,1,COMPLETE
91,-7.630621998266738,2025-12-06 08:33:26.483942,2025-12-06 08:48:35.577158,0 days 00:15:09.093216,0.0953011583332821,0.000706100998298317,53,1,COMPLETE
92,-7.607477592675301,2025-12-06 08:35:54.448098,2025-12-06 08:49:16.542495,0 days 00:13:22.094397,0.10953885274240173,0.00483614344052664,59,1,COMPLETE
93,-5.817984602470885,2025-12-06 08:36:07.529354,2025-12-06 08:49:26.964939,0 days 00:13:19.435585,0.12877694439622064,0.0006325103836341395,57,1,COMPLETE
94,-13.774800043719072,2025-12-06 08:36:27.119803,2025-12-06 08:49:39.768740,0 days 00:13:12.648937,0.10303905040578097,0.0009223193400041928,58,1,COMPLETE
95,-9.805260023859931,2025-12-06 08:36:39.374002,2025-12-06 08:49:31.305232,0 days 00:12:51.931230,0.12122422313720987,0.0007759548406664646,59,1,COMPLETE
96,-4.176007187255716,2025-12-06 08:36:47.339841,2025-12-06 08:49:26.112552,0 days 00:12:38.772711,0.11765038115454383,0.0008449906476706361,59,1,COMPLETE
97,-2.811086440826091,2025-12-06 08:36:48.479593,2025-12-06 08:49:16.829624,0 days 00:12:28.350031,0.15063655815374805,0.0008913678860122633,60,1,COMPLETE
98,-9.956462246839218,2025-12-06 08:37:01.483521,2025-12-06 08:49:27.795191,0 days 00:12:26.311670,0.12080872916444552,0.0008312372140820526,59,1,COMPLETE
99,-6.965477274862468,2025-12-06 08:37:06.898538,2025-12-06 08:49:20.859829,0 days 00:12:13.961291,0.10277249683442592,0.0008737502689209594,57,1,COMPLETE
