number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,state
0,-1.0161129399728615,2025-11-21 06:07:13.755418,2025-11-21 06:46:10.496146,0 days 00:38:56.740728,0.010056656055777945,0.0022039435762940835,93,COMPLETE
1,-4.541677655273706,2025-11-21 06:07:13.756307,2025-11-21 06:45:58.958550,0 days 00:38:45.202243,0.15531504108127223,0.00010859041740157073,114,COMPLETE
2,-0.3874110501801302,2025-11-21 06:07:13.756531,2025-11-21 06:46:02.882157,0 days 00:38:49.125626,0.4648599445528599,0.0011994488016528455,92,COMPLETE
3,0.14069851254027144,2025-11-21 06:07:13.756987,2025-11-21 06:46:09.980112,0 days 00:38:56.223125,0.007635791704413864,0.0041407699143724405,100,COMPLETE
4,0.19151719965367853,2025-11-21 06:07:13.757686,2025-11-21 06:47:19.298239,0 days 00:40:05.540553,0.010944552929130259,0.007820667110217809,29,COMPLETE
5,-2.9765191436778977,2025-11-21 06:07:13.758352,2025-11-21 06:46:12.474241,0 days 00:38:58.715889,0.0079833981581098,0.00022149299015408765,96,COMPLETE
6,0.7011702840498085,2025-11-21 06:07:13.759601,2025-11-21 06:47:05.575289,0 days 00:39:51.815688,0.29471707337647407,0.040029158722575314,31,COMPLETE
7,0.64944118772606,2025-11-21 06:07:13.760122,2025-11-21 06:47:08.599695,0 days 00:39:54.839573,0.39235024893840986,0.008782341609068663,43,COMPLETE
8,-0.7612207020873082,2025-11-21 06:07:13.760901,2025-11-21 06:45:48.555487,0 days 00:38:34.794586,0.008557546847791865,0.008894455160331199,131,COMPLETE
9,-0.357367892600392,2025-11-21 06:07:13.761829,2025-11-21 06:46:38.500913,0 days 00:39:24.739084,0.023001176717729267,0.013925074042364186,48,COMPLETE
10,-1.5756496284630757,2025-11-21 06:07:13.762129,2025-11-21 06:44:43.999865,0 days 00:37:30.237736,0.0038439458726749883,0.050121824612075545,196,COMPLETE
11,0.7520858682130038,2025-11-21 06:07:13.762538,2025-11-21 06:47:37.115056,0 days 00:40:23.352518,0.42318731447327473,0.009290384431557781,0,COMPLETE
12,-26.997191513852353,2025-11-21 06:07:13.763679,2025-11-21 06:46:54.462031,0 days 00:39:40.698352,0.0027460307728307746,0.07795403580118518,53,COMPLETE
13,-0.7810893602527168,2025-11-21 06:07:13.764250,2025-11-21 06:44:43.235278,0 days 00:37:29.471028,0.076867155682771,0.002762509041117724,187,COMPLETE
14,-2.568198223689718,2025-11-21 06:07:13.765284,2025-11-21 06:47:20.681459,0 days 00:40:06.916175,0.0015596100169662517,0.00012790001737989905,39,COMPLETE
15,-3.4470343136491968,2025-11-21 06:07:13.765603,2025-11-21 06:46:08.018619,0 days 00:38:54.253016,0.01635553776183576,0.0001040573492411398,114,COMPLETE
16,0.018535819073423374,2025-11-21 06:07:13.766050,2025-11-21 06:47:13.516156,0 days 00:39:59.750106,0.10123924762731933,0.001726432872227013,31,COMPLETE
17,0.28118285486392586,2025-11-21 06:07:13.766449,2025-11-21 06:46:00.512267,0 days 00:38:46.745818,0.08028436996637363,0.07652055193215176,126,COMPLETE
18,0.38567653348322595,2025-11-21 06:07:13.766845,2025-11-21 06:44:50.624468,0 days 00:37:36.857623,0.09721025250118419,0.008644711110073942,191,COMPLETE
19,-4.254716446451361,2025-11-21 06:07:13.767379,2025-11-21 06:45:24.138665,0 days 00:38:10.371286,0.003385758952709925,0.0003472822457369373,167,COMPLETE
20,0.41842967332673886,2025-11-21 06:07:13.767721,2025-11-21 06:47:16.459628,0 days 00:40:02.691907,0.015136713223130824,0.038313057600435074,25,COMPLETE
21,0.22873919502730633,2025-11-21 06:07:13.768073,2025-11-21 06:44:45.389490,0 days 00:37:31.621417,0.18279592550489682,0.009739303307929128,200,COMPLETE
22,0.41613592252594317,2025-11-21 06:07:13.768489,2025-11-21 06:46:06.804137,0 days 00:38:53.035648,0.05085811131367986,0.04648835129088335,135,COMPLETE
23,-1.8656973692714391,2025-11-21 06:07:13.768879,2025-11-21 06:47:30.103022,0 days 00:40:16.334143,0.007569011718454323,0.0008446405931426484,21,COMPLETE
24,0.40721122478100336,2025-11-21 06:07:13.769275,2025-11-21 06:45:33.249051,0 days 00:38:19.479776,0.005895319841239733,0.035118482281084266,136,COMPLETE
25,0.3578815998138625,2025-11-21 06:44:43.241148,2025-11-21 07:15:46.141944,0 days 00:31:02.900796,0.7737742882797164,0.019503990797353363,0,COMPLETE
26,0.4257230596268254,2025-11-21 06:44:44.001525,2025-11-21 07:15:43.466767,0 days 00:30:59.465242,0.8126822959420316,0.022822523993377117,8,COMPLETE
27,0.41265751169439296,2025-11-21 06:44:45.390702,2025-11-21 07:15:45.808331,0 days 00:31:00.417629,0.672524448895944,0.02254876606352668,0,COMPLETE
28,0.4357306608872278,2025-11-21 06:44:50.629237,2025-11-21 07:15:43.569275,0 days 00:30:52.940038,0.8967056019318024,0.020295024814209237,1,COMPLETE
29,0.507153370423212,2025-11-21 06:45:24.140532,2025-11-21 07:20:32.381520,0 days 00:35:08.240988,0.8899588204211764,0.019097265851674938,3,COMPLETE
30,0.4087199205358553,2025-11-21 06:45:33.250946,2025-11-21 07:21:41.771009,0 days 00:36:08.520063,0.7321516452659586,0.020290921904827133,72,COMPLETE
31,0.0751369180053546,2025-11-21 06:45:48.559045,2025-11-21 07:23:11.553114,0 days 00:37:22.994069,0.3400739112876396,0.00492352656040985,70,COMPLETE
32,0.5737791956925615,2025-11-21 06:45:58.960750,2025-11-21 07:23:12.875813,0 days 00:37:13.915063,0.3131167274573098,0.005050654801084465,71,COMPLETE
33,0.2607490449715666,2025-11-21 06:46:00.515027,2025-11-21 07:23:31.557167,0 days 00:37:31.042140,0.2907182259854021,0.004644405486330967,67,COMPLETE
34,0.42309163757277096,2025-11-21 06:46:02.885055,2025-11-21 07:22:56.467746,0 days 00:36:53.582691,0.35078236370999993,0.004690352845593362,71,COMPLETE
35,-0.8175736820790594,2025-11-21 06:46:06.805853,2025-11-21 07:23:13.410171,0 days 00:37:06.604318,0.3143903012825954,0.00481966013706269,67,COMPLETE
36,0.6478765089044642,2025-11-21 06:46:08.020175,2025-11-21 07:23:20.006770,0 days 00:37:11.986595,0.2632083355552884,0.0045365085877651,69,COMPLETE
37,0.5378383698051651,2025-11-21 06:46:09.981254,2025-11-21 07:23:30.530017,0 days 00:37:20.548763,0.290833805453181,0.004998805068419473,67,COMPLETE
38,0.45441814285086646,2025-11-21 06:46:10.497279,2025-11-21 07:23:14.095697,0 days 00:37:03.598418,0.3278296078613107,0.004620250924131773,73,COMPLETE
39,0.3523610718752455,2025-11-21 06:46:12.478215,2025-11-21 07:23:24.307513,0 days 00:37:11.829298,0.32553849304752086,0.0048878789025081255,67,COMPLETE
40,0.2827392944543021,2025-11-21 06:46:38.502622,2025-11-21 07:25:03.033214,0 days 00:38:24.530592,0.348506372239442,0.004738070054229959,69,COMPLETE
41,0.38026724669613204,2025-11-21 06:46:54.463579,2025-11-21 07:24:49.706047,0 days 00:37:55.242468,0.31673628040439095,0.012798381856841026,70,COMPLETE
42,-0.2921177337160873,2025-11-21 06:47:05.577011,2025-11-21 07:25:07.871244,0 days 00:38:02.294233,0.2997565945159496,0.004419428999779541,65,COMPLETE
43,-0.338070698971111,2025-11-21 06:47:08.600825,2025-11-21 07:24:44.609493,0 days 00:37:36.008668,0.3379618631638025,0.004614118285546049,67,COMPLETE
44,0.23503987042784003,2025-11-21 06:47:13.518440,2025-11-21 07:25:07.250541,0 days 00:37:53.732101,0.29172630248100617,0.005399676878096412,75,COMPLETE
45,0.21539640065508076,2025-11-21 06:47:16.461749,2025-11-21 07:24:55.063363,0 days 00:37:38.601614,0.27609958782331884,0.005832295940540207,70,COMPLETE
46,0.4313991148928959,2025-11-21 06:47:19.299793,2025-11-21 07:25:11.679952,0 days 00:37:52.380159,0.3301627609452756,0.004518278427900507,69,COMPLETE
47,0.2895485222234822,2025-11-21 06:47:20.682489,2025-11-21 07:24:43.657428,0 days 00:37:22.974939,0.2695217665175101,0.004848274905374559,72,COMPLETE
48,0.5567455534275503,2025-11-21 06:47:30.104658,2025-11-21 07:25:35.071695,0 days 00:38:04.967037,0.3268848812167481,0.002956702091131979,74,COMPLETE
