number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_train_freq,state
32,1.2429598314457149,2025-11-21 06:47:37.540711,2025-11-21 07:27:35.725143,0 days 00:39:58.184432,0.001071393045510594,0.0009621931420649317,13,COMPLETE
33,1.1141423062246865,2025-11-21 06:47:40.027817,2025-11-21 07:28:05.833269,0 days 00:40:25.805452,0.043456178890967985,0.0009634603601299528,13,COMPLETE
34,1.3804367073617305,2025-11-21 06:47:41.312298,2025-11-21 07:27:48.457345,0 days 00:40:07.145047,0.036729665141844406,0.0008615470592119246,13,COMPLETE
35,1.2548310025560432,2025-11-21 06:47:42.422422,2025-11-21 07:28:13.185443,0 days 00:40:30.763021,0.04294816967421997,0.0009123854889697475,14,COMPLETE
36,1.0129335143904734,2025-11-21 06:47:42.563381,2025-11-21 07:27:50.793011,0 days 00:40:08.229630,0.04568071384377892,0.0008428571337373486,14,COMPLETE
37,1.0755407032015767,2025-11-21 06:47:47.111629,2025-11-21 07:27:31.499790,0 days 00:39:44.388161,0.04332682284786407,0.0009104422742529014,13,COMPLETE
38,1.0205995029931356,2025-11-21 06:47:49.066167,2025-11-21 07:28:08.668387,0 days 00:40:19.602220,0.05315020464092911,0.0008886152414125574,13,COMPLETE
39,1.3365254121666448,2025-11-21 06:47:53.620277,2025-11-21 07:27:31.279911,0 days 00:39:37.659634,0.0010181470255646288,0.0009725015189378445,13,COMPLETE
40,1.3700659600844134,2025-11-21 06:47:57.144500,2025-11-21 07:27:43.553668,0 days 00:39:46.409168,0.03653764576364306,0.000952298882837194,13,COMPLETE
41,1.2214590693139755,2025-11-21 06:47:59.382198,2025-11-21 07:27:54.126404,0 days 00:39:54.744206,0.03853579080037175,0.0006224503802910202,13,COMPLETE
42,1.210136993570823,2025-11-21 06:48:02.902255,2025-11-21 07:28:44.095237,0 days 00:40:41.192982,0.001022341781640826,0.0009955971512880038,14,COMPLETE
43,1.0976712707343326,2025-11-21 06:48:05.927391,2025-11-21 07:27:51.028850,0 days 00:39:45.101459,0.04131942309351179,0.0008577015265732997,13,COMPLETE
44,1.4875552597853672,2025-11-21 06:48:06.875981,2025-11-21 07:27:52.468017,0 days 00:39:45.592036,0.0300783911421238,0.000926986831101539,13,COMPLETE
45,1.052095533533494,2025-11-21 06:48:27.259701,2025-11-21 07:30:25.896969,0 days 00:41:58.637268,0.0010589358722459695,0.0009836669064421607,16,COMPLETE
46,1.022670041398629,2025-11-21 06:48:39.731076,2025-11-21 07:30:14.428374,0 days 00:41:34.697298,0.0011658852270599281,0.0008436043255978462,16,COMPLETE
47,1.1062670865463693,2025-11-21 06:48:39.963299,2025-11-21 07:28:15.613569,0 days 00:39:35.650270,0.0010028858562465765,0.0008126737517430862,17,COMPLETE
