number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_train_freq,state
83,-0.22796276778739205,2025-11-21 15:50:48.927521,2025-11-21 16:29:29.365078,0 days 00:38:40.437557,0.010941971438597271,8.387284908059331e-06,21,COMPLETE
84,0.13538567842596597,2025-11-21 15:50:50.545502,2025-11-21 16:29:38.128154,0 days 00:38:47.582652,0.011009641440257649,7.385860311641162e-06,21,COMPLETE
85,0.09172268460999276,2025-11-21 15:50:52.729338,2025-11-21 16:28:43.695981,0 days 00:37:50.966643,0.010118737891046425,7.460854217219474e-06,21,COMPLETE
86,0.21225996851343723,2025-11-21 15:50:55.667602,2025-11-21 16:29:53.237300,0 days 00:38:57.569698,0.01046949129721035,7.95011397179364e-06,21,COMPLETE
87,-0.14841260042874346,2025-11-21 15:50:59.738920,2025-11-21 16:29:09.857307,0 days 00:38:10.118387,0.03763000043807477,7.3999122965750005e-06,21,COMPLETE
88,0.07621720114188399,2025-11-21 15:52:25.377373,2025-11-21 16:29:46.497803,0 days 00:37:21.120430,0.0360412365224824,8.293906817119249e-06,21,COMPLETE
89,-0.43304367029754176,2025-11-21 15:52:34.488018,2025-11-21 16:29:16.695090,0 days 00:36:42.207072,0.010250877617069483,7.277847925987462e-06,21,COMPLETE
90,0.3253462190508716,2025-11-21 15:52:41.631240,2025-11-21 16:29:34.107106,0 days 00:36:52.475866,0.03569125412031885,7.305455536170216e-06,21,COMPLETE
91,-0.09822411079823488,2025-11-21 15:52:43.268734,2025-11-21 16:29:46.139061,0 days 00:37:02.870327,0.03633431783747954,7.820281738431997e-06,21,COMPLETE
92,0.33080740609005066,2025-11-21 15:52:44.729842,2025-11-21 16:30:03.814853,0 days 00:37:19.085011,0.010846908924276248,8.782356608138496e-06,21,COMPLETE
93,0.17794219847359766,2025-11-21 15:52:46.641396,2025-11-21 16:29:57.084265,0 days 00:37:10.442869,0.03683685539268845,3.7161142063390984e-05,21,COMPLETE
94,0.02505896583191151,2025-11-21 15:52:47.356647,2025-11-21 16:29:11.822016,0 days 00:36:24.465369,0.006016369879341923,3.354588619673471e-05,21,COMPLETE
95,-0.9496831602328893,2025-11-21 15:52:52.454988,2025-11-21 16:29:44.888224,0 days 00:36:52.433236,0.005839545102615767,3.588664882830488e-05,21,COMPLETE
96,-0.19128157898086431,2025-11-21 15:52:53.549117,2025-11-21 16:29:29.937574,0 days 00:36:36.388457,0.006164747494880331,8.414071779801401e-06,21,COMPLETE
97,0.194160744342716,2025-11-21 15:52:58.803806,2025-11-21 16:29:35.433322,0 days 00:36:36.629516,0.010565516719623263,6.0262656026557955e-06,21,COMPLETE
98,0.4257043855319772,2025-11-21 15:53:04.118729,2025-11-21 16:29:45.271912,0 days 00:36:41.153183,0.005971182594401528,7.872829195046996e-06,21,COMPLETE
99,-0.6134343908938109,2025-11-21 15:53:04.701656,2025-11-21 16:29:49.513388,0 days 00:36:44.811732,0.01047496056827208,7.274344166832865e-06,21,COMPLETE
